Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,PHI,10,Sun,November 13,1:02PM,0,boxscore,21,17,370,2,289,2,-24.0%,13.0
ATL,NO,10,Sun,November 13,1:03PM,1,boxscore,23,26,363,0,481,1,18.6%,-1.0
BAL,SEA,10,Sun,November 13,4:06PM,0,boxscore,17,22,327,0,323,3,18.8%,-7.0
BUF,DAL,10,Sun,November 13,1:02PM,0,boxscore,7,44,433,0,271,4,12.6%,4.5
CAR,TEN,10,Sun,November 13,1:04PM,1,boxscore,3,30,383,1,279,2,-7.6%,-3.5
CHI,DET,10,Sun,November 13,4:16PM,1,boxscore,37,13,216,1,393,6,11.1%,-3.0
CIN,PIT,10,Sun,November 13,1:02PM,1,boxscore,17,24,328,1,279,2,8.8%,4.0
CLE,STL,10,Sun,November 13,1:03PM,1,boxscore,12,13,281,2,335,1,-19.0%,-3.0
DAL,BUF,10,Sun,November 13,1:02PM,1,boxscore,44,7,433,0,271,4,7.8%,-4.5
DEN,KC,10,Sun,November 13,1:03PM,0,boxscore,17,10,313,0,258,0,-13.2%,3.5
DET,CHI,10,Sun,November 13,4:16PM,0,boxscore,13,37,216,1,393,6,16.7%,3.0
GB,MIN,10,Mon,November 14,8:40PM,1,boxscore,45,7,356,1,266,1,28.2%,-13.0
HOU,TB,10,Sun,November 13,1:02PM,0,boxscore,37,9,420,0,231,4,26.2%,-4.0
IND,JAC,10,Sun,November 13,1:02PM,1,boxscore,3,17,251,1,212,3,-41.3%,3.0
JAC,IND,10,Sun,November 13,1:02PM,0,boxscore,17,3,251,1,212,3,-22.7%,-3.0
KC,DEN,10,Sun,November 13,1:03PM,1,boxscore,10,17,313,0,258,0,-19.5%,-3.5
MIA,WAS,10,Sun,November 13,1:03PM,1,boxscore,20,9,303,2,246,2,-8.0%,-4.0
MIN,GB,10,Mon,November 14,8:40PM,0,boxscore,7,45,356,1,266,1,-2.2%,13.0
NE,NYJ,10,Sun,November 13,8:31PM,0,boxscore,37,16,389,0,378,3,15.6%,2.5
NO,ATL,10,Sun,November 13,1:03PM,0,boxscore,26,23,363,0,481,1,12.9%,1.0
NYG,SF,10,Sun,November 13,4:15PM,0,boxscore,20,27,305,1,395,2,21.6%,4.0
NYJ,NE,10,Sun,November 13,8:31PM,1,boxscore,16,37,389,0,378,3,35.1%,-2.5
OAK,SD,10,Thu,November 10,8:29PM,0,boxscore,24,17,489,2,314,2,-9.9%,7.0
PHI,ARI,10,Sun,November 13,1:02PM,1,boxscore,17,21,370,2,289,2,9.6%,-13.0
PIT,CIN,10,Sun,November 13,1:02PM,0,boxscore,24,17,328,1,279,2,16.1%,-4.0
SD,OAK,10,Thu,November 10,8:29PM,1,boxscore,17,24,489,2,314,2,-7.5%,-7.0
SEA,BAL,10,Sun,November 13,4:06PM,1,boxscore,22,17,327,0,323,3,-19.8%,7.0
SF,NYG,10,Sun,November 13,4:15PM,1,boxscore,27,20,305,1,395,2,22.5%,-4.0
STL,CLE,10,Sun,November 13,1:03PM,0,boxscore,13,12,281,2,335,1,-35.4%,3.0
TB,HOU,10,Sun,November 13,1:02PM,1,boxscore,9,37,420,0,231,4,-5.5%,4.0
TEN,CAR,10,Sun,November 13,1:04PM,0,boxscore,30,3,383,1,279,2,2.3%,3.5
WAS,MIA,10,Sun,November 13,1:03PM,0,boxscore,9,20,303,2,246,2,-15.8%,4.0
