Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2014,ARI,KC,14,Sun,4:05PM,1,-1.9%,2.5,3,5.5
2014,ATL,GB,14,Mon,8:30PM,0,-6.9%,13.5,-6,7.5
2014,BAL,MIA,14,Sun,1:02PM,0,24.4%,3.0,15,18.0
2014,BUF,DEN,14,Sun,4:05PM,0,10.6%,9.5,-7,2.5
2014,CAR,NO,14,Sun,1:03PM,0,-25.8%,9.0,31,40.0
2014,CHI,DAL,14,Thu,8:26PM,1,-14.5%,4.0,-13,-9.0
2014,CIN,PIT,14,Sun,1:02PM,1,-3.0%,-3.0,-21,-24.0
2014,CLE,IND,14,Sun,1:03PM,1,-6.3%,3.0,-1,2.0
2014,DAL,CHI,14,Thu,8:26PM,0,5.9%,-4.0,13,9.0
2014,DEN,BUF,14,Sun,4:05PM,1,33.0%,-9.5,7,-2.5
2014,DET,TB,14,Sun,1:02PM,1,5.8%,-10.5,17,6.5
2014,GB,ATL,14,Mon,8:30PM,1,25.2%,-13.5,6,-7.5
2014,HOU,JAC,14,Sun,1:03PM,0,-6.2%,-6.5,14,7.5
2014,IND,CLE,14,Sun,1:03PM,0,9.1%,-3.0,1,-2.0
2014,JAC,HOU,14,Sun,1:03PM,1,-29.2%,6.5,-14,-7.5
2014,KC,ARI,14,Sun,4:05PM,0,18.0%,-2.5,-3,-5.5
2014,MIA,BAL,14,Sun,1:02PM,1,16.2%,-3.0,-15,-18.0
2014,MIN,NYJ,14,Sun,1:02PM,1,-13.2%,-4.5,6,1.5
2014,NE,SD,14,Sun,8:30PM,0,31.1%,-4.0,9,5.0
2014,NO,CAR,14,Sun,1:03PM,1,9.8%,-9.0,-31,-40.0
2014,NYG,TEN,14,Sun,1:03PM,0,-15.3%,-3.0,29,26.0
2014,NYJ,MIN,14,Sun,1:02PM,0,-18.0%,4.5,-6,-1.5
2014,OAK,SF,14,Sun,4:25PM,1,-28.5%,9.0,11,20.0
2014,PHI,SEA,14,Sun,4:25PM,1,20.0%,2.0,-10,-8.0
2014,PIT,CIN,14,Sun,1:02PM,0,5.6%,3.0,21,24.0
2014,SD,NE,14,Sun,8:30PM,1,2.2%,4.0,-9,-5.0
2014,SEA,PHI,14,Sun,4:25PM,0,16.4%,-2.0,10,8.0
2014,SF,OAK,14,Sun,4:25PM,0,4.9%,-9.0,-11,-20.0
2014,STL,WAS,14,Sun,1:03PM,0,1.8%,-3.0,24,21.0
2014,TB,DET,14,Sun,1:02PM,0,-26.5%,10.5,-17,-6.5
2014,TEN,NYG,14,Sun,1:03PM,1,-31.0%,3.0,-29,-26.0
2014,WAS,STL,14,Sun,1:03PM,1,-22.9%,3.0,-24,-21.0
