Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,KC,14,Sun,December 7,4:05PM,1,boxscore,17,14,366,0,390,2,-1.9%,2.5
ATL,GB,14,Mon,December 8,8:30PM,0,boxscore,37,43,502,0,465,1,-6.9%,13.5
BAL,MIA,14,Sun,December 7,1:02PM,0,boxscore,28,13,447,1,249,0,24.4%,3.0
BUF,DEN,14,Sun,December 7,4:05PM,0,boxscore,17,24,306,3,415,3,10.6%,9.5
CAR,NO,14,Sun,December 7,1:03PM,0,boxscore,41,10,497,0,310,2,-25.8%,9.0
CHI,DAL,14,Thu,December 4,8:26PM,1,boxscore,28,41,397,0,376,2,-14.5%,4.0
CIN,PIT,14,Sun,December 7,1:02PM,1,boxscore,21,42,543,0,408,2,-3.0%,-3.0
CLE,IND,14,Sun,December 7,1:03PM,1,boxscore,24,25,362,4,248,2,-6.3%,3.0
DAL,CHI,14,Thu,December 4,8:26PM,0,boxscore,41,28,397,0,376,2,5.9%,-4.0
DEN,BUF,14,Sun,December 7,4:05PM,1,boxscore,24,17,306,3,415,3,33.0%,-9.5
DET,TB,14,Sun,December 7,1:02PM,1,boxscore,34,17,407,1,233,3,5.8%,-10.5
GB,ATL,14,Mon,December 8,8:30PM,1,boxscore,43,37,502,0,465,1,25.2%,-13.5
HOU,JAC,14,Sun,December 7,1:03PM,0,boxscore,27,13,304,0,262,1,-6.2%,-6.5
IND,CLE,14,Sun,December 7,1:03PM,0,boxscore,25,24,362,4,248,2,9.1%,-3.0
JAC,HOU,14,Sun,December 7,1:03PM,1,boxscore,13,27,304,0,262,1,-29.2%,6.5
KC,ARI,14,Sun,December 7,4:05PM,0,boxscore,14,17,366,0,390,2,18.0%,-2.5
MIA,BAL,14,Sun,December 7,1:02PM,1,boxscore,13,28,447,1,249,0,16.2%,-3.0
MIN,NYJ,14,Sun,December 7,1:02PM,1,boxscore,30,24,411,2,410,2,-13.2%,-4.5
NE,SD,14,Sun,December 7,8:30PM,0,boxscore,23,14,397,2,216,1,31.1%,-4.0
NO,CAR,14,Sun,December 7,1:03PM,1,boxscore,10,41,497,0,310,2,9.8%,-9.0
NYG,TEN,14,Sun,December 7,1:03PM,0,boxscore,36,7,402,1,207,3,-15.3%,-3.0
NYJ,MIN,14,Sun,December 7,1:02PM,0,boxscore,24,30,411,2,410,2,-18.0%,4.5
OAK,SF,14,Sun,December 7,4:25PM,1,boxscore,24,13,330,0,248,2,-28.5%,9.0
PHI,SEA,14,Sun,December 7,4:25PM,1,boxscore,14,24,440,2,139,2,20.0%,2.0
PIT,CIN,14,Sun,December 7,1:02PM,0,boxscore,42,21,543,0,408,2,5.6%,3.0
SD,NE,14,Sun,December 7,8:30PM,1,boxscore,14,23,397,2,216,1,2.2%,4.0
SEA,PHI,14,Sun,December 7,4:25PM,0,boxscore,24,14,440,2,139,2,16.4%,-2.0
SF,OAK,14,Sun,December 7,4:25PM,0,boxscore,13,24,330,0,248,2,4.9%,-9.0
STL,WAS,14,Sun,December 7,1:03PM,0,boxscore,24,0,329,0,206,2,1.8%,-3.0
TB,DET,14,Sun,December 7,1:02PM,0,boxscore,17,34,407,1,233,3,-26.5%,10.5
TEN,NYG,14,Sun,December 7,1:03PM,1,boxscore,7,36,402,1,207,3,-31.0%,3.0
WAS,STL,14,Sun,December 7,1:03PM,1,boxscore,0,24,329,0,206,2,-22.9%,3.0
