Game,EGO,Spread,Spread Target,Pick
WAS @ DAL,-1.04,-1.5,"[-0.5, -2.5]",DAL
DEN @ MIA,0.83,-1.0,"[3.0, 0.5]",
DET @ BAL,-5.5,2.5,"[4.0, 2.0]",BAL
HOU @ TEN,-0.88,7.0,"[4.5, 2.5]",
IND @ JAC,-10.1,10.0,"[14.0, 11.5]",
KC @ NYJ,2.01,-4.0,"[-3.5, -5.5]",NYJ
MIN @ ATL,2.48,2.0,"[1.0, -1.0]",
NE @ BUF,4.9,-7.5,"[-6.5, -8.5]",BUF
SF @ CHI,-4.03,2.5,"[2.5, 0.5]",CHI
TB @ GB,-7.15,3.0,"[5.5, 3.5]",
CLE @ LACH,-9.29,13.5,"[13.0, 11.0]",
CAR @ NO,-7.05,5.5,"[5.5, 3.5]",NO
LARM @ ARI,8.77,-7.5,"[-5.0, -7.5]",LARM
NYG @ OAK,-5.84,10.0,"[9.5, 7.5]",
PHI @ SEA,4.37,-3.5,"[-0.5, -3.0]",
PIT @ CIN,6.18,-4.5,"[-2.5, -4.5]",PIT
