Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
BAL,MIA,7,Sun,October 19,1:02PM,0,boxscore,27,13,357,1,359,1,15.1%,3.0
BUF,SD,7,Sun,October 19,1:02PM,1,boxscore,23,14,370,0,263,3,-4.1%,-1.0
CAR,NO,7,Sun,October 19,1:04PM,1,boxscore,30,7,336,0,343,2,5.7%,-3.0
CHI,MIN,7,Sun,October 19,1:02PM,1,boxscore,48,41,327,1,439,5,11.2%,-3.0
CIN,PIT,7,Sun,October 19,1:04PM,1,boxscore,10,38,375,0,212,1,-25.6%,8.5
CLE,WAS,7,Sun,October 19,4:16PM,0,boxscore,11,14,351,1,236,0,-11.6%,7.0
DAL,STL,7,Sun,October 19,1:00PM,0,boxscore,14,34,325,0,341,4,8.7%,-8.0
DEN,NE,7,Mon,October 20,8:40PM,0,boxscore,7,41,404,0,275,5,4.5%,3.0
DET,HOU,7,Sun,October 19,4:05PM,0,boxscore,21,28,404,1,326,0,-46.4%,11.5
GB,IND,7,Sun,October 19,4:15PM,1,boxscore,34,14,302,0,302,2,16.0%,2.5
HOU,DET,7,Sun,October 19,4:05PM,1,boxscore,28,21,404,1,326,0,-21.0%,-11.5
IND,GB,7,Sun,October 19,4:15PM,0,boxscore,14,34,302,0,302,2,14.5%,-2.5
KC,TEN,7,Sun,October 19,1:00PM,1,boxscore,10,34,455,0,272,0,-46.4%,9.0
MIA,BAL,7,Sun,October 19,1:02PM,1,boxscore,13,27,357,1,359,1,5.9%,-3.0
MIN,CHI,7,Sun,October 19,1:02PM,0,boxscore,41,48,327,1,439,5,2.8%,3.0
NE,DEN,7,Mon,October 20,8:40PM,1,boxscore,41,7,404,0,275,5,-10.9%,-3.0
NO,CAR,7,Sun,October 19,1:04PM,0,boxscore,7,30,336,0,343,2,13.3%,3.0
NYG,SF,7,Sun,October 19,1:02PM,1,boxscore,29,17,273,0,253,3,28.7%,-10.0
NYJ,OAK,7,Sun,October 19,4:15PM,0,boxscore,13,16,344,0,418,3,1.9%,-3.0
OAK,NYJ,7,Sun,October 19,4:15PM,1,boxscore,16,13,344,0,418,3,-24.3%,3.0
PIT,CIN,7,Sun,October 19,1:04PM,0,boxscore,38,10,375,0,212,1,13.2%,-8.5
SD,BUF,7,Sun,October 19,1:02PM,0,boxscore,14,23,370,0,263,3,14.5%,1.0
SEA,TB,7,Sun,October 19,8:23PM,0,boxscore,10,20,402,1,176,2,-19.4%,11.5
SF,NYG,7,Sun,October 19,1:02PM,0,boxscore,17,29,273,0,253,3,-13.3%,10.0
STL,DAL,7,Sun,October 19,1:00PM,1,boxscore,34,14,325,0,341,4,-48.3%,8.0
TB,SEA,7,Sun,October 19,8:23PM,1,boxscore,20,10,402,1,176,2,22.4%,-11.5
TEN,KC,7,Sun,October 19,1:00PM,0,boxscore,34,10,455,0,272,0,18.7%,-9.0
WAS,CLE,7,Sun,October 19,4:16PM,1,boxscore,14,11,351,1,236,0,16.7%,-7.0
