Game,EGO,Spread,Spread Target,Pick
DEN @ IND,-4.66,-3.0,"[3.0, 1.0]",
ARI @ WAS,-1.39,4.0,"[5.0, 3.0]",ARI
BAL @ CLE,8.36,-6.5,"[-4.5, -7.0]",BAL
CIN @ MIN,-8.31,12.5,"[12.0, 10.0]",
GB @ CAR,-4.42,3.0,"[3.0, 0.5]",CAR
HOU @ JAC,-9.4,10.5,"[13.0, 11.0]",
MIA @ BUF,-3.23,3.5,"[7.0, 4.5]",
NYJ @ NO,-12.59,16.5,"[16.5, 14.0]",NYJ
PHI @ NYG,11.6,-7.5,"[-8.0, -10.0]",
LARM @ SEA,4.37,-1.0,"[-0.5, -3.0]",LARM
NE @ PIT,-2.2,-2.5,"[0.5, -1.5]",
TEN @ SF,-0.82,2.5,"[4.5, 2.5]",TEN
DAL @ OAK,2.9,-3.0,"[1.0, -1.5]",
CHI @ DET,-3.88,5.0,"[7.5, 5.5]",
LACH @ KC,0.67,1.0,"[3.0, 1.0]",LACH
ATL @ TB,2.21,-7.0,"[-3.5, -6.0]",
