Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,14,Sun,December 8,4:25PM,1,boxscore,30,10,369,1,257,2,9.7%,-4.5
ATL,GB,14,Sun,December 8,1:02PM,0,boxscore,21,22,334,2,285,2,-13.3%,3.5
BAL,MIN,14,Sun,December 8,1:03PM,1,boxscore,29,26,325,3,379,1,-6.6%,-6.0
BUF,TB,14,Sun,December 8,1:02PM,0,boxscore,6,27,246,2,214,5,-7.1%,2.5
CAR,NO,14,Sun,December 8,8:30PM,0,boxscore,13,31,373,0,239,0,32.1%,3.0
CHI,DAL,14,Mon,December 9,8:40PM,1,boxscore,45,28,490,0,328,0,7.6%,-1.5
CIN,IND,14,Sun,December 8,1:02PM,1,boxscore,42,28,430,0,389,0,16.6%,-7.0
CLE,NE,14,Sun,December 8,1:02PM,0,boxscore,26,27,484,2,494,0,-23.9%,9.5
DAL,CHI,14,Mon,December 9,8:40PM,0,boxscore,28,45,490,0,328,0,1.7%,1.5
DEN,TEN,14,Sun,December 8,4:05PM,1,boxscore,51,28,551,0,254,2,28.3%,-13.5
DET,PHI,14,Sun,December 8,1:02PM,0,boxscore,20,34,478,1,231,3,4.4%,2.0
GB,ATL,14,Sun,December 8,1:02PM,1,boxscore,22,21,334,2,285,2,-9.1%,-3.5
HOU,JAC,14,Thu,December 5,8:29PM,0,boxscore,20,27,281,0,406,2,-25.6%,-3.5
IND,CIN,14,Sun,December 8,1:02PM,0,boxscore,28,42,430,0,389,0,-3.1%,7.0
JAC,HOU,14,Thu,December 5,8:29PM,1,boxscore,27,20,281,0,406,2,-40.1%,3.5
KC,WAS,14,Sun,December 8,1:03PM,0,boxscore,45,10,346,1,257,2,7.8%,-3.0
MIA,PIT,14,Sun,December 8,1:02PM,0,boxscore,34,28,367,1,412,1,0.2%,3.0
MIN,BAL,14,Sun,December 8,1:03PM,0,boxscore,26,29,325,3,379,1,-13.5%,6.0
NE,CLE,14,Sun,December 8,1:02PM,1,boxscore,27,26,484,2,494,0,22.5%,-9.5
NO,CAR,14,Sun,December 8,8:30PM,1,boxscore,31,13,373,0,239,0,20.9%,-3.0
NYG,SD,14,Sun,December 8,4:25PM,0,boxscore,14,37,388,1,333,3,-7.8%,4.0
NYJ,OAK,14,Sun,December 8,1:02PM,1,boxscore,37,27,352,1,383,1,-18.5%,-3.0
OAK,NYJ,14,Sun,December 8,1:02PM,0,boxscore,27,37,352,1,383,1,-30.8%,3.0
PHI,DET,14,Sun,December 8,1:02PM,1,boxscore,34,20,478,1,231,3,13.4%,-2.0
PIT,MIA,14,Sun,December 8,1:02PM,1,boxscore,28,34,367,1,412,1,3.4%,-3.0
SD,NYG,14,Sun,December 8,4:25PM,1,boxscore,37,14,388,1,333,3,0.3%,-4.0
SEA,SF,14,Sun,December 8,4:26PM,0,boxscore,17,19,318,1,264,1,41.8%,2.0
SF,SEA,14,Sun,December 8,4:26PM,1,boxscore,19,17,318,1,264,1,17.6%,-2.0
STL,ARI,14,Sun,December 8,4:25PM,0,boxscore,10,30,369,1,257,2,8.6%,4.5
TB,BUF,14,Sun,December 8,1:02PM,1,boxscore,27,6,246,2,214,5,-1.3%,-2.5
TEN,DEN,14,Sun,December 8,4:05PM,0,boxscore,28,51,551,0,254,2,-9.0%,13.5
WAS,KC,14,Sun,December 8,1:03PM,1,boxscore,10,45,346,1,257,2,-21.7%,3.0
