Team,Opponent,Year,Week,Home Team,Spread,Game Scoring Margin,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating,Team DVOA,DVOA Diff,EGO,EGO to Spread Diff,EGO Pick,Right Pick,Spread to Result Difference,Spread Result Class
TEN,OAK,2015,12,1,1.0,-3,86.0,13.0,35.0,56.0,33.0,77.0,50.0,100.0,34.0,47.0,60.0,16.0,-12.3,-10.200000000000001,0.1,1.1,1,-1,-2.0,-1
WAS,NYG,2015,12,1,2.5,6,23.0,83.0,31.0,5.0,43.0,64.0,0.0,91.0,31.0,54.0,60.0,0.0,-6.0,-7.8,0.59,3.09,1,1,8.5,1
ARI,STL,2015,13,0,-4.5,24,36.0,87.0,57.0,88.0,85.0,66.0,72.0,96.0,68.0,51.0,0.0,71.0,25.1,31.8,4.39,-0.11000000000000032,-1,-1,19.5,1
ATL,TAM,2015,13,0,1.0,-4,0.0,75.0,53.0,77.0,74.0,60.0,56.0,67.0,93.0,76.0,34.0,60.0,-10.3,-3.000000000000001,-2.78,-1.7799999999999998,-1,1,-3.0,-1
BAL,MIA,2015,13,0,3.5,-2,60.0,92.0,33.0,82.0,61.0,45.0,44.0,21.0,24.0,0.0,47.0,50.0,-3.5,10.9,0.05,3.55,1,1,1.5,1
BUF,HOU,2015,13,1,-3.5,9,16.0,33.0,87.0,67.0,22.0,49.0,68.0,67.0,32.0,57.0,59.0,80.0,5.4,13.100000000000001,4.8,1.2999999999999998,1,1,5.5,1
CAR,NOR,2015,13,0,-6.5,3,84.0,71.0,90.0,92.0,22.0,76.0,44.0,50.0,31.0,7.0,92.0,22.0,27.2,49.2,8.12,1.6199999999999992,1,-1,-3.5,-1
CHI,SFO,2015,13,1,-6.5,-6,40.0,79.0,50.0,18.0,41.0,83.0,28.0,25.0,31.0,32.0,13.0,29.0,-6.8,26.900000000000002,7.52,1.0199999999999996,1,-1,-12.5,-1
CIN,CLE,2015,13,0,-9.0,34,68.0,79.0,58.0,71.0,59.0,59.0,16.0,0.0,0.0,5.0,60.0,39.0,32.8,55.099999999999994,9.4,0.40000000000000036,1,1,25.0,1
CLE,CIN,2015,13,1,9.0,-34,16.0,0.0,0.0,5.0,60.0,39.0,68.0,79.0,58.0,71.0,59.0,59.0,-22.3,-55.099999999999994,-9.4,-0.40000000000000036,-1,1,-25.0,-1
DAL,WAS,2015,13,0,3.5,3,32.0,58.0,57.0,58.0,26.0,75.0,32.0,87.0,30.0,22.0,47.0,62.0,-19.1,-14.400000000000002,-5.06,-1.5599999999999996,-1,-1,6.5,1
DEN,SDG,2015,13,0,-3.5,14,100.0,50.0,38.0,92.0,47.0,100.0,36.0,50.0,10.0,27.0,95.0,49.0,17.6,32.900000000000006,4.62,1.12,1,1,10.5,1
DET,GNB,2015,13,1,3.0,-4,72.0,41.0,0.0,48.0,67.0,60.0,72.0,50.0,57.0,47.0,35.0,54.0,-5.8,-21.5,-2.23,0.77,1,-1,-1.0,-1
GNB,DET,2015,13,0,-3.0,4,72.0,50.0,57.0,47.0,35.0,54.0,72.0,41.0,0.0,48.0,67.0,60.0,15.7,21.5,2.23,-0.77,-1,-1,1.0,1
HOU,BUF,2015,13,0,3.5,-9,68.0,67.0,32.0,57.0,59.0,80.0,16.0,33.0,87.0,67.0,22.0,49.0,-7.7,-13.100000000000001,-4.8,-1.2999999999999998,-1,1,-5.5,-1
IND,PIT,2015,13,0,7.5,-35,28.0,62.0,24.0,43.0,54.0,32.0,72.0,54.0,63.0,83.0,73.0,23.0,-7.0,-20.9,-6.34,1.1600000000000001,1,-1,-27.5,-1
JAX,TEN,2015,13,0,2.5,-3,52.0,17.0,30.0,84.0,53.0,39.0,80.0,12.0,26.0,57.0,30.0,73.0,-14.2,2.8000000000000007,-1.61,0.8899999999999999,1,-1,-0.5,-1
KAN,OAK,2015,13,0,-3.0,14,72.0,12.0,69.0,79.0,34.0,62.0,52.0,100.0,30.0,56.0,64.0,24.0,27.6,23.1,2.57,-0.43000000000000016,-1,-1,11.0,1
MIA,BAL,2015,13,1,-3.5,2,44.0,21.0,24.0,0.0,47.0,50.0,60.0,92.0,33.0,82.0,61.0,45.0,-14.4,-10.9,-0.05,-3.55,-1,1,-1.5,-1
MIN,SEA,2015,13,1,1.5,-31,52.0,29.0,100.0,51.0,4.0,76.0,60.0,4.0,97.0,84.0,36.0,69.0,3.6,-23.299999999999997,-2.61,-1.1099999999999999,-1,1,-29.5,-1
NOR,CAR,2015,13,1,6.5,-3,44.0,50.0,31.0,7.0,92.0,22.0,84.0,71.0,90.0,92.0,22.0,76.0,-22.0,-49.2,-8.12,-1.6199999999999992,-1,-1,3.5,1
NWE,PHI,2015,13,1,-8.0,-7,92.0,54.0,18.0,77.0,100.0,48.0,56.0,46.0,56.0,22.0,49.0,50.0,30.6,41.6,10.36,2.3599999999999994,1,-1,-15.0,-1
NYG,NYJ,2015,13,1,2.5,-3,0.0,83.0,21.0,52.0,63.0,0.0,52.0,100.0,55.0,100.0,46.0,62.0,-6.5,-16.8,-1.26,1.24,1,-1,-0.5,-1
NYJ,NYG,2015,13,0,-2.5,3,52.0,100.0,55.0,100.0,46.0,62.0,0.0,83.0,21.0,52.0,63.0,0.0,10.3,16.8,1.26,-1.24,-1,-1,0.5,1
OAK,KAN,2015,13,1,3.0,-14,52.0,100.0,30.0,56.0,64.0,24.0,72.0,12.0,69.0,79.0,34.0,62.0,4.5,-23.1,-2.57,0.43000000000000016,1,-1,-11.0,-1
PHI,NWE,2015,13,0,8.0,7,56.0,46.0,56.0,22.0,49.0,50.0,92.0,54.0,18.0,77.0,100.0,48.0,-11.0,-41.6,-10.36,-2.3599999999999994,-1,-1,15.0,1
PIT,IND,2015,13,1,-7.5,35,72.0,54.0,63.0,83.0,73.0,23.0,28.0,62.0,24.0,43.0,54.0,32.0,13.9,20.9,6.34,-1.1600000000000001,-1,-1,27.5,1
SDG,DEN,2015,13,1,3.5,-14,36.0,50.0,10.0,27.0,95.0,49.0,100.0,50.0,38.0,92.0,47.0,100.0,-15.3,-32.900000000000006,-4.62,-1.12,-1,1,-10.5,-1
SEA,MIN,2015,13,0,-1.5,31,60.0,4.0,97.0,84.0,36.0,69.0,52.0,29.0,100.0,51.0,4.0,76.0,26.9,23.299999999999997,2.61,1.1099999999999999,1,1,29.5,1
SFO,CHI,2015,13,0,6.5,6,28.0,25.0,31.0,32.0,13.0,29.0,40.0,79.0,50.0,18.0,41.0,83.0,-33.7,-26.900000000000002,-7.52,-1.0199999999999996,-1,-1,12.5,1
STL,ARI,2015,13,1,4.5,-24,72.0,96.0,68.0,51.0,0.0,71.0,36.0,87.0,57.0,88.0,85.0,66.0,-6.7,-31.8,-4.39,0.11000000000000032,1,-1,-19.5,-1
TAM,ATL,2015,13,1,-1.0,4,56.0,67.0,93.0,76.0,34.0,60.0,0.0,75.0,53.0,77.0,74.0,60.0,-7.3,3.000000000000001,2.78,1.7799999999999998,1,1,3.0,1
TEN,JAX,2015,13,1,-2.5,3,80.0,12.0,26.0,57.0,30.0,73.0,52.0,17.0,30.0,84.0,53.0,39.0,-17.0,-2.8000000000000007,1.61,-0.8899999999999999,-1,-1,0.5,1
WAS,DAL,2015,13,1,-3.5,-3,32.0,87.0,30.0,22.0,47.0,62.0,32.0,58.0,57.0,58.0,26.0,75.0,-4.7,14.400000000000002,5.06,1.5599999999999996,1,-1,-6.5,-1
ARI,MIN,2015,14,1,-8.5,3,29.0,85.0,64.0,90.0,88.0,73.0,50.0,23.0,86.0,40.0,1.0,74.0,30.2,32.7,8.65,0.15000000000000036,1,-1,-5.5,-1
ATL,CAR,2015,14,0,7.5,-38,0.0,69.0,48.0,65.0,72.0,63.0,79.0,73.0,94.0,93.0,30.0,73.0,-11.6,-34.8,-9.06,-1.5600000000000005,-1,1,-30.5,-1
BAL,SEA,2015,14,1,11.0,-29,53.0,85.0,33.0,74.0,63.0,59.0,64.0,8.0,100.0,92.0,39.0,79.0,-3.9,-34.9,-5.05,5.95,1,-1,-18.0,-1
BUF,PHI,2015,14,0,1.0,-3,18.0,39.0,92.0,62.0,23.0,49.0,61.0,50.0,57.0,24.0,42.0,47.0,6.2,13.100000000000001,0.5,1.5,1,-1,-2.0,-1
CAR,ATL,2015,14,1,-7.5,38,79.0,73.0,94.0,93.0,30.0,73.0,0.0,69.0,48.0,65.0,72.0,63.0,23.2,34.8,9.06,1.5600000000000005,1,1,30.5,1
CHI,WAS,2015,14,1,-3.5,-3,47.0,81.0,57.0,18.0,39.0,86.0,29.0,81.0,28.0,25.0,44.0,64.0,-8.1,-2.8999999999999995,1.59,-1.91,-1,1,-6.5,-1
CIN,PIT,2015,14,1,-2.5,-13,68.0,81.0,61.0,75.0,58.0,62.0,79.0,62.0,68.0,87.0,78.0,33.0,34.1,14.900000000000002,5.16,2.66,1,-1,-15.5,-1
CLE,SFO,2015,14,1,-1.5,14,15.0,0.0,0.0,3.0,57.0,44.0,25.0,19.0,35.0,23.0,13.0,37.0,-24.7,6.400000000000002,3.47,1.9700000000000002,1,1,12.5,1
DAL,GNB,2015,14,0,6.5,-21,36.0,62.0,55.0,62.0,28.0,78.0,71.0,46.0,52.0,48.0,38.0,58.0,-15.3,-26.0,-7.35,-0.8499999999999996,-1,1,-14.5,-1
DEN,OAK,2015,14,1,-6.5,-3,100.0,54.0,42.0,90.0,43.0,100.0,57.0,88.0,31.0,57.0,64.0,37.0,18.2,16.0,5.38,-1.12,-1,1,-9.5,-1
DET,STL,2015,14,0,-3.5,-7,71.0,39.0,4.0,54.0,63.0,61.0,68.0,100.0,61.0,40.0,0.0,63.0,-4.8,5.000000000000001,-1.16,-4.66,-1,1,-10.5,-1
GNB,DAL,2015,14,1,-6.5,21,71.0,46.0,52.0,48.0,38.0,58.0,36.0,62.0,55.0,62.0,28.0,78.0,10.7,26.0,7.35,0.8499999999999996,1,1,14.5,1
HOU,NWE,2015,14,1,3.5,-21,61.0,65.0,36.0,44.0,61.0,81.0,82.0,46.0,20.0,70.0,100.0,60.0,-5.2,-31.2,-4.27,-0.7699999999999996,-1,1,-17.5,-1
IND,JAX,2015,14,0,1.5,-35,21.0,50.0,21.0,35.0,50.0,29.0,57.0,19.0,29.0,64.0,56.0,42.0,-12.8,0.6999999999999993,-2.03,-0.5299999999999998,-1,1,-33.5,-1
JAX,IND,2015,14,1,-1.5,35,57.0,19.0,29.0,64.0,56.0,42.0,21.0,50.0,21.0,35.0,50.0,29.0,-13.5,-0.6999999999999993,2.03,0.5299999999999998,1,1,33.5,1
KAN,SDG,2015,14,1,-10.5,7,75.0,8.0,65.0,77.0,30.0,62.0,32.0,42.0,12.0,24.0,87.0,58.0,28.5,46.8,11.35,0.8499999999999996,1,-1,-3.5,-1
MIA,NYG,2015,14,1,1.0,-7,47.0,27.0,30.0,6.0,38.0,50.0,7.0,77.0,19.0,54.0,64.0,0.0,-15.4,-10.4,0.06,1.06,1,-1,-6.0,-1
MIN,ARI,2015,14,0,8.5,-3,50.0,23.0,86.0,40.0,1.0,74.0,29.0,85.0,64.0,90.0,88.0,73.0,-2.5,-32.7,-8.65,-0.15000000000000036,-1,-1,5.5,1
NOR,TAM,2015,14,0,4.5,7,39.0,50.0,28.0,0.0,89.0,23.0,57.0,69.0,96.0,79.0,35.0,60.0,-18.2,-14.299999999999999,-5.04,-0.54,-1,-1,11.5,1
NWE,HOU,2015,14,0,-3.5,21,82.0,46.0,20.0,70.0,100.0,60.0,61.0,65.0,36.0,44.0,61.0,81.0,26.0,31.2,4.27,0.7699999999999996,1,1,17.5,1
NYG,MIA,2015,14,0,-1.0,7,7.0,77.0,19.0,54.0,64.0,0.0,47.0,27.0,30.0,6.0,38.0,50.0,-5.0,10.4,-0.06,-1.06,-1,-1,6.0,1
NYJ,TEN,2015,14,1,-7.0,22,53.0,92.0,53.0,100.0,55.0,60.0,75.0,8.0,40.0,60.0,34.0,68.0,8.3,26.900000000000002,7.52,0.5199999999999996,1,1,15.0,1
OAK,DEN,2015,14,0,6.5,3,57.0,88.0,31.0,57.0,64.0,37.0,100.0,54.0,42.0,90.0,43.0,100.0,2.2,-16.0,-5.38,1.12,1,1,9.5,1
PHI,BUF,2015,14,1,-1.0,3,61.0,50.0,57.0,24.0,42.0,47.0,18.0,39.0,92.0,62.0,23.0,49.0,-6.9,-13.100000000000001,-0.5,-1.5,-1,-1,2.0,1
PIT,CIN,2015,14,0,2.5,13,79.0,62.0,68.0,87.0,78.0,33.0,68.0,81.0,61.0,75.0,58.0,62.0,19.2,-14.900000000000002,-5.16,-2.66,-1,-1,15.5,1
SDG,KAN,2015,14,0,10.5,-7,32.0,42.0,12.0,24.0,87.0,58.0,75.0,8.0,65.0,77.0,30.0,62.0,-18.3,-46.8,-11.35,-0.8499999999999996,-1,-1,3.5,1
SEA,BAL,2015,14,0,-11.0,29,64.0,8.0,100.0,92.0,39.0,79.0,53.0,85.0,33.0,74.0,63.0,59.0,31.0,34.9,5.05,-5.95,-1,-1,18.0,1
SFO,CLE,2015,14,0,1.5,-14,25.0,19.0,35.0,23.0,13.0,37.0,15.0,0.0,0.0,3.0,57.0,44.0,-31.1,-6.400000000000002,-3.47,-1.9700000000000002,-1,1,-12.5,-1
STL,DET,2015,14,1,3.5,7,68.0,100.0,61.0,40.0,0.0,63.0,71.0,39.0,4.0,54.0,63.0,61.0,-9.8,-5.000000000000001,1.16,4.66,1,1,10.5,1
TAM,NOR,2015,14,1,-4.5,-7,57.0,69.0,96.0,79.0,35.0,60.0,39.0,50.0,28.0,0.0,89.0,23.0,-3.9,14.299999999999999,5.04,0.54,1,-1,-11.5,-1
TEN,NYJ,2015,14,0,7.0,-22,75.0,8.0,40.0,60.0,34.0,68.0,53.0,92.0,53.0,100.0,55.0,60.0,-18.6,-26.900000000000002,-7.52,-0.5199999999999996,-1,1,-15.0,-1
WAS,CHI,2015,14,0,3.5,3,29.0,81.0,28.0,25.0,44.0,64.0,47.0,81.0,57.0,18.0,39.0,86.0,-5.2,2.8999999999999995,-1.59,1.91,1,1,6.5,1
ARI,PHI,2015,15,0,-3.5,23,31.0,83.0,60.0,85.0,94.0,61.0,55.0,55.0,56.0,16.0,47.0,41.0,26.5,32.5,4.54,1.04,1,1,19.5,1
ATL,JAX,2015,15,0,3.0,6,0.0,59.0,39.0,53.0,73.0,54.0,59.0,21.0,31.0,59.0,60.0,39.0,-16.5,-7.699999999999999,-3.73,-0.73,-1,-1,9.0,1
BAL,KAN,2015,15,1,6.5,-20,45.0,86.0,20.0,64.0,69.0,50.0,83.0,14.0,68.0,77.0,33.0,56.0,-7.1,-35.3,-5.13,1.37,1,-1,-13.5,-1
BUF,WAS,2015,15,0,-2.5,-10,14.0,45.0,95.0,55.0,30.0,45.0,31.0,76.0,23.0,26.0,52.0,55.0,6.4,12.0,0.27,-2.23,-1,1,-12.5,-1
CAR,NYG,2015,15,0,-4.0,3,87.0,72.0,96.0,90.0,38.0,71.0,4.0,83.0,14.0,45.0,74.0,0.0,27.9,31.2,4.27,0.2699999999999996,1,-1,-1.0,-1
CHI,MIN,2015,15,0,5.5,-21,48.0,76.0,52.0,18.0,48.0,76.0,48.0,24.0,80.0,38.0,12.0,64.0,-7.1,-7.1,-3.61,1.8900000000000001,1,-1,-15.5,-1
CIN,SFO,2015,15,0,-5.5,10,66.0,76.0,53.0,70.0,67.0,55.0,24.0,0.0,27.0,5.0,15.0,33.0,32.6,64.7,11.49,5.99,1,1,4.5,1
CLE,SEA,2015,15,0,14.0,-17,38.0,7.0,10.0,8.0,62.0,45.0,59.0,21.0,100.0,93.0,48.0,70.0,-23.7,-55.7,-13.0,1.0,1,-1,-3.0,-1
DAL,NYJ,2015,15,1,3.0,-3,35.0,62.0,59.0,39.0,26.0,73.0,62.0,93.0,59.0,100.0,60.0,53.0,-17.4,-29.5,-3.91,-0.9100000000000001,-1,0,0.0,0
DEN,PIT,2015,15,0,6.0,-7,100.0,45.0,31.0,91.0,50.0,100.0,79.0,62.0,62.0,84.0,84.0,24.0,16.4,-5.600000000000001,-3.31,2.69,1,-1,-1.0,-1
DET,NOR,2015,15,0,2.5,8,66.0,35.0,0.0,35.0,66.0,63.0,35.0,52.0,22.0,0.0,96.0,25.0,-3.6,13.9,0.66,3.16,1,1,10.5,1
GNB,OAK,2015,15,0,-3.0,10,69.0,48.0,63.0,34.0,41.0,62.0,66.0,83.0,18.0,61.0,60.0,31.0,13.8,11.3,0.13,-2.87,-1,-1,7.0,1
HOU,IND,2015,15,0,1.5,6,62.0,52.0,30.0,38.0,57.0,76.0,24.0,48.0,15.0,26.0,54.0,27.0,-8.8,8.8,-0.39,1.1099999999999999,1,1,7.5,1
IND,HOU,2015,15,1,-1.5,-6,24.0,48.0,15.0,26.0,54.0,27.0,62.0,52.0,30.0,38.0,57.0,76.0,-17.6,-8.8,0.39,-1.1099999999999999,-1,1,-7.5,-1
JAX,ATL,2015,15,1,-3.0,-6,59.0,21.0,31.0,59.0,60.0,39.0,0.0,59.0,39.0,53.0,73.0,54.0,-8.8,7.699999999999999,3.73,0.73,1,-1,-9.0,-1
KAN,BAL,2015,15,0,-6.5,20,83.0,14.0,68.0,77.0,33.0,56.0,45.0,86.0,20.0,64.0,69.0,50.0,28.2,35.3,5.13,-1.37,-1,-1,13.5,1
MIA,SDG,2015,15,0,1.5,-16,38.0,35.0,29.0,8.0,43.0,39.0,31.0,35.0,1.0,17.0,90.0,56.0,-17.1,1.5999999999999979,-1.85,-0.3500000000000001,-1,1,-14.5,-1
MIN,CHI,2015,15,1,-5.5,21,48.0,24.0,80.0,38.0,12.0,64.0,48.0,76.0,52.0,18.0,48.0,76.0,0.0,7.1,3.61,-1.8900000000000001,-1,-1,15.5,1
NOR,DET,2015,15,1,-2.5,-8,35.0,52.0,22.0,0.0,96.0,25.0,66.0,35.0,0.0,35.0,66.0,63.0,-17.5,-13.9,-0.66,-3.16,-1,1,-10.5,-1
NWE,TEN,2015,15,1,-14.0,17,93.0,45.0,17.0,66.0,100.0,63.0,69.0,4.0,27.0,43.0,41.0,61.0,28.7,50.8,12.09,-1.9100000000000001,-1,-1,3.0,1
NYG,CAR,2015,15,1,4.0,-3,4.0,83.0,14.0,45.0,74.0,0.0,87.0,72.0,96.0,90.0,38.0,71.0,-3.3,-31.2,-4.27,-0.2699999999999996,-1,-1,1.0,1
NYJ,DAL,2015,15,0,-3.0,3,62.0,93.0,59.0,100.0,60.0,53.0,35.0,62.0,59.0,39.0,26.0,73.0,12.1,29.5,3.91,0.9100000000000001,1,0,0.0,0
OAK,GNB,2015,15,1,3.0,-10,66.0,83.0,18.0,61.0,60.0,31.0,69.0,48.0,63.0,34.0,41.0,62.0,2.5,-11.3,-0.13,2.87,1,-1,-7.0,-1
PHI,ARI,2015,15,1,3.5,-23,55.0,55.0,56.0,16.0,47.0,41.0,31.0,83.0,60.0,85.0,94.0,61.0,-6.0,-32.5,-4.54,-1.04,-1,1,-19.5,-1
PIT,DEN,2015,15,1,-6.0,7,79.0,62.0,62.0,84.0,84.0,24.0,100.0,45.0,31.0,91.0,50.0,100.0,22.0,5.600000000000001,3.31,-2.69,-1,-1,1.0,1
SDG,MIA,2015,15,1,-1.5,16,31.0,35.0,1.0,17.0,90.0,56.0,38.0,35.0,29.0,8.0,43.0,39.0,-18.7,-1.5999999999999979,1.85,0.3500000000000001,1,1,14.5,1
SEA,CLE,2015,15,1,-14.0,17,59.0,21.0,100.0,93.0,48.0,70.0,38.0,7.0,10.0,8.0,62.0,45.0,32.0,55.7,13.0,-1.0,-1,-1,3.0,1
SFO,CIN,2015,15,1,5.5,-10,24.0,0.0,27.0,5.0,15.0,33.0,66.0,76.0,53.0,70.0,67.0,55.0,-32.1,-64.7,-11.49,-5.99,-1,1,-4.5,-1
STL,TAM,2015,15,1,-2.5,8,73.0,100.0,70.0,35.0,0.0,58.0,55.0,72.0,94.0,73.0,37.0,50.0,-8.0,-2.9000000000000004,1.59,-0.9099999999999999,-1,-1,5.5,1
TAM,STL,2015,15,0,2.5,-8,55.0,72.0,94.0,73.0,37.0,50.0,73.0,100.0,70.0,35.0,0.0,58.0,-5.1,2.9000000000000004,-1.59,0.9099999999999999,1,-1,-5.5,-1
TEN,NWE,2015,15,0,14.0,-17,69.0,4.0,27.0,43.0,41.0,61.0,93.0,45.0,17.0,66.0,100.0,63.0,-22.1,-50.8,-12.09,1.9100000000000001,1,-1,-3.0,-1
WAS,BUF,2015,15,1,2.5,10,31.0,76.0,23.0,26.0,52.0,55.0,14.0,45.0,95.0,55.0,30.0,45.0,-5.6,-12.0,-0.27,2.23,1,1,12.5,1
ARI,GNB,2015,16,1,-4.5,30,30.0,84.0,65.0,88.0,95.0,60.0,70.0,52.0,55.0,36.0,38.0,68.0,29.7,14.899999999999999,5.16,0.6600000000000001,1,1,25.5,1
ATL,CAR,2015,16,1,6.5,7,0.0,65.0,29.0,58.0,72.0,57.0,77.0,71.0,93.0,82.0,42.0,77.0,-15.5,-40.7,-6.28,0.21999999999999975,1,1,13.5,1
BAL,PIT,2015,16,1,10.0,3,47.0,87.0,13.0,64.0,71.0,61.0,77.0,62.0,45.0,83.0,89.0,27.0,-5.9,-28.799999999999997,-3.76,6.24,1,1,13.0,1
BUF,DAL,2015,16,1,-6.5,10,10.0,39.0,100.0,54.0,29.0,47.0,33.0,65.0,54.0,46.0,23.0,75.0,1.4,19.0,5.97,-0.5300000000000002,-1,-1,3.5,1
CAR,ATL,2015,16,0,-6.5,-7,77.0,71.0,93.0,82.0,42.0,77.0,0.0,65.0,29.0,58.0,72.0,57.0,25.2,40.7,6.28,-0.21999999999999975,-1,1,-13.5,-1
CHI,TAM,2015,16,0,3.0,5,43.0,68.0,43.0,19.0,45.0,84.0,53.0,81.0,89.0,75.0,44.0,58.0,-6.8,0.6000000000000005,-2.05,0.9500000000000002,1,1,8.0,1
CIN,DEN,2015,16,0,3.0,-3,70.0,71.0,41.0,77.0,63.0,59.0,100.0,48.0,24.0,100.0,52.0,100.0,30.3,13.2,0.52,3.52,1,0,0.0,0
CLE,KAN,2015,16,0,10.5,-4,37.0,10.0,4.0,4.0,56.0,51.0,80.0,16.0,60.0,79.0,29.0,60.0,-23.9,-51.0,-12.13,-1.6300000000000008,-1,-1,6.5,1
DAL,BUF,2015,16,0,6.5,-10,33.0,65.0,54.0,46.0,23.0,75.0,10.0,39.0,100.0,54.0,29.0,47.0,-17.6,-19.0,-5.97,0.5300000000000002,1,-1,-3.5,-1
DEN,CIN,2015,16,1,-3.0,3,100.0,48.0,24.0,100.0,52.0,100.0,70.0,71.0,41.0,77.0,63.0,59.0,17.1,-13.2,-0.52,-3.52,-1,0,0.0,0
DET,SFO,2015,16,1,-9.5,15,60.0,36.0,1.0,43.0,66.0,64.0,30.0,0.0,15.0,15.0,17.0,43.0,-1.5,27.9,7.72,-1.7800000000000002,-1,-1,5.5,1
GNB,ARI,2015,16,0,4.5,-30,70.0,52.0,55.0,36.0,38.0,68.0,30.0,84.0,65.0,88.0,95.0,60.0,14.8,-14.899999999999999,-5.16,-0.6600000000000001,-1,1,-25.5,-1
HOU,TEN,2015,16,0,-3.5,28,63.0,52.0,29.0,48.0,52.0,90.0,67.0,0.0,16.0,47.0,40.0,66.0,-10.5,13.0,0.48,-3.02,-1,-1,24.5,1
IND,MIA,2015,16,0,2.5,6,27.0,48.0,4.0,23.0,49.0,38.0,33.0,36.0,16.0,9.0,41.0,40.0,-17.9,4.300000000000001,-1.31,1.19,1,1,8.5,1
JAX,NOR,2015,16,0,3.0,-11,53.0,26.0,22.0,63.0,62.0,44.0,37.0,58.0,12.0,0.0,100.0,30.0,-10.4,10.6,-0.02,2.98,1,-1,-8.0,-1
KAN,CLE,2015,16,1,-10.5,4,80.0,16.0,60.0,79.0,29.0,60.0,37.0,10.0,4.0,4.0,56.0,51.0,27.1,51.0,12.13,1.6300000000000008,1,-1,-6.5,-1
MIA,IND,2015,16,1,-2.5,-6,33.0,36.0,16.0,9.0,41.0,40.0,27.0,48.0,4.0,23.0,49.0,38.0,-22.2,-4.300000000000001,1.31,-1.19,-1,1,-8.5,-1
MIN,NYG,2015,16,1,-7.0,32,57.0,32.0,73.0,42.0,12.0,73.0,7.0,90.0,15.0,39.0,74.0,0.0,3.7,6.7,3.53,-3.47,-1,-1,25.0,1
NOR,JAX,2015,16,1,-3.0,11,37.0,58.0,12.0,0.0,100.0,30.0,53.0,26.0,22.0,63.0,62.0,44.0,-21.0,-10.6,0.02,-2.98,-1,-1,8.0,1
NWE,NYJ,2015,16,0,-3.0,-6,100.0,48.0,10.0,72.0,100.0,70.0,60.0,94.0,47.0,95.0,63.0,63.0,28.2,18.4,1.59,-1.41,-1,1,-9.0,-1
NYG,MIN,2015,16,0,7.0,-32,7.0,90.0,15.0,39.0,74.0,0.0,57.0,32.0,73.0,42.0,12.0,73.0,-3.0,-6.7,-3.53,3.47,1,-1,-25.0,-1
NYJ,NWE,2015,16,1,3.0,6,60.0,94.0,47.0,95.0,63.0,63.0,100.0,48.0,10.0,72.0,100.0,70.0,9.8,-18.4,-1.59,1.41,1,1,9.0,1
OAK,SDG,2015,16,1,-6.0,3,63.0,81.0,14.0,63.0,61.0,39.0,33.0,42.0,0.0,29.0,93.0,66.0,2.4,18.599999999999998,5.89,-0.11000000000000032,-1,1,-3.0,-1
PHI,WAS,2015,16,1,-3.0,-14,53.0,58.0,44.0,5.0,53.0,45.0,40.0,81.0,20.0,13.0,55.0,63.0,-9.0,-6.5,0.86,-2.14,-1,1,-17.0,-1
PIT,BAL,2015,16,0,-10.0,-3,77.0,62.0,45.0,83.0,89.0,27.0,47.0,87.0,13.0,64.0,71.0,61.0,22.9,28.799999999999997,3.76,-6.24,-1,1,-13.0,-1
SDG,OAK,2015,16,0,6.0,-3,33.0,42.0,0.0,29.0,93.0,66.0,63.0,81.0,14.0,63.0,61.0,39.0,-16.2,-18.599999999999998,-5.89,0.11000000000000032,1,1,3.0,1
SEA,STL,2015,16,1,-12.0,-6,60.0,26.0,98.0,93.0,48.0,83.0,63.0,100.0,60.0,33.0,0.0,56.0,35.3,39.099999999999994,9.89,-2.1099999999999994,-1,1,-18.0,-1
SFO,DET,2015,16,0,9.5,-15,30.0,0.0,15.0,15.0,17.0,43.0,60.0,36.0,1.0,43.0,66.0,64.0,-29.4,-27.9,-7.72,1.7800000000000002,1,-1,-5.5,-1
STL,SEA,2015,16,0,12.0,6,63.0,100.0,60.0,33.0,0.0,56.0,60.0,26.0,98.0,93.0,48.0,83.0,-3.8,-39.099999999999994,-9.89,2.1099999999999994,1,1,18.0,1
TAM,CHI,2015,16,1,-3.0,-5,53.0,81.0,89.0,75.0,44.0,58.0,43.0,68.0,43.0,19.0,45.0,84.0,-7.4,-0.6000000000000005,2.05,-0.9500000000000002,-1,1,-8.0,-1
TEN,HOU,2015,16,1,3.5,-28,67.0,0.0,16.0,47.0,40.0,66.0,63.0,52.0,29.0,48.0,52.0,90.0,-23.5,-13.0,-0.48,3.02,1,-1,-24.5,-1
WAS,PHI,2015,16,0,3.0,14,40.0,81.0,20.0,13.0,55.0,63.0,53.0,58.0,44.0,5.0,53.0,45.0,-2.5,6.5,-0.86,2.14,1,1,17.0,1
ARI,TAM,2016,2,1,-7.5,33,29.0,57.0,37.0,51.0,48.0,50.0,43.0,100.0,35.0,97.0,57.0,30.0,0.0,0.0,0.0,0.0,0,0,25.5,1
ATL,OAK,2016,2,0,4.0,7,0.0,57.0,3.0,65.0,70.0,43.0,14.0,100.0,100.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0,0,11.0,1
