Team,Opponent,Year,Week,Home Team,Spread,Team DVOA,DVOA Diff,DVOA EGO,DVOA EGO to Spread Diff,Line For Rating,Opp Line Against Rating,Opp Line Against Rating EGO Adj,Opp Line Against Rating Correlation,Line Against Rating,Opp Line For Rating,Opp Line For Rating EGO Adj,Opp Line For Rating Correlation,Rushing For Rating,Opp Rushing Against Rating,Opp Rushing Against Rating EGO Adj,Opp Rushing Against Rating Correlation,Rushing Against Rating,Opp Rushing For Rating,Opp Rushing For Rating EGO Adj,Opp Rushing For Rating Correlation,Passing For Rating,Opp Passing Against Rating,Opp Passing Against Rating EGO Adj,Opp Passing Against Rating Correlation,Passing Against Rating,Opp Passing For Rating,Opp Passing For Rating EGO Adj,Opp Passing For Rating Correlation,DVOA EGO Pick,DVOA Pick Right,Game Scoring Margin,Spread to Result Difference,Spread Result Class
HOU,KAN,2019,6,0,3.5,8.2,-11.400000000000002,-4.7,-1.2000000000000002,53.0,92.0,0.0,-0.7183662244945986,45.0,32.0,6.412681350954477,0.9754007787275487,52.0,18.0,0.0,-0.9011321463617643,72.0,25.0,9.01964997964998,0.9876287021155363,57.0,53.0,0.0,0.6013207997507531,33.0,100.0,0.0,-0.9931001449945597,-1,-1,7,10.5,1
JAX,NOR,2019,6,1,-2.5,-1.5,-16.2,-1.37,-3.87,58.0,87.0,0.0,0.8878063901995605,71.0,58.0,2.963658814319265,0.12200661092547854,58.0,60.0,0.0,-0.677915318660709,35.0,36.0,0.0,0.8709458739581859,58.0,42.0,0.0,0.4047014128982202,48.0,54.0,0.0,0.6012955722195403,-1,1,-7,-9.5,-1
KAN,HOU,2019,6,1,-3.5,19.6,11.400000000000002,4.7,1.2000000000000002,32.0,45.0,0.0,0.34412575777334875,92.0,53.0,0.0,0.8794980264179354,25.0,72.0,7.98232742822236,-0.5064335913994301,18.0,52.0,0.0,0.13133110403257195,100.0,33.0,0.0,0.8316264727752053,53.0,57.0,0.0,0.027942288187067066,1,-1,-7,-10.5,-1
LAC,PIT,2019,6,1,-6.0,4.6,5.8,3.49,-2.51,37.0,100.0,-9.889429938482579,0.39555081371424944,75.0,74.0,0.0,0.15773489945182495,26.0,44.0,-4.213326766113142,0.7978683635699031,50.0,10.0,4.771944885297938,0.8408798015957413,70.0,58.0,-9.191396083385984,0.8309200059622293,67.0,41.0,0.0,0.5947741487035865,-1,1,-7,-13.0,-1
LAR,SFO,2019,6,1,-3.0,7.9,-17.9,-1.76,-4.76,32.0,100.0,0.0,-0.8571274993126076,87.0,59.0,0.0,-0.6710363887186128,30.0,83.0,-3.7024095031704007,0.5826455224422822,61.0,100.0,0.0,0.1388718969759942,84.0,91.0,22.26197551949901,-0.7374438878651205,49.0,47.0,0.0,0.22195010208104454,-1,1,-13,-16.0,-1
MIA,WAS,2019,6,1,6.0,-57.0,-32.0,-4.96,1.04,7.0,58.0,0.0,0.08219949365267862,26.0,21.0,-3.013968253968255,1.0,0.0,28.0,0.0,0.90229351736623,0.0,12.0,0.0,-0.3499566196366778,25.0,37.0,0.0,0.9951377345633211,17.0,41.0,0.0,-0.6099942813304187,1,1,-1,5.0,1
MIN,PHI,2019,6,1,-3.5,8.6,-7.4,0.59,-2.91,53.0,87.0,0.0,-0.23611120466766658,75.0,42.0,7.4191855959887505,0.8954130907452171,77.0,100.0,-6.795393654524091,0.5838964538320125,78.0,41.0,0.0,-0.9721980374666463,32.0,32.0,0.0,0.9950121885446743,73.0,47.0,0.0,-0.37723942469780397,-1,-1,18,14.5,1
NOR,JAX,2019,6,0,2.5,14.7,16.2,1.37,3.87,58.0,71.0,-1.8561175337186882,0.4386534852802552,87.0,58.0,0.0,0.3423051570634325,36.0,35.0,0.0,-0.7036521486135474,60.0,58.0,0.0,-0.6566361151498878,54.0,48.0,-3.841938485983434,0.3243248886647553,42.0,58.0,0.0,0.6738157039862748,1,1,7,9.5,1
NWE,NYG,2019,6,1,-16.5,37.9,53.7,13.47,-3.03,100.0,75.0,0.0,0.026998480538389852,87.0,42.0,0.0,0.6860902926322293,32.0,41.0,11.975303800532565,0.9798547603698772,87.0,43.0,3.9759800560922383,0.6850868954173186,68.0,27.0,17.43294117647059,0.8296140448264754,100.0,56.0,0.0,-0.060208384800955465,-1,-1,21,4.5,1
NYG,NWE,2019,6,0,16.5,-15.8,-53.7,-13.47,3.03,42.0,87.0,0.0,0.5736925353590288,75.0,100.0,0.0,0.6723750795057039,43.0,87.0,-6.977600334448162,0.561875570884969,41.0,32.0,6.973880871968056,0.984232784617691,56.0,100.0,0.0,0.7349626690475497,27.0,68.0,0.0,-0.3992499060144379,1,-1,-21,-4.5,-1
NYJ,DAL,2019,6,1,7.0,-19.1,-33.40000000000001,-5.29,1.71,13.0,96.0,0.0,-0.6901326965134099,0.0,37.0,-20.291846210995544,-0.8735160712827326,10.0,66.0,-12.739367245657569,-0.5691695796781603,78.0,60.0,0.0,0.9717940769414561,0.0,63.0,-13.157745433789945,-0.6500034301344257,39.0,82.0,0.0,-0.971794076941456,1,1,2,9.0,1
PHI,MIN,2019,6,0,3.5,16.0,7.4,-0.59,2.91,42.0,75.0,-1.5974069692406978,0.7622561055067409,87.0,53.0,4.722192670480905,-0.19517331621723144,41.0,78.0,0.0,-0.5124349875549964,100.0,77.0,0.0,0.4385388800427863,47.0,73.0,0.0,-0.49435776778131063,32.0,32.0,7.114433434445566,0.8881364504796646,1,-1,-18,-14.5,-1
PIT,LAC,2019,6,0,6.0,-1.2,-5.8,-3.49,2.51,74.0,75.0,2.6294863387978147,0.4469548533451287,100.0,37.0,2.7147723221519993,0.38367843795902096,10.0,50.0,6.796148612354518,0.9226365362572386,44.0,26.0,9.198372905920973,0.7223462523687247,41.0,67.0,5.650047999999999,-0.3098421155600153,58.0,70.0,0.0,-0.05918924358754602,1,1,7,13.0,1
SEA,CLE,2019,6,0,1.0,11.2,18.7,1.94,2.94,26.0,54.0,6.58748287831879,0.8146908311393193,66.0,58.0,0.0,0.31544538918215925,48.0,22.0,0.0,0.9251164911000198,85.0,41.0,0.0,-0.42890784946321747,63.0,72.0,0.0,0.4515354462715893,33.0,47.0,0.0,0.27977347662833796,1,1,4,5.0,1
SFO,LAR,2019,6,0,3.0,25.8,17.9,1.76,4.76,59.0,87.0,1.8813900219642257,0.9010113227007889,100.0,32.0,12.061530794786606,0.5329646918016272,100.0,61.0,0.0,0.8255253885958841,83.0,30.0,0.0,-0.5678332804251356,47.0,49.0,0.0,-0.3047921555706378,91.0,84.0,0.0,-0.6073741363073113,1,1,13,16.0,1
TAM,CAR,2019,6,1,2.0,-4.3,-7.3,0.61,2.61,32.0,62.0,0.0,-0.09488504940306633,45.0,79.0,0.0,0.13811806953844452,39.0,37.0,0.0,-0.3306774178008113,94.0,62.0,0.0,0.1291232225702969,56.0,78.0,14.592117903930124,-0.5680921054011641,0.0,47.0,0.0,-0.66558734800539,1,-1,-11,-9.0,-1
TEN,DEN,2019,6,0,1.0,-2.5,6.699999999999998,-0.75,0.25,63.0,62.0,0.0,-0.21282715148720305,28.0,0.0,10.98550300825521,0.8726097678588541,43.0,44.0,0.0,-0.02095786923240317,63.0,45.0,-1.405472389043517,0.9840028594261603,32.0,75.0,0.0,0.602870933734162,59.0,48.0,0.0,-0.7482991416166579,1,-1,-16,-15.0,-1
WAS,MIA,2019,6,0,-6.0,-25.0,32.0,4.96,-1.04,21.0,26.0,0.0,-0.6586263310634615,58.0,7.0,0.0,0.3751538896610072,12.0,0.0,0.0,-0.1189439543420779,28.0,0.0,0.0,-0.6989283230228511,41.0,17.0,-13.506284441970497,-0.21807883500751574,37.0,25.0,-15.263717038539555,-0.5042735105608541,-1,1,1,-5.0,-1
ARI,NYG,2019,7,0,3.5,-17.5,0.5,-2.11,1.39,45.0,78.0,0.0,0.3532533395057989,39.0,55.0,-10.167329783801229,0.7449577597182755,45.0,51.0,-4.390667243742336,0.12013599585472093,46.0,33.0,-3.823167259786477,0.26078703838532646,54.0,0.0,0.7421893279216918,0.5924253264207177,3.0,43.0,0.0,-0.2316317272498319,1,1,6,9.5,1
ATL,LAR,2019,7,1,3.0,-10.3,-19.1,-2.03,0.9700000000000002,0.0,78.0,-0.7950329964941201,-0.7268458567871804,70.0,40.0,0.0,0.8538708667867098,11.0,71.0,0.0,-0.03642807274946816,60.0,28.0,0.0,-0.03870479481124342,88.0,32.0,0.0,0.584185814260953,10.0,64.0,0.0,-0.23151027874685454,1,-1,-27,-24.0,-1
BAL,SEA,2019,7,0,3.0,10.2,-2.4000000000000004,-2.75,0.25,30.0,61.0,-5.496391264036261,-0.4181551221086725,61.0,25.0,0.0,0.09136940266626745,100.0,82.0,0.0,-0.2955963365414273,93.0,50.0,0.0,0.5080954904674864,49.0,13.0,-0.21154798331016256,0.5333579883861206,11.0,61.0,-4.8068418211265005,-0.2478547219474107,1,1,14,17.0,1
BUF,MIA,2019,7,1,-17.0,-5.8,53.5,13.43,-3.5700000000000003,47.0,10.0,4.122496440436638,-0.15641697932743878,57.0,5.0,2.0399090909090942,-0.326450077076725,56.0,13.0,2.6659686609686597,-0.3680998048490422,87.0,1.0,0.0,-0.808837769069998,42.0,11.0,8.181240099570037,0.48238354183149734,73.0,11.0,10.629907597535937,0.48334817651493567,-1,1,10,-7.0,-1
CHI,NOR,2019,7,1,-4.0,6.2,-7.499999999999999,0.57,-3.43,77.0,83.0,0.0,0.5420736106552403,63.0,65.0,0.0,-0.8419120475097537,16.0,73.0,0.0,0.49983014957063765,91.0,32.0,5.928590369853453,0.23115644273573438,16.0,35.0,4.921122908622907,-0.1128052136139816,41.0,46.0,0.0,0.6947245147425284,-1,1,-11,-15.0,-1
CIN,JAX,2019,7,1,4.0,-26.8,-23.8,-3.09,0.91,10.0,70.0,-5.094070904645488,0.8237380149584079,35.0,70.0,0.0,0.9514344658916147,0.0,48.0,0.0,-0.464617412113318,0.0,48.0,-6.876435798305497,-0.48490009413819746,52.0,32.0,-3.358490173071285,0.5298181538687041,32.0,44.0,0.0,-0.5514563556581346,1,-1,-10,-6.0,-1
DAL,PHI,2019,7,1,-3.0,13.8,1.7000000000000008,2.6,-0.3999999999999999,45.0,87.0,-3.5503471665536157,0.2616535657195038,100.0,45.0,-2.2794080338266376,0.4616824917737767,55.0,100.0,0.0,0.6158027804162387,81.0,37.0,0.0,0.4916394083856397,81.0,4.0,0.0,0.5008953945093624,35.0,45.0,-3.7518043704474517,0.3375285500672538,-1,-1,27,24.0,1
DEN,KAN,2019,7,1,3.0,-4.6,-25.200000000000006,-3.41,-0.41000000000000014,35.0,96.0,-3.3251059259982423,0.6090802380976841,65.0,30.0,0.0,0.6146480987136097,40.0,20.0,0.0,-0.13950209463754348,65.0,18.0,0.0,0.4049250758816751,35.0,30.0,0.0,-0.8964773797447987,66.0,100.0,0.0,-0.041427212658043944,-1,1,-24,-21.0,-1
DET,MIN,2019,7,1,2.5,4.9,-10.3,-0.05,2.45,35.0,78.0,0.0,0.33993202379499615,78.0,60.0,0.0,-0.5684847812610012,34.0,83.0,4.790804713543687,-0.9507778343494735,45.0,69.0,0.0,-0.8955310963836269,58.0,49.0,0.11125960969840154,0.6060134255581033,4.0,31.0,7.379029126213589,0.9461709599422888,1,-1,-12,-9.5,-1
GNB,OAK,2019,7,1,-5.5,12.9,15.4,5.56,0.05999999999999961,65.0,89.0,0.0,-0.21898029515844047,83.0,29.0,0.0,-0.1098839689507761,33.0,83.0,1.2216083024118696,0.13614051916886374,54.0,52.0,0.0,-0.5531833651230897,51.0,16.0,-1.4977452667814104,-0.6742680707124401,34.0,32.0,-1.3150024449877735,-0.4051794618647651,1,1,18,12.5,1
HOU,IND,2019,7,0,1.5,7.3,14.7,1.03,2.53,55.0,99.0,0.0,-0.6255287473206292,52.0,53.0,1.3340815233271535,0.966022119779532,56.0,64.0,0.0,-0.14215939040327236,86.0,58.0,-7.65517416829746,0.9825383480832204,55.0,32.0,7.211538876889854,0.6771147310916944,13.0,25.0,-13.035522854324249,-0.9231252223758807,1,-1,-7,-5.5,-1
IND,HOU,2019,7,1,-1.5,-7.4,-14.7,-1.03,-2.53,53.0,52.0,0.0,-0.03249985580170478,99.0,55.0,3.716112158341186,-0.15571138050417424,58.0,86.0,-6.033491783390328,0.9203619666858076,64.0,56.0,0.0,0.6589536200133738,25.0,13.0,0.0,-0.43381656755510806,32.0,55.0,1.855806869734275,-0.5809539551280742,-1,-1,7,5.5,1
JAX,CIN,2019,7,0,-4.0,-3.0,23.8,3.09,-0.91,70.0,35.0,4.567985142338663,0.8508053152636613,70.0,10.0,0.0,0.4167393258216874,48.0,0.0,0.0,-0.41071774371710357,48.0,0.0,0.0,0.2669749268233108,44.0,32.0,1.9074332366854865,0.11312449697740365,32.0,52.0,0.0,0.6689173549253962,-1,-1,10,6.0,1
KAN,DEN,2019,7,0,-3.0,20.6,25.200000000000006,3.41,0.41000000000000014,30.0,65.0,0.0,-0.1681155135642467,96.0,35.0,0.0,0.9069502417603836,18.0,65.0,0.0,-0.06891647384783348,20.0,40.0,0.0,0.08143053332369046,100.0,66.0,0.0,0.4698831031192269,30.0,35.0,0.0,0.006561217339953379,1,1,24,21.0,1
LAC,TEN,2019,7,0,3.0,2.5,13.4,0.74,3.74,35.0,4.0,5.521129547471163,0.7175145470194692,78.0,65.0,-10.368395657418574,0.812652629806041,16.0,72.0,-9.15940865319409,0.7776208381316079,57.0,31.0,-4.788068226894087,0.542218088206764,72.0,50.0,-8.08224010337132,0.712307777696006,62.0,17.0,0.0,0.5219667765854582,1,0,-3,0.0,0
LAR,ATL,2019,7,0,-3.0,8.8,19.1,2.03,-0.9700000000000002,40.0,70.0,-1.2675500204165022,-0.19952356905242594,78.0,0.0,0.0,-0.23129338144926898,28.0,60.0,1.5544893025504614,0.5153813628172897,71.0,11.0,0.0,0.45336072028933283,64.0,10.0,0.0,-0.06704466557792721,32.0,88.0,0.0,0.10526389522755719,-1,-1,27,24.0,1
MIA,BUF,2019,7,0,17.0,-59.3,-53.5,-13.43,3.5700000000000003,5.0,57.0,0.0,0.39741677712587603,10.0,47.0,-6.149317422434361,0.8519421881191489,1.0,87.0,-18.02897435897437,0.9070937776288632,13.0,56.0,0.0,0.2179538480126361,11.0,73.0,-17.84785714285715,0.932797476292123,11.0,42.0,-2.816163522012584,0.6067997896874268,1,1,-10,7.0,1
MIN,DET,2019,7,0,-2.5,15.2,10.3,0.05,-2.45,60.0,78.0,0.0,-0.7590766876881017,78.0,35.0,0.0,0.8739074422221929,69.0,45.0,0.0,-0.07149458147178453,83.0,34.0,0.0,-0.7761398683785696,31.0,4.0,0.0,0.9355076158162692,49.0,58.0,0.0,-0.43486500620977375,-1,-1,12,9.5,1
NOR,CHI,2019,7,0,4.0,13.7,7.499999999999999,-0.57,3.43,65.0,63.0,0.5571454283657289,0.2934135252934643,83.0,77.0,0.0,-0.06602671538608443,32.0,91.0,0.0,0.014226072523897931,73.0,16.0,0.0,-0.8041665931581221,46.0,41.0,0.0,0.34747552922363095,35.0,16.0,0.0,0.29158203096873675,1,1,11,15.0,1
NWE,NYJ,2019,7,0,-9.5,40.6,57.40000000000001,10.95,1.4499999999999993,100.0,0.0,13.417796610169495,0.28119551694069733,83.0,17.0,14.607454858125536,0.5653929257585453,30.0,79.0,0.04489655172413265,0.9752367007312065,99.0,5.0,15.461879677038198,0.6641045530945102,70.0,17.0,11.181223657802308,0.5167640222493365,92.0,0.0,0.0,0.34732934965350915,1,1,33,23.5,1
NYG,ARI,2019,7,1,-3.5,-18.0,-0.5,2.12,-1.38,55.0,39.0,0.0,0.3570801437820583,78.0,45.0,0.5155772333871287,0.3951126446982083,33.0,46.0,12.991440455341518,0.6692757142882334,51.0,45.0,-3.3524759220108216,0.8230800801523341,43.0,3.0,9.244685993920077,0.6833588752860351,0.0,54.0,0.0,0.1961436025287538,-1,1,-6,-9.5,-1
NYJ,NWE,2019,7,1,9.5,-16.8,-57.40000000000001,-10.95,-1.4499999999999993,17.0,83.0,0.0,-0.7750276764543182,0.0,100.0,-4.597105004906773,-0.18446475777070898,5.0,99.0,-4.105782447466012,-0.4812622534716375,79.0,30.0,0.0,-0.4306246544389349,0.0,92.0,-6.46786722624953,-0.1139527744128638,17.0,70.0,0.0,-0.9865493235195573,-1,1,-33,-23.5,-1
OAK,GNB,2019,7,0,5.5,-2.5,-15.4,-5.56,-0.05999999999999961,29.0,83.0,0.0,0.053450419058846455,89.0,65.0,0.0,-0.5107491468194552,52.0,54.0,-6.208667768595038,-0.42951544913052864,83.0,33.0,0.0,-0.01401531656413571,32.0,34.0,0.0,0.23912848292624583,16.0,51.0,-6.182068151147098,0.6725287980268995,-1,1,-18,-12.5,-1
PHI,DAL,2019,7,0,3.0,12.1,-1.7000000000000008,-2.6,0.3999999999999999,45.0,100.0,-10.251631830151423,0.6788826615796393,87.0,45.0,-1.0236157750878554,0.10780405112459779,37.0,81.0,0.0,-0.029084610397950905,100.0,55.0,-9.019928887484195,0.6642908925226533,45.0,35.0,0.0,0.17844819328206235,4.0,81.0,-7.632667789946645,0.5017194969713944,1,-1,-27,-24.0,-1
SEA,BAL,2019,7,1,-3.0,12.6,2.4000000000000004,2.75,-0.25,25.0,61.0,3.176227202999822,0.6980079235323516,61.0,30.0,0.0,0.36825489108254317,50.0,93.0,-6.803772515010008,0.5362460162522082,82.0,100.0,0.0,-0.4042076617983607,61.0,11.0,4.462188880969351,0.41555210669347653,13.0,49.0,0.0,-0.13253653766174628,-1,1,-14,-17.0,-1
SFO,WAS,2019,7,0,-10.0,24.1,48.7,8.87,-1.1300000000000008,77.0,65.0,10.956176256372903,0.8300701839021775,99.0,45.0,10.54966356795043,0.5546529695382378,83.0,45.0,9.151962979683969,0.371978027272303,87.0,17.0,0.0,-0.4597377202454649,39.0,25.0,0.0,0.04088528825830348,100.0,27.0,0.0,-0.4463073928937579,-1,1,9,-1.0,-1
TEN,LAC,2019,7,1,-3.0,-10.9,-13.4,-0.74,-3.74,65.0,78.0,0.0,-0.1425092361669895,4.0,35.0,-1.248796201607016,0.7910395637705951,31.0,57.0,0.0,0.1636579908136458,72.0,16.0,0.0,0.7962130242038427,17.0,62.0,-9.91772832705131,0.7783824671561796,50.0,72.0,6.995760628308027,-0.8650489174226729,-1,0,3,0.0,0
WAS,SFO,2019,7,1,10.0,-24.6,-48.7,-8.87,1.1300000000000008,45.0,99.0,-11.505810010991803,0.27660653216845477,65.0,77.0,-12.041646140571071,0.607984493090616,17.0,87.0,-10.871214170692431,0.26480137102581086,45.0,83.0,0.0,-0.0011683049360136644,27.0,100.0,0.0,0.07501073865562832,25.0,39.0,0.0,-0.028835283042005444,1,1,-9,1.0,1
ARI,NOR,2019,8,0,12.5,-13.4,-34.1,-9.5,3.0,64.0,76.0,0.0,0.3327265675368517,32.0,57.0,-5.886773985660967,0.4200562030334724,62.0,81.0,-5.349635541743183,0.21913816738494907,49.0,48.0,-3.7333254523282124,0.2474840999655695,50.0,39.0,0.0,0.5394405256834722,24.0,58.0,0.0,0.11087662243637783,1,-1,-22,-9.5,-1
ATL,SEA,2019,8,1,7.5,-17.2,-27.2,-3.86,3.64,0.0,56.0,-6.344625496611357,-0.26577653295215853,48.0,23.0,0.0,-0.24039312165970522,13.0,67.0,0.0,0.4480287022079507,62.0,62.0,0.0,-0.4762890293214071,89.0,32.0,0.0,0.5649475359146191,18.0,70.0,0.0,0.5343465173720152,1,1,-7,0.5,1
BUF,PHI,2019,8,1,-1.0,-6.6,-11.4,-0.29,-1.29,39.0,71.0,4.881097277906733,-0.1308501262301101,49.0,45.0,4.254563652437488,-0.6268677051380552,69.0,82.0,7.351280454973754,-0.5863347094851417,81.0,49.0,0.0,-0.9239747244297072,47.0,20.0,0.0,0.01215815783677976,60.0,49.0,0.0,0.09253986702826564,-1,1,-18,-19.0,-1
CAR,SFO,2019,8,0,4.5,9.5,-15.7,-5.62,-1.12,100.0,86.0,0.0,-0.2832083915450399,49.0,69.0,0.0,-0.49559668216357966,64.0,82.0,4.33464915405164,0.5104388273999876,58.0,100.0,0.0,-0.3926390667380108,46.0,100.0,0.0,-0.37614783242024363,46.0,41.0,0.0,0.502526947112052,-1,1,-38,-33.5,-1
CHI,LAC,2019,8,1,-3.5,0.0,1.7,2.6,-0.8999999999999999,60.0,71.0,2.355045224312585,0.2733971202188272,54.0,34.0,0.0,-0.01905031572105237,14.0,59.0,0.0,0.5743885251507913,78.0,18.0,0.0,-0.016653803039472934,29.0,52.0,4.3305122143420025,-0.19089076334929117,40.0,86.0,0.0,0.6700850991696286,-1,1,-1,-4.5,-1
CIN,LAR,2019,8,0,12.0,-31.4,-42.2,-11.17,0.8300000000000001,15.0,76.0,-7.332141107300346,0.7950110924024124,28.0,49.0,0.0,0.8702787968451505,0.0,77.0,0.0,-0.26428084326954066,0.0,37.0,-8.197456153728833,-0.4148669853749317,62.0,42.0,-3.9470082956010173,0.48452920774213015,37.0,76.0,0.0,-0.7092551743804676,1,-1,-14,-2.0,-1
CLE,NWE,2019,8,0,9.5,-9.3,-54.3,-13.59,-4.09,65.0,79.0,-5.444497241846527,0.7185508121955143,49.0,79.0,-22.75958766935011,0.8137832984207655,56.0,94.0,0.0,-0.4485544805652746,29.0,37.0,6.144406280667321,0.2814890577043677,51.0,91.0,-17.99311399760727,0.8742127170709423,50.0,78.0,-4.839587708632704,0.4584222881281617,-1,1,-14,-4.5,-1
DEN,IND,2019,8,0,6.0,-9.4,-5.800000000000002,-3.49,2.51,30.0,91.0,-9.685136979037791,0.689377341892077,28.0,52.0,0.0,0.5047225814840851,47.0,64.0,0.0,-0.7482359393581346,68.0,63.0,0.0,-0.07830065004597124,37.0,32.0,0.0,-0.24683720038197118,64.0,45.0,3.3570912986157087,0.4892824666529261,1,1,-2,4.0,1
DET,NYG,2019,8,1,-6.5,6.0,27.0,8.01,1.5099999999999998,25.0,44.0,0.0,0.37427968798353056,68.0,49.0,0.0,0.4217349874270905,42.0,48.0,0.0,0.1067126878084379,41.0,44.0,-1.7730055858829532,0.5528212965758138,77.0,28.0,0.0,0.5138898646567159,9.0,46.0,0.0,-0.025388999359312103,1,-1,5,-1.5,-1
GNB,KAN,2019,8,0,-5.0,17.2,3.0,-1.56,-6.5600000000000005,49.0,87.0,4.105899915182358,-0.3540324301282701,76.0,57.0,0.0,0.14180162434244883,39.0,33.0,0.0,-0.3181056806896825,50.0,24.0,0.0,-0.38651098521655847,75.0,44.0,3.1096906603212395,-0.16529852247795535,31.0,100.0,0.0,-0.20132737234770065,-1,-1,7,2.0,1
HOU,OAK,2019,8,1,-5.0,6.1,10.8,4.57,-0.4299999999999997,45.0,86.0,0.0,0.04179960347055475,40.0,25.0,8.066826629681,0.7502992677159113,68.0,85.0,0.0,0.41714311649019004,87.0,71.0,-6.393959453868444,0.9218350312998136,68.0,9.0,0.0,0.20232741650240313,17.0,52.0,-4.0569547488248325,-0.9668051780700841,-1,1,3,-2.0,-1
