Opening Spread,Team 1,Team 2,Game Time,Betting Spread
+14.0 / -14.0,ARI,LAC,-,+14.0 / -14.0
+11.5 / -11.5,ATL,NOR,-,+11.5 / -11.5
-3.0 / 3.0,CHI,DET,-,-3.0 / 3.0
-1.0 / 1.0,CLE,CIN,-,-1.0 / 1.0
+3.5 / -3.5,GNB,MIN,-,+3.5 / -3.5
-3.0 / 3.0,JAX,BUF,-,-3.0 / 3.0
+9.0 / -9.0,MIA,IND,-,+9.0 / -9.0
-13.0 / 13.0,NWE,NYJ,-,-13.0 / 13.0
+4.5 / -4.5,NYG,PHI,-,+4.5 / -4.5
+13.0 / -13.0,OAK,BAL,-,+13.0 / -13.0
-3.0 / 3.0,PIT,DEN,-,-3.0 / 3.0
+3.0 / -3.0,SEA,CAR,-,+3.0 / -3.0
+1.5 / -1.5,SFO,TAM,-,+1.5 / -1.5
+3.5 / -3.5,TEN,HOU,-,+3.5 / -3.5
+7.0 / -7.0,WAS,DAL,-,+7.0 / -7.0
