Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DAL,9,Sun,November 2,1:04PM,0,boxscore,28,17,339,1,266,2,-1.2%,1.5
BAL,PIT,9,Sun,November 2,8:30PM,0,boxscore,23,43,376,1,332,2,26.1%,2.5
CAR,NO,9,Thu,October 30,8:30PM,1,boxscore,10,28,375,2,231,2,-14.7%,3.0
CIN,JAC,9,Sun,November 2,1:02PM,1,boxscore,33,23,423,2,365,1,6.0%,-10.0
CLE,TB,9,Sun,November 2,1:02PM,1,boxscore,22,17,330,2,365,2,-0.5%,-7.0
DAL,ARI,9,Sun,November 2,1:04PM,1,boxscore,17,28,339,1,266,2,8.5%,-1.5
DEN,NE,9,Sun,November 2,4:25PM,0,boxscore,21,43,398,1,472,2,47.7%,-3.0
HOU,PHI,9,Sun,November 2,1:03PM,1,boxscore,21,31,483,4,300,1,-4.8%,2.0
IND,NYG,9,Mon,November 3,8:31PM,0,boxscore,40,24,443,0,438,1,11.0%,-3.0
JAC,CIN,9,Sun,November 2,1:02PM,0,boxscore,23,33,423,2,365,1,-25.5%,10.0
KC,NYJ,9,Sun,November 2,1:03PM,1,boxscore,24,10,309,0,364,0,15.2%,-8.5
MIA,SD,9,Sun,November 2,1:02PM,1,boxscore,37,0,441,0,178,4,9.0%,-3.0
MIN,WAS,9,Sun,November 2,1:03PM,1,boxscore,29,26,352,0,347,1,-24.5%,-0.0
NE,DEN,9,Sun,November 2,4:25PM,1,boxscore,43,21,398,1,472,2,7.3%,3.0
NO,CAR,9,Thu,October 30,8:30PM,0,boxscore,28,10,375,2,231,2,5.9%,-3.0
NYG,IND,9,Mon,November 3,8:31PM,1,boxscore,24,40,443,0,438,1,-4.9%,3.0
NYJ,KC,9,Sun,November 2,1:03PM,0,boxscore,10,24,309,0,364,0,-19.2%,8.5
OAK,SEA,9,Sun,November 2,4:26PM,0,boxscore,24,30,326,0,226,3,-19.0%,13.5
PHI,HOU,9,Sun,November 2,1:03PM,0,boxscore,31,21,483,4,300,1,12.4%,-2.0
PIT,BAL,9,Sun,November 2,8:30PM,1,boxscore,43,23,376,1,332,2,10.2%,-2.5
SD,MIA,9,Sun,November 2,1:02PM,0,boxscore,0,37,441,0,178,4,8.8%,3.0
SEA,OAK,9,Sun,November 2,4:26PM,1,boxscore,30,24,326,0,226,3,18.2%,-13.5
SF,STL,9,Sun,November 2,4:05PM,1,boxscore,10,13,193,2,263,2,-3.7%,-10.5
STL,SF,9,Sun,November 2,4:05PM,0,boxscore,13,10,193,2,263,2,-24.3%,10.5
TB,CLE,9,Sun,November 2,1:02PM,0,boxscore,17,22,330,2,365,2,-43.7%,7.0
WAS,MIN,9,Sun,November 2,1:03PM,0,boxscore,26,29,352,0,347,1,-6.5%,0.0
