Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,CAR,8,Sun,October 30,12:47PM,0,boxscore,20,30,349,1,340,2,8.6%,2.5
ATL,GB,8,Sun,October 30,4:25PM,1,boxscore,33,32,367,0,331,0,16.2%,-3.0
BUF,NE,8,Sun,October 30,1:02PM,1,boxscore,25,41,357,0,376,0,12.9%,5.5
CAR,ARI,8,Sun,October 30,12:47PM,1,boxscore,30,20,349,1,340,2,-6.5%,-2.5
CHI,MIN,8,Mon,October 31,8:31PM,1,boxscore,20,10,403,0,258,0,-6.6%,4.5
CIN,WAS,8,Sun,October 30,8:36AM,1,boxscore,27,27,546,1,415,2,0.5%,-3.0
CLE,NYJ,8,Sun,October 30,1:02PM,1,boxscore,28,31,393,0,407,2,-32.1%,2.5
DAL,PHI,8,Sun,October 30,8:31PM,1,boxscore,29,23,460,1,291,1,15.4%,-5.0
DEN,SD,8,Sun,October 30,4:05PM,1,boxscore,27,19,324,3,369,3,19.0%,-3.5
DET,HOU,8,Sun,October 30,1:03PM,0,boxscore,13,20,269,1,289,0,-14.9%,1.0
GB,ATL,8,Sun,October 30,4:25PM,0,boxscore,32,33,367,0,331,0,16.0%,3.0
HOU,DET,8,Sun,October 30,1:03PM,1,boxscore,20,13,269,1,289,0,-23.9%,-1.0
IND,KC,8,Sun,October 30,1:02PM,1,boxscore,14,30,422,0,277,2,-12.2%,3.0
JAC,TEN,8,Thu,October 27,8:26PM,0,boxscore,22,36,494,0,370,1,-11.4%,3.0
KC,IND,8,Sun,October 30,1:02PM,0,boxscore,30,14,422,0,277,2,5.6%,-3.0
MIN,CHI,8,Mon,October 31,8:31PM,0,boxscore,10,20,403,0,258,0,15.7%,-4.5
NE,BUF,8,Sun,October 30,1:02PM,0,boxscore,41,25,357,0,376,0,18.7%,-5.5
NO,SEA,8,Sun,October 30,1:03PM,1,boxscore,25,20,375,1,359,1,-4.1%,1.0
NYJ,CLE,8,Sun,October 30,1:02PM,0,boxscore,31,28,393,0,407,2,-30.1%,-2.5
OAK,TB,8,Sun,October 30,1:02PM,0,boxscore,30,24,626,1,270,0,0.0%,1.0
PHI,DAL,8,Sun,October 30,8:31PM,0,boxscore,23,29,460,1,291,1,22.6%,5.0
SD,DEN,8,Sun,October 30,4:05PM,0,boxscore,19,27,324,3,369,3,6.6%,3.5
SEA,NO,8,Sun,October 30,1:03PM,0,boxscore,20,25,375,1,359,1,22.4%,-1.0
TB,OAK,8,Sun,October 30,1:02PM,1,boxscore,24,30,626,1,270,0,-7.7%,-1.0
TEN,JAC,8,Thu,October 27,8:26PM,1,boxscore,36,22,494,0,370,1,-4.7%,-3.0
WAS,CIN,8,Sun,October 30,8:36AM,0,boxscore,27,27,546,1,415,2,1.9%,3.0
