Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DEN,14,Sun,December 12,4:15PM,1,boxscore,43,13,357,1,288,6,-42.4%,4.0
ATL,CAR,14,Sun,December 12,1:03PM,0,boxscore,31,10,327,1,288,2,17.0%,-7.5
BAL,HOU,14,Mon,December 13,8:40PM,0,boxscore,34,28,253,0,489,2,23.8%,-3.0
BUF,CLE,14,Sun,December 12,1:02PM,1,boxscore,13,6,323,1,187,3,-16.5%,-0.0
CAR,ATL,14,Sun,December 12,1:03PM,1,boxscore,10,31,327,1,288,2,-38.4%,7.5
CHI,NE,14,Sun,December 12,4:16PM,1,boxscore,7,36,475,0,185,4,1.9%,3.0
CIN,PIT,14,Sun,December 12,1:02PM,0,boxscore,7,23,354,0,190,3,-12.9%,8.0
CLE,BUF,14,Sun,December 12,1:02PM,0,boxscore,6,13,323,1,187,3,11.4%,0.0
DAL,PHI,14,Sun,December 12,8:30PM,1,boxscore,27,30,429,2,349,2,-18.7%,4.0
DEN,ARI,14,Sun,December 12,4:15PM,0,boxscore,13,43,357,1,288,6,-8.8%,-4.0
DET,GB,14,Sun,December 12,1:03PM,1,boxscore,7,3,286,2,258,3,-15.2%,7.0
GB,DET,14,Sun,December 12,1:03PM,0,boxscore,3,7,286,2,258,3,23.6%,-7.0
HOU,BAL,14,Mon,December 13,8:40PM,1,boxscore,28,34,253,0,489,2,4.7%,3.0
IND,TEN,14,Thu,December 9,8:29PM,0,boxscore,30,28,399,0,365,2,7.9%,-4.0
JAC,OAK,14,Sun,December 12,1:02PM,1,boxscore,38,31,385,1,476,2,-8.2%,-3.5
KC,SD,14,Sun,December 12,4:15PM,0,boxscore,0,31,426,2,67,0,3.1%,10.0
MIA,NYJ,14,Sun,December 12,4:15PM,0,boxscore,10,6,131,3,280,2,11.7%,5.5
MIN,NYG,14,Mon,December 13,7:20PM,1,boxscore,3,21,395,2,164,1,-9.2%,5.5
NE,CHI,14,Sun,December 12,4:16PM,0,boxscore,36,7,475,0,185,4,36.9%,-3.0
NO,STL,14,Sun,December 12,4:05PM,1,boxscore,31,13,345,3,327,3,12.6%,-9.0
NYG,MIN,14,Mon,December 13,7:20PM,0,boxscore,21,3,395,2,164,1,22.4%,-5.5
NYJ,MIA,14,Sun,December 12,4:15PM,1,boxscore,6,10,131,3,280,2,6.8%,-5.5
OAK,JAC,14,Sun,December 12,1:02PM,0,boxscore,31,38,385,1,476,2,-4.0%,3.5
PHI,DAL,14,Sun,December 12,8:30PM,0,boxscore,30,27,429,2,349,2,27.7%,-4.0
PIT,CIN,14,Sun,December 12,1:02PM,1,boxscore,23,7,354,0,190,3,33.1%,-8.0
SD,KC,14,Sun,December 12,4:15PM,1,boxscore,31,0,426,2,67,0,19.3%,-10.0
SEA,SF,14,Sun,December 12,4:05PM,0,boxscore,21,40,336,0,361,5,-30.7%,5.0
SF,SEA,14,Sun,December 12,4:05PM,1,boxscore,40,21,336,0,361,5,-1.2%,-5.0
STL,NO,14,Sun,December 12,4:05PM,0,boxscore,13,31,345,3,327,3,-12.2%,9.0
TB,WAS,14,Sun,December 12,1:03PM,0,boxscore,17,16,365,2,399,1,0.4%,-1.5
TEN,IND,14,Thu,December 9,8:29PM,1,boxscore,28,30,399,0,365,2,3.1%,4.0
WAS,TB,14,Sun,December 12,1:03PM,1,boxscore,16,17,365,2,399,1,-19.4%,1.5
