Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2016,CAR @ WAS,15,Mon,8:30PM,-7.6%,7.0,11,18.0,-19.4,-6.41,0.5899999999999999,17.41,"[[10.0, 8.0], [5.0, 2.5]]",0,,1
2016,CLE @ BUF,15,Sun,1:00PM,-39.7%,10.5,-20,-9.5,-43.400000000000006,-11.41,-0.9100000000000001,-8.59,"[[15.0, 13.0], [10.0, 7.5]]",0,,1
2016,DET @ NYG,15,Sun,1:00PM,-8.0%,4.0,-11,-7.0,-14.8,-5.43,-1.4299999999999997,-5.57,"[[9.0, 7.0], [4.0, 1.5]]",1,NYG,1
2016,GB @ CHI,15,Sun,1:00PM,14.1%,-4.5,3,-1.5,14.2,0.92,-3.58,2.08,"[[3.0, 0.5], [-2.5, -4.5]]",1,CHI,1
2016,IND @ MIN,15,Sun,1:00PM,-3.3%,5.0,28,33.0,-2.6999999999999997,-2.81,2.19,30.81,"[[6.5, 4.5], [1.5, -1.0]]",1,IND,1
2016,JAC @ HOU,15,Sun,1:00PM,-14.2%,3.5,-1,2.5,8.900000000000002,-0.26,3.24,-0.74,"[[4.0, 2.0], [-1.0, -3.5]]",1,JAC,1
2016,LARM @ SEA,15,Thu,8:25PM,-22.5%,15.0,-21,-6.0,-31.5,-8.96,6.039999999999999,-12.04,"[[12.5, 10.5], [7.5, 5.5]]",0,,0
2016,MIA @ NYJ,15,Sat,8:25PM,1.3%,-2.5,21,18.5,38.8,6.53,4.03,14.469999999999999,"[[-3.0, -5.0], [-8.0, -10.0]]",0,,1
2016,NE @ DEN,15,Sun,4:25PM,26.6%,-3.0,13,10.0,22.700000000000003,2.84,-0.16000000000000014,10.16,"[[1.0, -1.5], [-4.5, -6.5]]",0,,0
2016,NO @ ARI,15,Sun,4:05PM,2.8%,3.0,7,10.0,15.3,1.17,4.17,5.83,"[[2.5, 0.5], [-2.5, -5.0]]",0,,1
2016,OAK @ SD,15,Sun,4:25PM,13.4%,-2.5,3,0.5,14.5,0.99,-1.51,2.01,"[[2.5, 0.5], [-2.5, -4.5]]",1,SD,0
2016,PHI @ BAL,15,Sun,1:00PM,10.8%,5.0,-1,4.0,-0.09999999999999964,-2.25,2.75,1.25,"[[6.0, 4.0], [1.0, -1.5]]",1,PHI,1
2016,PIT @ CIN,15,Sun,1:00PM,15.2%,-3.0,4,1.0,13.799999999999999,0.83,-2.17,3.17,"[[3.0, 0.5], [-2.5, -4.5]]",1,CIN,0
2016,SF @ ATL,15,Sun,4:05PM,-21.6%,13.5,-28,-14.5,-40.8,-10.88,2.619999999999999,-17.119999999999997,"[[14.5, 12.5], [9.5, 7.0]]",1,SF,0
2016,TB @ DAL,15,Sun,8:30PM,6.5%,7.0,-6,1.0,-15.8,-5.64,1.3600000000000003,-0.3600000000000003,"[[9.5, 7.0], [4.0, 2.0]]",1,TB,1
2016,TEN @ KC,15,Sun,1:00PM,5.5%,6.0,2,8.0,-11.600000000000001,-4.75,1.25,6.75,"[[8.5, 6.0], [3.0, 1.0]]",1,TEN,1
