Opening Spread,Team 1,Team 2,Game Time,Betting Spread
+13.5 / -13.5,ARI,GNB,-,+13.5 / -13.5
+2.5 / -2.5,BAL,ATL,-,+2.5 / -2.5
+3.5 / -3.5,BUF,MIA,-,+3.5 / -3.5
-3.5 / 3.5,CAR,TAM,-,-3.5 / 3.5
-4.0 / 4.0,CHI,NYG,-,-4.0 / 4.0
+5.0 / -5.0,CLE,HOU,-,+5.0 / -5.0
-4.0 / 4.0,DEN,CIN,-,-4.0 / 4.0
-4.0 / 4.0,IND,JAX,-,-4.0 / 4.0
-14.0 / 14.0,KAN,OAK,-,-14.0 / 14.0
+3.0 / -3.0,LAC,PIT,-,+3.0 / -3.0
-10.5 / 10.5,LAR,DET,-,-10.5 / 10.5
+6.0 / -6.0,MIN,NWE,-,+6.0 / -6.0
-7.5 / 7.5,NOR,DAL,-,-7.5 / 7.5
+10.5 / -10.5,NYJ,TEN,-,+10.5 / -10.5
+10.0 / -10.0,SFO,SEA,-,+10.0 / -10.0
+5.5 / -5.5,WAS,PHI,-,+5.5 / -5.5
