Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ATL,TB,9,Thu,November 3,8:25PM,0,boxscore,43,28,461,1,396,2,19.6%,-4.5
BAL,PIT,9,Sun,November 6,1:00PM,1,boxscore,21,14,274,1,277,1,-3.8%,3.5
BUF,SEA,9,Mon,November 7,8:30PM,0,boxscore,25,31,278,0,425,1,8.8%,5.5
CAR,LARM,9,Sun,November 6,4:05PM,0,boxscore,13,10,244,0,339,1,-4.0%,-3.0
CLE,DAL,9,Sun,November 6,1:00PM,1,boxscore,10,35,423,0,222,0,-30.9%,7.0
DAL,CLE,9,Sun,November 6,1:00PM,0,boxscore,35,10,423,0,222,0,22.1%,-7.0
DEN,OAK,9,Sun,November 6,8:30PM,0,boxscore,20,30,397,0,299,2,20.2%,1.0
DET,MIN,9,Sun,November 6,1:00PM,0,boxscore,22,16,311,1,337,0,-11.9%,4.5
GB,IND,9,Sun,November 6,4:25PM,1,boxscore,26,31,355,2,405,1,12.1%,-7.5
IND,GB,9,Sun,November 6,4:25PM,0,boxscore,31,26,355,2,405,1,-15.4%,7.5
JAC,KC,9,Sun,November 6,1:00PM,0,boxscore,14,19,231,0,449,4,-15.4%,7.0
KC,JAC,9,Sun,November 6,1:00PM,1,boxscore,19,14,231,0,449,4,5.8%,-7.0
LARM,CAR,9,Sun,November 6,4:05PM,1,boxscore,10,13,244,0,339,1,-12.3%,3.0
MIA,NYJ,9,Sun,November 6,1:00PM,1,boxscore,27,23,274,0,331,2,1.6%,-3.5
MIN,DET,9,Sun,November 6,1:00PM,1,boxscore,16,22,311,1,337,0,11.5%,-4.5
NO,SF,9,Sun,November 6,4:05PM,0,boxscore,41,23,571,0,486,4,-5.6%,-5.0
NYG,PHI,9,Sun,November 6,1:00PM,1,boxscore,28,23,302,2,443,2,2.5%,-3.0
NYJ,MIA,9,Sun,November 6,1:00PM,0,boxscore,23,27,274,0,331,2,-30.6%,3.5
OAK,DEN,9,Sun,November 6,8:30PM,1,boxscore,30,20,397,0,299,2,4.2%,-1.0
PHI,NYG,9,Sun,November 6,1:00PM,0,boxscore,23,28,302,2,443,2,28.3%,3.0
PIT,BAL,9,Sun,November 6,1:00PM,0,boxscore,14,21,274,1,277,1,3.1%,-3.5
SD,TEN,9,Sun,November 6,4:25PM,1,boxscore,43,35,476,0,393,3,2.9%,-3.5
SEA,BUF,9,Mon,November 7,8:30PM,1,boxscore,31,25,278,0,425,1,18.8%,-5.5
SF,NO,9,Sun,November 6,4:05PM,1,boxscore,23,41,571,0,486,4,-22.4%,5.0
TB,ATL,9,Thu,November 3,8:25PM,1,boxscore,28,43,461,1,396,2,-13.1%,4.5
TEN,SD,9,Sun,November 6,4:25PM,0,boxscore,35,43,476,0,393,3,-4.4%,3.5
