Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2019,BUF @ DAL,13,Thu,4:30PM,0.4%,6.5,11,17.5,-22.0,-6.96,-0.45999999999999996,17.96,"[[10.5, 8.5], [5.5, 3.5]]",0,,0
2019,CHI @ DET,13,Thu,12:30PM,-7.8%,-5.5,4,-1.5,-1.2999999999999998,-2.51,-8.01,6.51,"[[6.0, 4.0], [1.0, -1.0]]",0,,1
2019,CLE @ PIT,13,Sun,1:00PM,1.0%,-1.0,-7,-8.0,4.9,-1.15,-2.15,-5.85,"[[5.0, 2.5], [-0.5, -2.5]]",1,PIT,1
2019,GB @ NYG,13,Sun,1:00PM,4.0%,-6.5,18,11.5,26.8,3.77,-2.73,14.23,"[[-0.0, -2.5], [-5.5, -7.5]]",1,NYG,0
2019,LAC @ DEN,13,Sun,4:25PM,-7.6%,-4.5,-3,-7.5,3.5,-1.45,-5.95,-1.55,"[[5.0, 3.0], [-0.0, -2.0]]",0,,1
2019,LAR @ ARI,13,Sun,4:05PM,-3.6%,-2.5,27,24.5,-0.7000000000000002,-2.38,-4.88,29.38,"[[6.0, 4.0], [1.0, -1.5]]",0,,0
2019,MIN @ SEA,13,Mon,8:15PM,19.2%,2.5,-7,-4.5,0.6999999999999993,-2.07,0.43000000000000016,-4.93,"[[6.0, 3.5], [0.5, -1.5]]",0,,0
2019,NE @ HOU,13,Sun,8:20PM,41.4%,-3.5,-6,-9.5,47.199999999999996,8.51,5.01,-14.51,"[[-5.0, -7.0], [-10.0, -12.0]]",0,,0
2019,NO @ ATL,13,Thu,8:20PM,22.6%,-7.0,8,1.0,37.7,6.28,-0.7199999999999998,1.7199999999999998,"[[-2.5, -5.0], [-8.0, -10.0]]",0,,0
2019,NYJ @ CIN,13,Sun,1:00PM,-10.6%,-2.5,-16,-18.5,22.6,2.81,0.31000000000000005,-18.81,"[[1.0, -1.5], [-4.5, -6.5]]",0,,0
2019,OAK @ KC,13,Sun,4:25PM,-10.0%,11.5,-31,-19.5,-36.7,-10.04,1.4600000000000009,-20.96,"[[13.5, 11.5], [8.5, 6.5]]",1,OAK,0
2019,PHI @ MIA,13,Sun,1:00PM,9.5%,-10.5,-6,-16.5,53.8,10.09,-0.41000000000000014,-16.09,"[[-6.5, -8.5], [-11.5, -14.0]]",0,,1
2019,SF @ BAL,13,Sun,1:00PM,33.8%,5.5,-3,2.5,-10.200000000000003,-4.44,1.0599999999999996,1.4400000000000004,"[[8.0, 6.0], [3.0, 0.5]]",0,,1
2019,TB @ JAX,13,Sun,1:00PM,-7.2%,-3.0,17,14.0,2.6000000000000005,-1.65,-4.65,18.65,"[[5.5, 3.0], [0.0, -2.0]]",0,,0
2019,TEN @ IND,13,Sun,1:00PM,0.6%,-1.0,14,13.0,-0.6,-2.36,-3.36,16.36,"[[6.0, 4.0], [1.0, -1.5]]",1,IND,0
2019,WAS @ CAR,13,Sun,1:00PM,-32.8%,10.5,8,18.5,-16.199999999999996,-5.73,4.77,13.73,"[[9.5, 7.0], [4.0, 2.0]]",0,,1
