Game,EGO,Spread,Spread Target,Pick
CHI @ DET,-2.51,-5.5,"[1.0, -1.0]",
BUF @ DAL,-6.96,6.5,"[5.5, 3.5]",
NO @ ATL,6.28,-7.0,"[-8.0, -10.0]",
CLE @ PIT,-1.15,-1.0,"[-0.5, -2.5]",PIT
GB @ NYG,3.77,-6.5,"[-5.5, -7.5]",NYG
NYJ @ CIN,2.81,-2.5,"[1.0, -1.5]",
PHI @ MIA,10.09,-10.5,"[-11.5, -14.0]",
SF @ BAL,-4.44,5.5,"[8.0, 6.0]",
TB @ JAX,-1.65,-3.0,"[0.0, -2.0]",
TEN @ IND,-2.36,-1.0,"[1.0, -1.5]",IND
WAS @ CAR,-5.73,10.5,"[9.5, 7.0]",
LAR @ ARI,-2.38,-2.5,"[1.0, -1.5]",
LAC @ DEN,-1.45,-4.5,"[-0.0, -2.0]",
OAK @ KC,-10.04,11.5,"[13.5, 11.5]",OAK
NE @ HOU,8.51,-3.5,"[-5.0, -7.0]",
MIN @ SEA,-2.07,2.5,"[6.0, 3.5]",
