Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,CHI,9,Sun,November 8,1:03PM,0,boxscore,41,21,438,1,417,1,13.1%,3.0
ATL,WAS,9,Sun,November 8,1:03PM,1,boxscore,31,17,306,1,312,1,9.1%,-9.0
BAL,CIN,9,Sun,November 8,1:02PM,0,boxscore,7,17,369,1,215,2,35.1%,-3.0
CAR,NO,9,Sun,November 8,4:05PM,0,boxscore,20,30,414,2,371,3,-18.0%,13.0
CHI,ARI,9,Sun,November 8,1:03PM,1,boxscore,21,41,438,1,417,1,-15.8%,-3.0
CIN,BAL,9,Sun,November 8,1:02PM,1,boxscore,17,7,369,1,215,2,6.1%,3.0
DAL,PHI,9,Sun,November 8,8:31PM,0,boxscore,20,16,358,1,297,2,25.1%,3.0
DEN,PIT,9,Mon,November 9,8:41PM,1,boxscore,10,28,375,2,242,3,26.4%,3.0
DET,SEA,9,Sun,November 8,4:06PM,0,boxscore,20,32,397,2,300,5,-54.8%,10.0
GB,TB,9,Sun,November 8,1:03PM,0,boxscore,28,38,279,1,404,3,28.7%,-9.5
HOU,IND,9,Sun,November 8,1:02PM,0,boxscore,17,20,378,2,382,3,2.9%,8.5
IND,HOU,9,Sun,November 8,1:02PM,1,boxscore,20,17,378,2,382,3,36.3%,-8.5
JAC,KC,9,Sun,November 8,1:03PM,1,boxscore,24,21,426,1,301,0,-5.8%,-7.0
KC,JAC,9,Sun,November 8,1:03PM,0,boxscore,21,24,426,1,301,0,-31.0%,7.0
MIA,NE,9,Sun,November 8,1:02PM,0,boxscore,17,27,432,1,334,0,13.3%,10.5
NE,MIA,9,Sun,November 8,1:02PM,1,boxscore,27,17,432,1,334,0,41.4%,-10.5
NO,CAR,9,Sun,November 8,4:05PM,1,boxscore,30,20,414,2,371,3,38.5%,-13.0
NYG,SD,9,Sun,November 8,4:15PM,1,boxscore,20,21,226,2,304,1,9.9%,-4.5
PHI,DAL,9,Sun,November 8,8:31PM,1,boxscore,16,20,358,1,297,2,39.7%,-3.0
PIT,DEN,9,Mon,November 9,8:41PM,0,boxscore,28,10,375,2,242,3,15.8%,-3.0
SD,NYG,9,Sun,November 8,4:15PM,0,boxscore,21,20,226,2,304,1,-0.9%,4.5
SEA,DET,9,Sun,November 8,4:06PM,1,boxscore,32,20,397,2,300,5,-10.5%,-10.0
SF,TEN,9,Sun,November 8,4:15PM,1,boxscore,27,34,315,0,358,4,-0.5%,-4.0
TB,GB,9,Sun,November 8,1:03PM,1,boxscore,38,28,279,1,404,3,-43.2%,9.5
TEN,SF,9,Sun,November 8,4:15PM,0,boxscore,34,27,315,0,358,4,-28.2%,4.0
WAS,ATL,9,Sun,November 8,1:03PM,0,boxscore,17,31,306,1,312,1,-10.4%,9.0
