Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SF,14,Mon,December 14,8:40PM,0,boxscore,9,24,327,2,245,7,28.6%,-4.0
ATL,NO,14,Sun,December 13,1:02PM,1,boxscore,23,26,391,0,392,1,-11.4%,10.0
BAL,DET,14,Sun,December 13,1:02PM,1,boxscore,48,3,548,1,229,2,20.3%,-14.0
BUF,KC,14,Sun,December 13,1:00PM,0,boxscore,16,10,273,3,354,4,-16.6%,-2.5
CAR,NE,14,Sun,December 13,1:02PM,0,boxscore,10,20,377,3,305,0,-0.1%,12.5
CHI,GB,14,Sun,December 13,1:02PM,1,boxscore,14,21,315,2,254,2,-23.5%,4.0
CIN,MIN,14,Sun,December 13,1:05PM,0,boxscore,10,30,322,1,210,1,6.9%,6.0
CLE,PIT,14,Thu,December 10,8:21PM,1,boxscore,13,6,255,0,218,0,-38.6%,10.0
DAL,SD,14,Sun,December 13,4:15PM,1,boxscore,17,20,341,1,347,0,22.6%,-3.5
DEN,IND,14,Sun,December 13,1:02PM,0,boxscore,16,28,312,3,357,1,12.5%,6.5
DET,BAL,14,Sun,December 13,1:02PM,0,boxscore,3,48,548,1,229,2,-45.5%,14.0
GB,CHI,14,Sun,December 13,1:02PM,0,boxscore,21,14,315,2,254,2,32.3%,-4.0
HOU,SEA,14,Sun,December 13,1:02PM,1,boxscore,34,7,450,2,282,1,15.1%,-7.0
IND,DEN,14,Sun,December 13,1:02PM,1,boxscore,28,16,312,3,357,1,30.5%,-6.5
JAC,MIA,14,Sun,December 13,1:03PM,1,boxscore,10,14,354,3,217,0,-4.2%,-2.0
KC,BUF,14,Sun,December 13,1:00PM,1,boxscore,10,16,273,3,354,4,-34.5%,2.5
MIA,JAC,14,Sun,December 13,1:03PM,0,boxscore,14,10,354,3,217,0,7.8%,2.0
MIN,CIN,14,Sun,December 13,1:05PM,1,boxscore,30,10,322,1,210,1,25.1%,-6.0
NE,CAR,14,Sun,December 13,1:02PM,1,boxscore,20,10,377,3,305,0,30.5%,-12.5
NO,ATL,14,Sun,December 13,1:02PM,0,boxscore,26,23,391,0,392,1,30.9%,-10.0
NYG,PHI,14,Sun,December 13,8:30PM,1,boxscore,38,45,374,1,512,4,9.0%,1.0
NYJ,TB,14,Sun,December 13,1:00PM,0,boxscore,26,3,310,1,124,3,-0.1%,-3.5
OAK,WAS,14,Sun,December 13,4:05PM,1,boxscore,13,34,295,1,227,1,-33.0%,2.5
PHI,NYG,14,Sun,December 13,8:30PM,0,boxscore,45,38,374,1,512,4,24.8%,-1.0
PIT,CLE,14,Thu,December 10,8:21PM,0,boxscore,6,13,255,0,218,0,15.0%,-10.0
SD,DAL,14,Sun,December 13,4:15PM,0,boxscore,20,17,341,1,347,0,15.0%,3.5
SEA,HOU,14,Sun,December 13,1:02PM,0,boxscore,7,34,450,2,282,1,-19.0%,7.0
SF,ARI,14,Mon,December 14,8:40PM,1,boxscore,24,9,327,2,245,7,1.6%,4.0
STL,TEN,14,Sun,December 13,4:05PM,0,boxscore,7,47,446,1,240,5,-29.4%,14.0
TB,NYJ,14,Sun,December 13,1:00PM,1,boxscore,3,26,310,1,124,3,-29.6%,3.5
TEN,STL,14,Sun,December 13,4:05PM,1,boxscore,47,7,446,1,240,5,-7.0%,-14.0
WAS,OAK,14,Sun,December 13,4:05PM,0,boxscore,34,13,295,1,227,1,-2.3%,-2.5
