Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
BUF,NYJ,8,Sun,October 28,4:05PM,0,boxscore,13,3,347,1,254,3,-10.5%,3.0
CAR,IND,8,Sun,October 28,1:02PM,1,boxscore,7,31,395,1,293,3,-10.7%,6.5
CHI,DET,8,Sun,October 28,1:05PM,1,boxscore,7,16,365,1,255,4,-21.0%,-6.0
CIN,PIT,8,Sun,October 28,1:02PM,1,boxscore,13,24,390,1,296,1,-3.0%,4.0
CLE,STL,8,Sun,October 28,1:00PM,0,boxscore,27,20,368,0,393,1,-3.9%,-3.0
DEN,GB,8,Mon,October 29,8:40PM,1,boxscore,13,19,430,0,332,1,-13.0%,-3.0
DET,CHI,8,Sun,October 28,1:05PM,0,boxscore,16,7,365,1,255,4,-14.5%,6.0
GB,DEN,8,Mon,October 29,8:40PM,0,boxscore,19,13,430,0,332,1,15.6%,3.0
HOU,SD,8,Sun,October 28,4:05PM,0,boxscore,10,35,237,0,367,5,-9.8%,10.0
IND,CAR,8,Sun,October 28,1:02PM,0,boxscore,31,7,395,1,293,3,56.9%,-6.5
JAC,TB,8,Sun,October 28,4:05PM,0,boxscore,24,23,219,0,385,3,17.6%,3.5
MIA,NYG,8,Sun,October 28,1:03PM,1,boxscore,10,13,238,1,245,2,-26.6%,10.0
MIN,PHI,8,Sun,October 28,1:05PM,1,boxscore,16,23,385,0,256,0,2.0%,1.0
NE,WAS,8,Sun,October 28,4:17PM,1,boxscore,52,7,486,1,224,4,62.2%,-14.5
NO,SF,8,Sun,October 28,4:17PM,0,boxscore,31,10,438,1,260,1,-20.0%,-1.5
NYG,MIA,8,Sun,October 28,1:03PM,0,boxscore,13,10,238,1,245,2,11.9%,-10.0
NYJ,BUF,8,Sun,October 28,4:05PM,1,boxscore,3,13,347,1,254,3,-28.4%,-3.0
OAK,TEN,8,Sun,October 28,1:02PM,0,boxscore,9,13,218,0,235,2,-32.8%,7.0
PHI,MIN,8,Sun,October 28,1:05PM,0,boxscore,23,16,385,0,256,0,6.2%,-1.0
PIT,CIN,8,Sun,October 28,1:02PM,0,boxscore,24,13,390,1,296,1,27.2%,-4.0
SD,HOU,8,Sun,October 28,4:05PM,1,boxscore,35,10,237,0,367,5,16.5%,-10.0
SF,NO,8,Sun,October 28,4:17PM,1,boxscore,10,31,438,1,260,1,-46.8%,1.5
STL,CLE,8,Sun,October 28,1:00PM,1,boxscore,20,27,368,0,393,1,-38.4%,3.0
TB,JAC,8,Sun,October 28,4:05PM,1,boxscore,23,24,219,0,385,3,18.4%,-3.5
TEN,OAK,8,Sun,October 28,1:02PM,1,boxscore,13,9,218,0,235,2,17.4%,-7.0
WAS,NE,8,Sun,October 28,4:17PM,0,boxscore,7,52,486,1,224,4,14.7%,14.5
