Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,LAR,13,Sun,December 6,4:05PM,1,preview,,,,,,,6.80%,2.5
ATL,NO,13,Sun,December 6,1:00PM,1,preview,,,,,,,-4.50%,3.0
BAL,DAL,13,Tue,December 8,8:05PM,1,preview,,,,,,,12.30%,-7.5
BUF,SF,13,Mon,December 7,8:15PM,0,preview,,,,,,,11.90%,1.0
CHI,DET,13,Sun,December 6,1:00PM,1,preview,,,,,,,-3.60%,-3.0
CIN,MIA,13,Sun,December 6,1:00PM,0,preview,,,,,,,-24.40%,10.5
CLE,TEN,13,Sun,December 6,1:00PM,0,preview,,,,,,,-9.20%,4.5
DAL,BAL,13,Tue,December 8,8:05PM,0,preview,,,,,,,-21.80%,7.5
DEN,KC,13,Sun,December 6,8:20PM,0,preview,,,,,,,-24.60%,13.5
DET,CHI,13,Sun,December 6,1:00PM,0,preview,,,,,,,-16.60%,3.0
GB,PHI,13,Sun,December 6,4:25PM,1,preview,,,,,,,17.10%,-9.0
HOU,IND,13,Sun,December 6,1:00PM,1,preview,,,,,,,-4.30%,3.0
IND,HOU,13,Sun,December 6,1:00PM,0,preview,,,,,,,15.70%,-3.0
JAX,MIN,13,Sun,December 6,1:00PM,0,preview,,,,,,,-21.60%,10.0
KC,DEN,13,Sun,December 6,8:20PM,1,preview,,,,,,,26.90%,-13.5
LAC,NE,13,Sun,December 6,4:25PM,1,preview,,,,,,,-19.40%,-1.5
LAR,ARI,13,Sun,December 6,4:05PM,0,preview,,,,,,,17.50%,-2.5
LV,NYJ,13,Sun,December 6,1:00PM,0,preview,,,,,,,-4.00%,-7.5
MIA,CIN,13,Sun,December 6,1:00PM,1,preview,,,,,,,13.40%,-10.5
MIN,JAX,13,Sun,December 6,1:00PM,1,preview,,,,,,,2.40%,-10.0
NE,LAC,13,Sun,December 6,4:25PM,0,preview,,,,,,,-13.00%,1.5
NO,ATL,13,Sun,December 6,1:00PM,0,preview,,,,,,,42.70%,-3.0
NYG,SEA,13,Sun,December 6,4:05PM,0,preview,,,,,,,-12.40%,10.5
NYJ,LV,13,Sun,December 6,1:00PM,1,preview,,,,,,,-40.40%,7.5
PHI,GB,13,Sun,December 6,4:25PM,0,preview,,,,,,,-16.70%,9.0
PIT,WAS,13,Mon,December 7,5:00PM,1,preview,,,,,,,30.80%,-7.0
SEA,NYG,13,Sun,December 6,4:05PM,1,preview,,,,,,,13.70%,-10.5
SF,BUF,13,Mon,December 7,8:15PM,1,preview,,,,,,,4.10%,-1.0
TEN,CLE,13,Sun,December 6,1:00PM,1,preview,,,,,,,8.00%,-4.5
WAS,PIT,13,Mon,December 7,5:00PM,0,preview,,,,,,,-4.70%,7.0
