Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,14,Sun,December 7,4:15PM,1,boxscore,34,10,335,1,308,3,7.2%,-14.5
ATL,NO,14,Sun,December 7,1:02PM,0,boxscore,25,29,414,0,414,1,13.8%,3.0
BAL,WAS,14,Sun,December 7,8:23PM,1,boxscore,24,10,281,2,254,3,30.6%,-6.5
BUF,MIA,14,Sun,December 7,4:05PM,1,boxscore,3,16,295,0,163,2,-14.6%,-2.0
CAR,TB,14,Mon,December 8,8:36PM,1,boxscore,38,23,464,2,384,0,16.1%,-3.0
CHI,JAC,14,Sun,December 7,1:02PM,1,boxscore,23,10,296,1,278,1,-1.5%,-6.5
CIN,IND,14,Sun,December 7,1:02PM,0,boxscore,3,35,334,1,252,4,-28.0%,13.5
CLE,TEN,14,Sun,December 7,1:04PM,0,boxscore,9,28,390,3,178,1,-6.9%,13.5
DAL,PIT,14,Sun,December 7,4:16PM,0,boxscore,13,20,238,2,289,5,-2.7%,4.0
DEN,KC,14,Sun,December 7,4:05PM,1,boxscore,24,17,425,1,260,0,-5.6%,-9.0
DET,MIN,14,Sun,December 7,1:03PM,1,boxscore,16,20,301,2,268,0,-50.5%,10.5
GB,HOU,14,Sun,December 7,1:02PM,1,boxscore,21,24,549,4,387,1,14.0%,-7.0
HOU,GB,14,Sun,December 7,1:02PM,0,boxscore,24,21,549,4,387,1,-3.7%,7.0
IND,CIN,14,Sun,December 7,1:02PM,1,boxscore,35,3,334,1,252,4,13.6%,-13.5
JAC,CHI,14,Sun,December 7,1:02PM,0,boxscore,10,23,296,1,278,1,-9.6%,6.5
KC,DEN,14,Sun,December 7,4:05PM,0,boxscore,17,24,425,1,260,0,-29.8%,9.0
MIA,BUF,14,Sun,December 7,4:05PM,0,boxscore,16,3,295,0,163,2,0.9%,2.0
MIN,DET,14,Sun,December 7,1:03PM,0,boxscore,20,16,301,2,268,0,5.6%,-10.5
NE,SEA,14,Sun,December 7,4:06PM,0,boxscore,24,21,344,0,339,1,-4.5%,-7.5
NO,ATL,14,Sun,December 7,1:02PM,1,boxscore,29,25,414,0,414,1,12.5%,-3.0
NYG,PHI,14,Sun,December 7,1:04PM,1,boxscore,14,20,331,0,211,0,39.0%,-7.0
NYJ,SF,14,Sun,December 7,4:05PM,0,boxscore,14,24,375,2,182,1,6.1%,-5.0
OAK,SD,14,Thu,December 4,8:15PM,0,boxscore,7,34,372,1,163,4,-18.5%,9.0
PHI,NYG,14,Sun,December 7,1:04PM,0,boxscore,20,14,331,0,211,0,29.3%,7.0
PIT,DAL,14,Sun,December 7,4:16PM,1,boxscore,20,13,238,2,289,5,21.2%,-4.0
SD,OAK,14,Thu,December 4,8:15PM,1,boxscore,34,7,372,1,163,4,-1.8%,-9.0
SEA,NE,14,Sun,December 7,4:06PM,1,boxscore,21,24,344,0,339,1,-22.8%,7.5
SF,NYJ,14,Sun,December 7,4:05PM,1,boxscore,24,14,375,2,182,1,-21.9%,5.0
STL,ARI,14,Sun,December 7,4:15PM,0,boxscore,10,34,335,1,308,3,-48.3%,14.5
TB,CAR,14,Mon,December 8,8:36PM,0,boxscore,23,38,464,2,384,0,21.0%,3.0
TEN,CLE,14,Sun,December 7,1:04PM,1,boxscore,28,9,390,3,178,1,31.6%,-13.5
WAS,BAL,14,Sun,December 7,8:23PM,0,boxscore,10,24,281,2,254,3,6.6%,6.5
