Game,EGO,Spread,Spread Target,Pick
OAK @ SD,-5.84,9.0,"[9.5, 7.5]",OAK
ATL @ NO,-1.94,3.0,"[5.5, 3.5]",
CIN @ IND,-11.04,13.5,"[14.5, 12.5]",CIN
HOU @ GB,-6.05,7.0,"[10.0, 7.5]",
JAC @ CHI,-3.99,6.5,"[7.5, 5.5]",JAC
MIN @ DET,10.64,-10.5,"[-7.0, -9.0]",
CLE @ TEN,-10.41,13.5,"[14.0, 12.0]",CLE
PHI @ NYG,-4.34,7.0,"[8.0, 6.0]",PHI
KC @ DEN,-7.43,9.0,"[11.0, 9.0]",KC
MIA @ BUF,1.21,2.0,"[2.5, 0.5]",MIA
NYJ @ SF,4.04,-5.0,"[-5.5, -7.5]",
NE @ SEA,1.85,-7.5,"[-3.5, -5.5]",
STL @ ARI,-13.83,14.5,"[17.5, 15.5]",
DAL @ PIT,-7.36,4.0,"[6.0, 3.5]",PIT
WAS @ BAL,-7.38,6.5,"[6.0, 3.5]",
TB @ CAR,-1.15,3.0,"[5.0, 2.5]",TB
