Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2012,ARI,SEA,14,Sun,4:26PM,0,-10.8%,10.0,-58,-48.0
2012,ATL,CAR,14,Sun,1:04PM,0,2.1%,-3.5,-10,-13.5
2012,BAL,WAS,14,Sun,1:03PM,0,9.6%,1.5,-3,-1.5
2012,BUF,STL,14,Sun,1:02PM,1,-1.3%,-3.0,-3,-6.0
2012,CAR,ATL,14,Sun,1:04PM,1,-2.0%,3.5,10,13.5
2012,CHI,MIN,14,Sun,1:05PM,0,20.2%,-1.5,-7,-8.5
2012,CIN,DAL,14,Sun,1:03PM,1,11.0%,-3.5,-1,-4.5
2012,CLE,KC,14,Sun,1:02PM,1,-10.0%,-7.0,23,16.0
2012,DAL,CIN,14,Sun,1:03PM,0,-3.9%,3.5,1,4.5
2012,DEN,OAK,14,Thu,8:30PM,0,38.1%,-10.5,13,2.5
2012,DET,GB,14,Sun,8:30PM,0,0.8%,6.5,-7,-0.5
2012,GB,DET,14,Sun,8:30PM,1,22.3%,-6.5,7,0.5
2012,HOU,NE,14,Mon,8:40PM,0,16.4%,5.5,-28,-22.5
2012,IND,TEN,14,Sun,1:02PM,1,-19.2%,-4.0,4,0.0
2012,JAC,NYJ,14,Sun,1:02PM,1,-33.2%,3.0,-7,-4.0
2012,KC,CLE,14,Sun,1:02PM,0,-33.8%,7.0,-23,-16.0
2012,MIA,SF,14,Sun,4:05PM,0,-6.6%,10.5,-14,-3.5
2012,MIN,CHI,14,Sun,1:05PM,1,-7.6%,1.5,7,8.5
2012,NE,HOU,14,Mon,8:40PM,1,39.7%,-5.5,28,22.5
2012,NO,NYG,14,Sun,4:26PM,0,-1.1%,4.5,-25,-20.5
2012,NYG,NO,14,Sun,4:26PM,1,18.4%,-4.5,25,20.5
2012,NYJ,JAC,14,Sun,1:02PM,0,-11.3%,-3.0,7,4.0
2012,OAK,DEN,14,Thu,8:30PM,1,-34.9%,10.5,-13,-2.5
2012,PHI,TB,14,Sun,1:03PM,0,-21.4%,7.0,2,9.0
2012,PIT,SD,14,Sun,1:02PM,1,2.7%,-7.5,-10,-17.5
2012,SD,PIT,14,Sun,1:02PM,0,-6.8%,7.5,10,17.5
2012,SEA,ARI,14,Sun,4:26PM,1,35.6%,-10.0,58,48.0
2012,SF,MIA,14,Sun,4:05PM,1,32.2%,-10.5,14,3.5
2012,STL,BUF,14,Sun,1:02PM,0,-4.5%,3.0,3,6.0
2012,TB,PHI,14,Sun,1:03PM,1,2.9%,-7.0,-2,-9.0
2012,TEN,IND,14,Sun,1:02PM,0,-26.6%,4.0,-4,0.0
2012,WAS,BAL,14,Sun,1:03PM,1,7.1%,-1.5,3,1.5
