Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,NYJ,6,Mon,October 17,8:30PM,1,boxscore,28,3,396,0,230,2,6.7%,-7.0
ATL,SEA,6,Sun,October 16,4:26PM,0,boxscore,24,26,333,0,362,2,12.1%,7.0
BAL,NYG,6,Sun,October 16,1:02PM,0,boxscore,23,27,435,3,391,0,3.3%,3.5
BUF,SF,6,Sun,October 16,1:02PM,1,boxscore,45,16,492,2,300,1,8.3%,-7.5
CAR,NO,6,Sun,October 16,1:03PM,0,boxscore,38,41,523,1,406,2,-3.7%,-2.5
CHI,JAC,6,Sun,October 16,1:02PM,1,boxscore,16,17,317,2,389,0,-6.0%,-2.5
CIN,NE,6,Sun,October 16,1:02PM,0,boxscore,17,35,437,0,357,0,-0.9%,7.5
CLE,TEN,6,Sun,October 16,1:02PM,0,boxscore,26,28,407,1,341,0,-30.2%,7.5
DAL,GB,6,Sun,October 16,4:25PM,0,boxscore,30,16,424,2,372,4,8.3%,5.0
DEN,SD,6,Thu,October 13,8:25PM,0,boxscore,13,21,265,2,304,2,12.1%,-3.0
DET,LARM,6,Sun,October 16,1:02PM,1,boxscore,31,28,348,0,387,1,-5.8%,-2.5
GB,DAL,6,Sun,October 16,4:25PM,1,boxscore,16,30,424,2,372,4,14.3%,-5.0
HOU,IND,6,Sun,October 16,8:32PM,1,boxscore,26,23,414,1,392,1,-23.3%,-3.0
IND,HOU,6,Sun,October 16,8:32PM,0,boxscore,23,26,414,1,392,1,-10.9%,3.0
JAC,CHI,6,Sun,October 16,1:02PM,0,boxscore,17,16,317,2,389,0,-7.7%,2.5
KC,OAK,6,Sun,October 16,4:05PM,0,boxscore,26,10,406,0,285,2,6.6%,-1.0
LARM,DET,6,Sun,October 16,1:02PM,0,boxscore,28,31,348,0,387,1,-7.4%,2.5
MIA,PIT,6,Sun,October 16,1:02PM,1,boxscore,30,15,474,0,297,2,-14.7%,7.5
NE,CIN,6,Sun,October 16,1:02PM,1,boxscore,35,17,437,0,357,0,7.9%,-7.5
NO,CAR,6,Sun,October 16,1:03PM,1,boxscore,41,38,523,1,406,2,-4.3%,2.5
NYG,BAL,6,Sun,October 16,1:02PM,1,boxscore,27,23,435,3,391,0,-2.1%,-3.5
NYJ,ARI,6,Mon,October 17,8:30PM,0,boxscore,3,28,396,0,230,2,-21.5%,7.0
OAK,KC,6,Sun,October 16,4:05PM,1,boxscore,10,26,406,0,285,2,4.6%,1.0
PHI,WAS,6,Sun,October 16,1:03PM,0,boxscore,20,27,493,1,239,0,14.5%,-3.0
PIT,MIA,6,Sun,October 16,1:02PM,0,boxscore,15,30,474,0,297,2,19.5%,-7.5
SD,DEN,6,Thu,October 13,8:25PM,1,boxscore,21,13,265,2,304,2,4.6%,3.0
SEA,ATL,6,Sun,October 16,4:26PM,1,boxscore,26,24,333,0,362,2,28.9%,-7.0
SF,BUF,6,Sun,October 16,1:02PM,0,boxscore,16,45,492,2,300,1,-15.2%,7.5
TEN,CLE,6,Sun,October 16,1:02PM,1,boxscore,28,26,407,1,341,0,-2.5%,-7.5
WAS,PHI,6,Sun,October 16,1:03PM,1,boxscore,27,20,493,1,239,0,0.2%,3.0
