Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2016,ARI,NYJ,6,Mon,8:30PM,1,6.7%,-7.0,25,18.0
2016,ATL,SEA,6,Sun,4:26PM,0,12.1%,7.0,-2,5.0
2016,BAL,NYG,6,Sun,1:02PM,0,3.3%,3.5,-4,-0.5
2016,BUF,SF,6,Sun,1:02PM,1,8.3%,-7.5,29,21.5
2016,CAR,NO,6,Sun,1:03PM,0,-3.7%,-2.5,-3,-5.5
2016,CHI,JAC,6,Sun,1:02PM,1,-6.0%,-2.5,-1,-3.5
2016,CIN,NE,6,Sun,1:02PM,0,-0.9%,7.5,-18,-10.5
2016,CLE,TEN,6,Sun,1:02PM,0,-30.2%,7.5,-2,5.5
2016,DAL,GB,6,Sun,4:25PM,0,8.3%,5.0,14,19.0
2016,DEN,SD,6,Thu,8:25PM,0,12.1%,-3.0,-8,-11.0
2016,DET,LARM,6,Sun,1:02PM,1,-5.8%,-2.5,3,0.5
2016,GB,DAL,6,Sun,4:25PM,1,14.3%,-5.0,-14,-19.0
2016,HOU,IND,6,Sun,8:32PM,1,-23.3%,-3.0,3,0.0
2016,IND,HOU,6,Sun,8:32PM,0,-10.9%,3.0,-3,0.0
2016,JAC,CHI,6,Sun,1:02PM,0,-7.7%,2.5,1,3.5
2016,KC,OAK,6,Sun,4:05PM,0,6.6%,-1.0,16,15.0
2016,LARM,DET,6,Sun,1:02PM,0,-7.4%,2.5,-3,-0.5
2016,MIA,PIT,6,Sun,1:02PM,1,-14.7%,7.5,15,22.5
2016,NE,CIN,6,Sun,1:02PM,1,7.9%,-7.5,18,10.5
2016,NO,CAR,6,Sun,1:03PM,1,-4.3%,2.5,3,5.5
2016,NYG,BAL,6,Sun,1:02PM,1,-2.1%,-3.5,4,0.5
2016,NYJ,ARI,6,Mon,8:30PM,0,-21.5%,7.0,-25,-18.0
2016,OAK,KC,6,Sun,4:05PM,1,4.6%,1.0,-16,-15.0
2016,PHI,WAS,6,Sun,1:03PM,0,14.5%,-3.0,-7,-10.0
2016,PIT,MIA,6,Sun,1:02PM,0,19.5%,-7.5,-15,-22.5
2016,SD,DEN,6,Thu,8:25PM,1,4.6%,3.0,8,11.0
2016,SEA,ATL,6,Sun,4:26PM,1,28.9%,-7.0,2,-5.0
2016,SF,BUF,6,Sun,1:02PM,0,-15.2%,7.5,-29,-21.5
2016,TEN,CLE,6,Sun,1:02PM,1,-2.5%,-7.5,2,-5.5
2016,WAS,PHI,6,Sun,1:03PM,1,0.2%,3.0,7,10.0
