Game,EGO,Spread,Spread Target,Pick
PIT @ TEN,4.57,-6.5,"[-6.0, -8.5]",TEN
KC @ TB,-5.22,5.0,"[9.0, 6.5]",
STL @ MIA,-6.52,5.0,"[5.0, 3.0]",MIA
OAK @ ATL,-12.46,10.0,"[11.0, 9.0]",ATL
CIN @ CLE,-0.15,-2.0,"[-1.5, -3.5]",CLE
DAL @ BAL,-6.64,3.0,"[5.0, 3.0]",BAL
IND @ NYJ,-2.16,3.0,"[6.0, 3.5]",
DET @ PHI,-2.05,3.5,"[6.0, 3.5]",DET
NE @ SEA,2.07,-4.0,"[-3.5, -6.0]",SEA
BUF @ ARI,-4.96,5.0,"[8.5, 6.5]",
NYG @ SF,-5.41,7.0,"[9.0, 7.0]",NYG
MIN @ WAS,2.54,-2.0,"[1.0, -1.0]",
GB @ HOU,-2.29,4.0,"[6.0, 4.0]",GB
DEN @ SD,2.81,0.0,"[1.0, -1.5]",DEN
