Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,BUF,6,Sun,October 14,4:05PM,1,boxscore,16,19,306,2,332,2,-7.2%,-5.0
ATL,OAK,6,Sun,October 14,1:01PM,1,boxscore,23,20,286,3,474,3,27.0%,-10.0
BAL,DAL,6,Sun,October 14,1:02PM,1,boxscore,31,29,316,0,481,1,14.4%,-3.0
BUF,ARI,6,Sun,October 14,4:05PM,0,boxscore,19,16,306,2,332,2,-19.8%,5.0
CIN,CLE,6,Sun,October 14,1:02PM,0,boxscore,24,34,328,1,438,4,-13.0%,-2.0
CLE,CIN,6,Sun,October 14,1:02PM,1,boxscore,34,24,328,1,438,4,-22.4%,2.0
DAL,BAL,6,Sun,October 14,1:02PM,0,boxscore,29,31,316,0,481,1,-6.1%,3.0
DEN,SD,6,Mon,October 15,8:40PM,0,boxscore,35,24,365,3,307,6,17.6%,0.0
DET,PHI,6,Sun,October 14,1:03PM,0,boxscore,26,23,449,1,357,3,-4.3%,3.5
GB,HOU,6,Sun,October 14,8:30PM,0,boxscore,42,24,427,0,321,3,25.4%,4.0
HOU,GB,6,Sun,October 14,8:30PM,1,boxscore,24,42,427,0,321,3,25.7%,-4.0
IND,NYJ,6,Sun,October 14,1:02PM,0,boxscore,9,35,351,0,298,4,-12.1%,3.0
KC,TB,6,Sun,October 14,1:00PM,0,boxscore,10,38,463,2,260,2,-24.9%,5.0
MIA,STL,6,Sun,October 14,1:00PM,1,boxscore,17,14,192,0,462,1,6.2%,-5.0
MIN,WAS,6,Sun,October 14,4:24PM,0,boxscore,26,38,361,1,421,3,12.4%,-2.0
NE,SEA,6,Sun,October 14,4:04PM,0,boxscore,23,24,368,2,475,2,31.2%,-4.0
NYG,SF,6,Sun,October 14,4:23PM,0,boxscore,26,3,342,0,314,3,19.5%,7.0
NYJ,IND,6,Sun,October 14,1:02PM,1,boxscore,35,9,351,0,298,4,-12.4%,-3.0
OAK,ATL,6,Sun,October 14,1:01PM,0,boxscore,20,23,286,3,474,3,-21.6%,10.0
PHI,DET,6,Sun,October 14,1:03PM,1,boxscore,23,26,449,1,357,3,-5.1%,-3.5
PIT,TEN,6,Thu,October 11,8:29PM,0,boxscore,23,26,359,1,412,1,0.3%,-6.5
SD,DEN,6,Mon,October 15,8:40PM,1,boxscore,24,35,365,3,307,6,-5.0%,-0.0
SEA,NE,6,Sun,October 14,4:04PM,1,boxscore,24,23,368,2,475,2,11.9%,4.0
SF,NYG,6,Sun,October 14,4:23PM,1,boxscore,3,26,342,0,314,3,34.2%,-7.0
STL,MIA,6,Sun,October 14,1:00PM,0,boxscore,14,17,192,0,462,1,-13.7%,5.0
TB,KC,6,Sun,October 14,1:00PM,1,boxscore,38,10,463,2,260,2,-11.1%,-5.0
TEN,PIT,6,Thu,October 11,8:29PM,1,boxscore,26,23,359,1,412,1,-30.0%,6.5
WAS,MIN,6,Sun,October 14,4:24PM,1,boxscore,38,26,361,1,421,3,-9.0%,2.0
