Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2020,ARI,SEA,7,Sun,8:20PM,1,6.0%,3.5,3,6.5
2020,ATL,DET,7,Sun,1:00PM,1,-2.8%,-1.5,-1,-2.5
2020,BUF,NYJ,7,Sun,1:00PM,0,1.4%,-10.0,8,-2.0
2020,CAR,NO,7,Sun,1:00PM,0,-8.3%,6.5,-3,3.5
2020,CHI,LAR,7,Mon,8:15PM,0,-0.7%,6.0,-14,-8.0
2020,CIN,CLE,7,Sun,1:00PM,1,-18.8%,3.5,-3,0.5
2020,CLE,CIN,7,Sun,1:00PM,0,-8.9%,-3.5,3,-0.5
2020,DAL,WAS,7,Sun,1:00PM,0,-12.0%,1.0,-22,-21.0
2020,DEN,KC,7,Sun,4:25PM,1,-10.9%,7.0,-27,-20.0
2020,DET,ATL,7,Sun,1:00PM,0,0.2%,1.5,1,2.5
2020,GB,HOU,7,Sun,1:00PM,0,4.7%,-3.0,15,12.0
2020,HOU,GB,7,Sun,1:00PM,1,-0.5%,3.0,-15,-12.0
2020,JAX,LAC,7,Sun,4:25PM,0,-16.1%,7.5,-10,-2.5
2020,KC,DEN,7,Sun,4:25PM,0,21.9%,-7.0,27,20.0
2020,LAC,JAX,7,Sun,4:25PM,1,-2.4%,-7.5,10,2.5
2020,LAR,CHI,7,Mon,8:15PM,1,10.2%,-6.0,14,8.0
2020,LV,TB,7,Sun,4:05PM,1,-4.2%,4.0,-25,-21.0
2020,NE,SF,7,Sun,4:25PM,1,-2.2%,-3.0,-27,-30.0
2020,NO,CAR,7,Sun,1:00PM,1,18.0%,-6.5,3,-3.5
2020,NYG,PHI,7,Thu,8:20PM,0,-15.3%,5.0,-1,4.0
2020,NYJ,BUF,7,Sun,1:00PM,1,-25.0%,10.0,-8,2.0
2020,PHI,NYG,7,Thu,8:20PM,1,-9.4%,-5.0,1,-4.0
2020,PIT,TEN,7,Sun,1:00PM,0,16.3%,1.0,3,4.0
2020,SEA,ARI,7,Sun,8:20PM,0,14.0%,-3.5,-3,-6.5
2020,SF,NE,7,Sun,4:25PM,0,5.4%,3.0,27,30.0
2020,TB,LV,7,Sun,4:05PM,0,23.6%,-4.0,25,21.0
2020,TEN,PIT,7,Sun,1:00PM,1,7.6%,-1.0,-3,-4.0
2020,WAS,DAL,7,Sun,1:00PM,1,-19.9%,-1.0,22,21.0
