Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2017,ARI,LARM,7,Sun,1:00PM,0,-18.3%,3.0,-33,-30.0
2017,ATL,NE,7,Sun,8:30PM,0,5.1%,3.0,-16,-13.0
2017,BAL,MIN,7,Sun,1:00PM,0,8.6%,5.0,-8,-3.0
2017,BUF,TB,7,Sun,1:00PM,1,5.9%,-3.0,3,0.0
2017,CAR,CHI,7,Sun,1:00PM,0,5.7%,-2.5,-14,-16.5
2017,CHI,CAR,7,Sun,1:00PM,1,-22.8%,2.5,14,16.5
2017,CIN,PIT,7,Sun,4:25PM,0,6.8%,4.0,-15,-11.0
2017,CLE,TEN,7,Sun,1:00PM,1,-42.1%,5.5,-3,2.5
2017,DAL,SF,7,Sun,4:05PM,0,1.7%,-6.5,30,23.5
2017,DEN,LACH,7,Sun,4:25PM,0,-2.3%,-1.0,-21,-22.0
2017,GB,NO,7,Sun,1:00PM,1,2.5%,3.5,-9,-5.5
2017,IND,JAC,7,Sun,1:00PM,1,-36.4%,3.0,-27,-24.0
2017,JAC,IND,7,Sun,1:00PM,0,8.1%,-3.0,27,24.0
2017,KC,OAK,7,Thu,8:25PM,0,25.7%,-3.0,-1,-4.0
2017,LACH,DEN,7,Sun,4:25PM,1,-7.0%,1.0,21,22.0
2017,LARM,ARI,7,Sun,1:00PM,1,17.9%,-3.0,33,30.0
2017,MIA,NYJ,7,Sun,1:00PM,1,-22.7%,-3.0,3,0.0
2017,MIN,BAL,7,Sun,1:00PM,1,13.8%,-5.0,8,3.0
2017,NE,ATL,7,Sun,8:30PM,1,11.3%,-3.0,16,13.0
2017,NO,GB,7,Sun,1:00PM,0,11.4%,-3.5,9,5.5
2017,NYG,SEA,7,Sun,4:25PM,1,-12.5%,4.0,-17,-13.0
2017,NYJ,MIA,7,Sun,1:00PM,0,-20.6%,3.0,-3,0.0
2017,OAK,KC,7,Thu,8:25PM,1,-5.5%,3.0,1,4.0
2017,PHI,WAS,7,Mon,8:30PM,1,20.7%,-5.0,10,5.0
2017,PIT,CIN,7,Sun,4:25PM,1,22.8%,-4.0,15,11.0
2017,SEA,NYG,7,Sun,4:25PM,0,11.3%,-4.0,17,13.0
2017,SF,DAL,7,Sun,4:05PM,1,-19.5%,6.5,-30,-23.5
2017,TB,BUF,7,Sun,1:00PM,0,-8.6%,3.0,-3,0.0
2017,TEN,CLE,7,Sun,1:00PM,0,-0.4%,-5.5,3,-2.5
2017,WAS,PHI,7,Mon,8:30PM,0,13.5%,5.0,-10,-5.0
