Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2017,ARI @ LARM,7,Sun,1:00PM,-18.3%,3.0,-33,-30.0,-36.2,-9.93,-6.93,-23.07,"[[13.5, 11.5], [8.5, 6.0]]",0,,1
2017,ATL @ NE,7,Sun,8:30PM,5.1%,3.0,-16,-13.0,-6.200000000000001,-3.58,-0.5800000000000001,-12.42,"[[7.5, 5.0], [2.0, -0.0]]",0,,1
2017,BAL @ MIN,7,Sun,1:00PM,8.6%,5.0,-8,-3.0,-5.200000000000001,-3.36,1.6400000000000001,-4.640000000000001,"[[7.0, 5.0], [2.0, -0.5]]",1,BAL,0
2017,CAR @ CHI,7,Sun,1:00PM,5.7%,-2.5,-14,-16.5,28.5,4.16,1.6600000000000001,-18.16,"[[-0.5, -2.5], [-5.5, -8.0]]",1,CAR,0
2017,CIN @ PIT,7,Sun,4:25PM,6.8%,4.0,-15,-11.0,-16.0,-5.69,-1.6900000000000004,-9.309999999999999,"[[9.5, 7.0], [4.0, 2.0]]",1,PIT,1
2017,DAL @ SF,7,Sun,4:05PM,1.7%,-6.5,30,23.5,21.2,2.5,-4.0,27.5,"[[1.0, -1.0], [-4.0, -6.0]]",0,,0
2017,DEN @ LACH,7,Sun,4:25PM,-2.3%,-1.0,-21,-22.0,4.7,-1.19,-2.19,-19.81,"[[5.0, 2.5], [-0.5, -2.5]]",1,LACH,1
2017,JAC @ IND,7,Sun,1:00PM,8.1%,-3.0,27,24.0,44.5,7.86,4.86,19.14,"[[-4.0, -6.5], [-9.5, -11.5]]",0,,1
2017,KC @ OAK,7,Thu,8:25PM,25.7%,-3.0,-1,-4.0,31.2,4.78,1.7800000000000002,-5.78,"[[-1.0, -3.5], [-6.5, -8.5]]",1,KC,0
2017,NO @ GB,7,Sun,1:00PM,11.4%,-3.5,9,5.5,8.9,-0.26,-3.76,9.26,"[[4.0, 2.0], [-1.0, -3.5]]",1,GB,0
2017,NYJ @ MIA,7,Sun,1:00PM,-20.6%,3.0,-3,0.0,2.099999999999998,-1.76,1.24,-1.24,"[[5.5, 3.5], [0.5, -2.0]]",0,,1
2017,SEA @ NYG,7,Sun,4:25PM,11.3%,-4.0,17,13.0,23.8,3.09,-0.9100000000000001,13.91,"[[0.5, -1.5], [-4.5, -7.0]]",0,,0
2017,TB @ BUF,7,Sun,1:00PM,-8.6%,3.0,-3,0.0,-14.5,-5.37,-2.37,2.37,"[[9.0, 7.0], [4.0, 1.5]]",1,BUF,1
2017,TEN @ CLE,7,Sun,1:00PM,-0.4%,-5.5,3,-2.5,41.7,7.21,1.71,-4.21,"[[-3.5, -5.5], [-8.5, -11.0]]",1,TEN,0
2017,WAS @ PHI,7,Mon,8:30PM,13.5%,5.0,-10,-5.0,-7.199999999999999,-3.8,1.2000000000000002,-6.2,"[[7.5, 5.5], [2.5, 0.0]]",0,,0
