Game,EGO,Spread,Spread Target,Pick
ATL @ PHI,-9.91,9.5,"[8.5, 6.0]",
OAK @ BAL,-10.69,8.0,"[9.0, 7.0]",BAL
STL @ NE,-8.88,9.0,"[12.5, 10.5]",
TB @ DAL,2.36,1.5,"[1.5, -1.0]",TB
WAS @ DET,12.68,-7.0,"[-9.0, -11.0]",
ARI @ CAR,-0.59,5.5,"[4.5, 2.0]",
BUF @ MIA,-2.36,1.0,"[1.0, -1.5]",MIA
KC @ NYJ,-12.63,14.0,"[16.5, 14.0]",KC
SD @ NO,-2.31,-3.0,"[1.0, -1.5]",
CIN @ HOU,-4.68,9.0,"[8.5, 6.0]",
CLE @ JAC,-4.77,7.0,"[8.5, 6.5]",CLE
NYG @ PIT,-0.15,3.0,"[4.0, 1.5]",NYG
SEA @ SF,-2.55,5.5,"[6.0, 4.0]",SEA
IND @ TEN,-5.73,4.0,"[4.0, 2.0]",TEN
