Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DAL,6,Sun,October 12,4:15PM,1,boxscore,30,24,276,3,374,1,11.8%,5.0
ATL,CHI,6,Sun,October 12,1:02PM,1,boxscore,22,20,376,1,361,1,-6.7%,3.0
BAL,IND,6,Sun,October 12,1:02PM,0,boxscore,3,31,334,0,260,5,26.8%,4.0
CAR,TB,6,Sun,October 12,1:02PM,0,boxscore,3,27,315,0,282,3,16.0%,1.0
CHI,ATL,6,Sun,October 12,1:02PM,0,boxscore,20,22,376,1,361,1,9.9%,-3.0
CIN,NYJ,6,Sun,October 12,1:02PM,0,boxscore,14,26,252,3,171,1,-23.9%,8.0
CLE,NYG,6,Mon,October 13,8:41PM,1,boxscore,35,14,454,0,373,3,-20.2%,8.0
DAL,ARI,6,Sun,October 12,4:15PM,0,boxscore,24,30,276,3,374,1,16.3%,-5.0
DEN,JAC,6,Sun,October 12,4:05PM,1,boxscore,17,24,416,2,323,3,5.9%,-3.0
DET,MIN,6,Sun,October 12,1:05PM,0,boxscore,10,12,392,3,212,1,-47.8%,13.0
GB,SEA,6,Sun,October 12,4:16PM,0,boxscore,27,17,313,1,177,2,11.9%,1.0
HOU,MIA,6,Sun,October 12,1:02PM,1,boxscore,29,28,485,4,370,1,-24.4%,-3.0
IND,BAL,6,Sun,October 12,1:02PM,1,boxscore,31,3,334,0,260,5,2.3%,-4.0
JAC,DEN,6,Sun,October 12,4:05PM,0,boxscore,24,17,416,2,323,3,-5.0%,3.0
MIA,HOU,6,Sun,October 12,1:02PM,0,boxscore,28,29,485,4,370,1,0.3%,3.0
MIN,DET,6,Sun,October 12,1:05PM,1,boxscore,12,10,392,3,212,1,6.0%,-13.0
NE,SD,6,Sun,October 12,8:20PM,0,boxscore,10,30,404,1,299,1,4.4%,6.0
NO,OAK,6,Sun,October 12,1:02PM,1,boxscore,34,3,441,0,226,2,7.5%,-7.0
NYG,CLE,6,Mon,October 13,8:41PM,0,boxscore,14,35,454,0,373,3,36.5%,-8.0
NYJ,CIN,6,Sun,October 12,1:02PM,1,boxscore,26,14,252,3,171,1,-2.9%,-8.0
OAK,NO,6,Sun,October 12,1:02PM,0,boxscore,3,34,441,0,226,2,-13.3%,7.0
PHI,SF,6,Sun,October 12,4:15PM,0,boxscore,40,26,383,1,306,3,32.8%,-5.0
SD,NE,6,Sun,October 12,8:20PM,1,boxscore,30,10,404,1,299,1,12.9%,-6.0
SEA,GB,6,Sun,October 12,4:16PM,1,boxscore,17,27,313,1,177,2,-10.5%,-1.0
SF,PHI,6,Sun,October 12,4:15PM,1,boxscore,26,40,383,1,306,3,-10.6%,5.0
STL,WAS,6,Sun,October 12,1:03PM,0,boxscore,19,17,200,1,368,3,-50.1%,13.5
TB,CAR,6,Sun,October 12,1:02PM,1,boxscore,27,3,315,0,282,3,15.4%,-1.0
WAS,STL,6,Sun,October 12,1:03PM,1,boxscore,17,19,200,1,368,3,15.4%,-13.5
