Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2019,ATL @ ARI,6,Sun,4:05PM,-8.6%,-3.0,-1,-4.0,8.500000000000002,-0.35,-3.35,-0.65,"[[4.0, 2.0], [-1.0, -3.5]]",1,ARI,1
2019,CAR @ TB,6,Sun,9:30AM,3.0%,-2.0,11,9.0,7.3,-0.61,-2.61,11.61,"[[4.5, 2.0], [-1.0, -3.0]]",1,TB,0
2019,CIN @ BAL,6,Sun,1:00PM,-26.6%,10.5,-6,4.5,-37.400000000000006,-10.18,0.3200000000000003,4.18,"[[14.0, 11.5], [8.5, 6.5]]",0,,1
2019,DAL @ NYJ,6,Sun,4:25PM,14.3%,-7.0,-2,-9.0,33.400000000000006,5.29,-1.71,-7.29,"[[-1.5, -4.0], [-7.0, -9.0]]",1,NYJ,1
2019,DET @ GB,6,Mon,8:15PM,5.2%,3.5,-1,2.5,-3.7,-3.03,0.4700000000000002,2.03,"[[6.5, 4.5], [1.5, -0.5]]",0,,1
2019,HOU @ KC,6,Sun,1:00PM,8.2%,3.5,7,10.5,-11.400000000000002,-4.7,-1.2000000000000002,11.7,"[[8.5, 6.0], [3.0, 1.0]]",0,,0
2019,NO @ JAX,6,Sun,1:00PM,14.7%,2.5,7,9.5,16.2,1.37,3.87,5.63,"[[2.5, 0.0], [-3.0, -5.0]]",1,NO,1
2019,NYG @ NE,6,Thu,8:20PM,-15.8%,16.5,-21,-4.5,-53.7,-13.47,3.0299999999999994,-7.529999999999999,"[[17.0, 15.0], [12.0, 10.0]]",1,NYG,0
2019,PHI @ MIN,6,Sun,1:00PM,16.0%,3.5,-18,-14.5,7.4,-0.59,2.91,-17.41,"[[4.5, 2.0], [-1.0, -3.0]]",1,PHI,0
2019,PIT @ LAC,6,Sun,8:20PM,-1.2%,6.0,7,13.0,-5.8,-3.49,2.51,10.49,"[[7.0, 5.0], [2.0, -0.0]]",1,PIT,1
2019,SEA @ CLE,6,Sun,1:00PM,11.2%,1.0,4,5.0,18.7,1.94,2.94,2.06,"[[2.0, -0.5], [-3.5, -5.5]]",1,SEA,1
2019,SF @ LAR,6,Sun,4:05PM,25.8%,3.0,13,16.0,17.9,1.76,4.76,11.24,"[[2.0, -0.5], [-3.5, -5.5]]",0,,1
2019,TEN @ DEN,6,Sun,4:25PM,-2.5%,1.0,-16,-15.0,6.699999999999999,-0.75,0.25,-15.25,"[[4.5, 2.0], [-1.0, -3.0]]",0,,0
2019,WAS @ MIA,6,Sun,1:00PM,-25.0%,-6.0,1,-5.0,32.0,4.96,-1.04,-3.96,"[[-1.5, -3.5], [-6.5, -8.5]]",0,,1
