Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DET,15,Sun,December 20,1:02PM,0,boxscore,31,24,340,3,282,3,19.7%,-14.0
ATL,NYJ,15,Sun,December 20,1:03PM,0,boxscore,10,7,238,0,314,3,-8.5%,7.0
BAL,CHI,15,Sun,December 20,4:15PM,1,boxscore,31,7,346,1,220,6,26.2%,-11.0
BUF,NE,15,Sun,December 20,1:02PM,1,boxscore,10,17,224,1,241,1,-14.3%,7.0
CAR,MIN,15,Sun,December 20,8:30PM,1,boxscore,26,7,397,0,237,2,1.4%,9.0
CHI,BAL,15,Sun,December 20,4:15PM,0,boxscore,7,31,346,1,220,6,-23.7%,11.0
CIN,SD,15,Sun,December 20,4:05PM,0,boxscore,24,27,366,2,407,1,4.4%,7.0
CLE,KC,15,Sun,December 20,1:00PM,0,boxscore,41,34,417,3,491,1,-31.6%,3.0
DAL,NO,15,Sat,December 19,8:22PM,0,boxscore,24,17,439,0,336,3,20.5%,7.5
DEN,OAK,15,Sun,December 20,4:05PM,1,boxscore,19,20,343,2,337,0,14.2%,-14.0
DET,ARI,15,Sun,December 20,1:02PM,1,boxscore,24,31,340,3,282,3,-51.6%,14.0
GB,PIT,15,Sun,December 20,4:15PM,0,boxscore,36,37,537,0,436,0,29.0%,2.5
HOU,STL,15,Sun,December 20,1:00PM,0,boxscore,16,13,419,2,237,2,19.0%,-14.0
IND,JAC,15,Thu,December 17,8:21PM,0,boxscore,35,31,369,1,345,1,29.2%,-3.0
JAC,IND,15,Thu,December 17,8:21PM,1,boxscore,31,35,369,1,345,1,-1.1%,3.0
KC,CLE,15,Sun,December 20,1:00PM,1,boxscore,34,41,417,3,491,1,-36.1%,-3.0
MIA,TEN,15,Sun,December 20,1:02PM,0,boxscore,24,27,364,2,468,4,7.7%,4.5
MIN,CAR,15,Sun,December 20,8:30PM,0,boxscore,7,26,397,0,237,2,23.2%,-9.0
NE,BUF,15,Sun,December 20,1:02PM,0,boxscore,17,10,224,1,241,1,28.7%,-7.0
NO,DAL,15,Sat,December 19,8:22PM,1,boxscore,17,24,439,0,336,3,26.8%,-7.5
NYG,WAS,15,Mon,December 21,8:40PM,0,boxscore,45,12,387,0,302,3,7.3%,-3.0
NYJ,ATL,15,Sun,December 20,1:03PM,1,boxscore,7,10,238,0,314,3,5.4%,-7.0
OAK,DEN,15,Sun,December 20,4:05PM,0,boxscore,20,19,343,2,337,0,-36.7%,14.0
PHI,SF,15,Sun,December 20,4:16PM,1,boxscore,27,13,422,2,261,4,28.6%,-7.5
PIT,GB,15,Sun,December 20,4:15PM,1,boxscore,37,36,537,0,436,0,12.6%,-2.5
SD,CIN,15,Sun,December 20,4:05PM,1,boxscore,27,24,366,2,407,1,16.6%,-7.0
SEA,TB,15,Sun,December 20,4:16PM,1,boxscore,7,24,339,1,380,5,-28.9%,-6.5
SF,PHI,15,Sun,December 20,4:16PM,0,boxscore,13,27,422,2,261,4,8.4%,7.5
STL,HOU,15,Sun,December 20,1:00PM,1,boxscore,13,16,419,2,237,2,-39.2%,14.0
TB,SEA,15,Sun,December 20,4:16PM,0,boxscore,24,7,339,1,380,5,-34.7%,6.5
TEN,MIA,15,Sun,December 20,1:02PM,1,boxscore,27,24,364,2,468,4,3.8%,-4.5
WAS,NYG,15,Mon,December 21,8:40PM,1,boxscore,12,45,387,0,302,3,3.3%,3.0
