Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,13,Sun,December 3,1:02PM,0,boxscore,34,20,316,0,394,3,-29.6%,6.5
ATL,WAS,13,Sun,December 3,1:03PM,0,boxscore,24,14,369,0,381,2,-10.4%,1.5
BAL,CIN,13,Thu,November 30,8:04PM,0,boxscore,7,13,294,0,316,1,23.1%,2.5
BUF,SD,13,Sun,December 3,1:02PM,1,boxscore,21,24,335,2,230,4,-17.2%,5.5
CAR,PHI,13,Mon,December 4,8:40PM,0,boxscore,24,27,402,0,377,2,7.0%,-3.0
CHI,MIN,13,Sun,December 3,1:03PM,1,boxscore,23,13,107,5,346,5,34.1%,-9.0
CIN,BAL,13,Thu,November 30,8:04PM,1,boxscore,13,7,294,0,316,1,4.3%,-2.5
CLE,KC,13,Sun,December 3,1:03PM,1,boxscore,31,28,438,2,417,2,-5.8%,5.0
DAL,NYG,13,Sun,December 3,4:15PM,0,boxscore,23,20,365,2,396,1,25.7%,-3.5
DEN,SEA,13,Sun,December 3,8:20PM,1,boxscore,20,23,270,1,302,5,9.2%,-4.0
DET,NE,13,Sun,December 3,1:02PM,0,boxscore,21,28,363,3,361,5,-25.9%,13.5
GB,NYJ,13,Sun,December 3,1:02PM,1,boxscore,10,38,441,2,351,3,-8.6%,-0.0
HOU,OAK,13,Sun,December 3,4:05PM,0,boxscore,23,14,124,2,302,5,-13.0%,3.5
IND,TEN,13,Sun,December 3,1:03PM,0,boxscore,17,20,382,2,451,2,15.9%,-7.5
JAC,MIA,13,Sun,December 3,4:05PM,0,boxscore,24,10,353,1,309,2,24.1%,0.0
KC,CLE,13,Sun,December 3,1:03PM,0,boxscore,28,31,438,2,417,2,7.4%,-5.0
MIA,JAC,13,Sun,December 3,4:05PM,1,boxscore,10,24,353,1,309,2,-7.0%,-0.0
MIN,CHI,13,Sun,December 3,1:03PM,0,boxscore,13,23,107,5,346,5,-6.3%,9.0
NE,DET,13,Sun,December 3,1:02PM,1,boxscore,28,21,363,3,361,5,21.6%,-13.5
NO,SF,13,Sun,December 3,1:04PM,1,boxscore,34,10,375,0,202,3,2.0%,-7.0
NYG,DAL,13,Sun,December 3,4:15PM,1,boxscore,20,23,365,2,396,1,23.8%,3.5
NYJ,GB,13,Sun,December 3,1:02PM,0,boxscore,38,10,441,2,351,3,-13.6%,0.0
OAK,HOU,13,Sun,December 3,4:05PM,1,boxscore,14,23,124,2,302,5,-23.9%,-3.5
PHI,CAR,13,Mon,December 4,8:40PM,1,boxscore,27,24,402,0,377,2,25.2%,3.0
PIT,TB,13,Sun,December 3,4:15PM,1,boxscore,20,3,267,1,254,4,4.9%,-7.0
SD,BUF,13,Sun,December 3,1:02PM,0,boxscore,24,21,335,2,230,4,32.8%,-5.5
SEA,DEN,13,Sun,December 3,8:20PM,0,boxscore,23,20,270,1,302,5,-17.4%,4.0
SF,NO,13,Sun,December 3,1:04PM,0,boxscore,10,34,375,0,202,3,-27.2%,7.0
STL,ARI,13,Sun,December 3,1:02PM,1,boxscore,20,34,316,0,394,3,-4.7%,-6.5
TB,PIT,13,Sun,December 3,4:15PM,0,boxscore,3,20,267,1,254,4,-21.0%,7.0
TEN,IND,13,Sun,December 3,1:03PM,1,boxscore,20,17,382,2,451,2,-15.8%,7.5
WAS,ATL,13,Sun,December 3,1:03PM,1,boxscore,14,24,369,0,381,2,-7.7%,-1.5
