Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SEA,11,Thu,November 19,8:20PM,0,preview,,,,,,,8.5%,3.0
ATL,NO,11,Sun,November 22,1:00PM,0,preview,,,,,,,-2.9%,5.0
BAL,TEN,11,Sun,November 22,1:00PM,1,preview,,,,,,,14.6%,-6.5
CAR,DET,11,Sun,November 22,1:00PM,1,preview,,,,,,,-1.3%,-3.0
CIN,WAS,11,Sun,November 22,1:00PM,0,preview,,,,,,,-21.9%,1.0
CLE,PHI,11,Sun,November 22,1:00PM,1,preview,,,,,,,-6.9%,-3.5
DAL,MIN,11,Sun,November 22,4:25PM,0,preview,,,,,,,-18.5%,7.0
DEN,MIA,11,Sun,November 22,4:05PM,1,preview,,,,,,,-22.5%,3.5
DET,CAR,11,Sun,November 22,1:00PM,0,preview,,,,,,,-1.1%,3.0
GB,IND,11,Sun,November 22,4:25PM,0,preview,,,,,,,9.5%,1.5
HOU,NE,11,Sun,November 22,1:00PM,1,preview,,,,,,,-7.2%,1.5
IND,GB,11,Sun,November 22,4:25PM,1,preview,,,,,,,18.1%,-1.5
JAX,PIT,11,Sun,November 22,1:00PM,1,preview,,,,,,,-15.4%,10.0
KC,LV,11,Sun,November 22,8:20PM,0,preview,,,,,,,23.8%,-7.0
LAC,NYJ,11,Sun,November 22,4:05PM,1,preview,,,,,,,-8.0%,-8.5
LAR,TB,11,Mon,November 23,8:15PM,0,preview,,,,,,,11.8%,4.0
LV,KC,11,Sun,November 22,8:20PM,1,preview,,,,,,,0.8%,7.0
MIA,DEN,11,Sun,November 22,4:05PM,0,preview,,,,,,,3.5%,-3.5
MIN,DAL,11,Sun,November 22,4:25PM,1,preview,,,,,,,2.4%,-7.0
NE,HOU,11,Sun,November 22,1:00PM,0,preview,,,,,,,-12.1%,-1.5
NO,ATL,11,Sun,November 22,1:00PM,1,preview,,,,,,,30.1%,-5.0
NYJ,LAC,11,Sun,November 22,4:05PM,0,preview,,,,,,,-29.6%,8.5
PHI,CLE,11,Sun,November 22,1:00PM,0,preview,,,,,,,-11.3%,3.5
PIT,JAX,11,Sun,November 22,1:00PM,0,preview,,,,,,,20.4%,-10.0
SEA,ARI,11,Thu,November 19,8:20PM,1,preview,,,,,,,13.5%,-3.0
TB,LAR,11,Mon,November 23,8:15PM,1,preview,,,,,,,24.9%,-4.0
TEN,BAL,11,Sun,November 22,1:00PM,0,preview,,,,,,,3.7%,6.5
WAS,CIN,11,Sun,November 22,1:00PM,1,preview,,,,,,,-15.0%,-1.0
