Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,CIN,11,Sun,November 18,1:02PM,0,boxscore,35,27,247,0,396,5,-3.4%,3.5
ATL,TB,11,Sun,November 18,1:05PM,1,boxscore,7,31,305,2,265,4,-16.4%,3.0
BAL,CLE,11,Sun,November 18,1:02PM,1,boxscore,30,33,380,2,368,4,-10.5%,2.0
BUF,NE,11,Sun,November 18,8:24PM,1,boxscore,10,56,510,0,229,2,1.0%,16.0
CAR,GB,11,Sun,November 18,1:02PM,0,boxscore,17,31,317,0,382,3,-19.2%,10.0
CHI,SEA,11,Sun,November 18,4:16PM,0,boxscore,23,30,425,1,345,1,-20.2%,5.5
CIN,ARI,11,Sun,November 18,1:02PM,1,boxscore,27,35,247,0,396,5,-0.6%,-3.5
CLE,BAL,11,Sun,November 18,1:02PM,0,boxscore,33,30,380,2,368,4,7.6%,-2.0
DAL,WAS,11,Sun,November 18,4:15PM,1,boxscore,28,23,362,1,423,2,41.8%,-11.0
DEN,TEN,11,Mon,November 19,8:40PM,1,boxscore,34,20,359,1,423,3,-8.1%,-0.0
DET,NYG,11,Sun,November 18,1:03PM,1,boxscore,10,16,341,2,376,4,-14.2%,2.5
GB,CAR,11,Sun,November 18,1:02PM,1,boxscore,31,17,317,0,382,3,23.7%,-10.0
HOU,NO,11,Sun,November 18,1:02PM,1,boxscore,23,10,390,2,327,3,-18.0%,-1.0
IND,KC,11,Sun,November 18,1:02PM,1,boxscore,13,10,216,1,234,2,40.3%,-14.5
JAC,SD,11,Sun,November 18,1:03PM,1,boxscore,24,17,311,0,388,2,14.3%,-3.0
KC,IND,11,Sun,November 18,1:02PM,0,boxscore,10,13,216,1,234,2,-15.0%,14.5
MIA,PHI,11,Sun,November 18,1:02PM,0,boxscore,7,17,352,3,186,0,-21.1%,9.5
MIN,OAK,11,Sun,November 18,1:05PM,1,boxscore,29,22,478,5,372,2,2.2%,-4.5
NE,BUF,11,Sun,November 18,8:24PM,0,boxscore,56,10,510,0,229,2,73.9%,-16.0
NO,HOU,11,Sun,November 18,1:02PM,0,boxscore,10,23,390,2,327,3,-8.7%,1.0
NYG,DET,11,Sun,November 18,1:03PM,0,boxscore,16,10,341,2,376,4,8.5%,-2.5
NYJ,PIT,11,Sun,November 18,4:05PM,1,boxscore,19,16,297,1,263,2,-24.0%,9.5
OAK,MIN,11,Sun,November 18,1:05PM,0,boxscore,22,29,478,5,372,2,-34.1%,4.5
PHI,MIA,11,Sun,November 18,1:02PM,1,boxscore,17,7,352,3,186,0,3.0%,-9.5
PIT,NYJ,11,Sun,November 18,4:05PM,0,boxscore,16,19,297,1,263,2,29.0%,-9.5
SD,JAC,11,Sun,November 18,1:03PM,0,boxscore,17,24,311,0,388,2,17.0%,3.0
SEA,CHI,11,Sun,November 18,4:16PM,1,boxscore,30,23,425,1,345,1,11.2%,-5.5
SF,STL,11,Sun,November 18,4:15PM,1,boxscore,9,13,207,0,244,2,-53.4%,3.0
STL,SF,11,Sun,November 18,4:15PM,0,boxscore,13,9,207,0,244,2,-33.5%,-3.0
TB,ATL,11,Sun,November 18,1:05PM,0,boxscore,31,7,305,2,265,4,18.2%,-3.0
TEN,DEN,11,Mon,November 19,8:40PM,0,boxscore,20,34,359,1,423,3,11.1%,0.0
WAS,DAL,11,Sun,November 18,4:15PM,0,boxscore,23,28,362,1,423,2,2.9%,11.0
