Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,ATL,13,Sun,November 30,4:05PM,0,boxscore,18,29,500,1,329,3,1.0%,-1.5
ATL,ARI,13,Sun,November 30,4:05PM,1,boxscore,29,18,500,1,329,3,-9.0%,1.5
BAL,SD,13,Sun,November 30,1:02PM,1,boxscore,33,34,440,2,350,0,23.2%,-6.5
BUF,CLE,13,Sun,November 30,1:02PM,1,boxscore,26,10,287,2,315,3,9.6%,-3.0
CAR,MIN,13,Sun,November 30,1:02PM,0,boxscore,13,31,210,0,348,1,-20.3%,2.5
CHI,DET,13,Thu,November 27,12:39PM,0,boxscore,17,34,474,1,269,2,-12.7%,7.0
CIN,TB,13,Sun,November 30,1:02PM,0,boxscore,14,13,288,3,263,1,0.8%,-6.0
CLE,BUF,13,Sun,November 30,1:02PM,0,boxscore,10,26,287,2,315,3,-4.5%,3.0
DAL,PHI,13,Thu,November 27,4:36PM,1,boxscore,10,33,464,1,267,3,8.9%,-3.5
DEN,KC,13,Sun,November 30,8:32PM,0,boxscore,29,16,388,1,151,3,35.0%,0.0
DET,CHI,13,Thu,November 27,12:39PM,1,boxscore,34,17,474,1,269,2,3.7%,-7.0
GB,NE,13,Sun,November 30,4:25PM,1,boxscore,26,21,478,0,320,0,25.4%,-3.0
HOU,TEN,13,Sun,November 30,1:02PM,1,boxscore,45,21,457,1,320,4,-9.2%,-7.0
IND,WAS,13,Sun,November 30,1:02PM,1,boxscore,49,27,487,3,425,1,6.8%,-8.5
JAC,NYG,13,Sun,November 30,1:03PM,1,boxscore,25,24,258,0,329,3,-27.7%,3.0
KC,DEN,13,Sun,November 30,8:32PM,1,boxscore,16,29,388,1,151,3,14.2%,-0.0
MIA,NYJ,13,Mon,December 1,8:30PM,0,boxscore,16,13,291,1,326,1,21.3%,-7.0
MIN,CAR,13,Sun,November 30,1:02PM,1,boxscore,31,13,210,0,348,1,-13.2%,-2.5
NE,GB,13,Sun,November 30,4:25PM,0,boxscore,21,26,478,0,320,0,29.7%,3.0
NO,PIT,13,Sun,November 30,1:02PM,0,boxscore,35,32,393,0,538,2,2.0%,3.5
NYG,JAC,13,Sun,November 30,1:03PM,0,boxscore,24,25,258,0,329,3,-18.1%,-3.0
NYJ,MIA,13,Mon,December 1,8:30PM,1,boxscore,13,16,291,1,326,1,-19.9%,7.0
OAK,STL,13,Sun,November 30,1:00PM,0,boxscore,0,52,348,0,244,5,-17.1%,6.0
PHI,DAL,13,Thu,November 27,4:36PM,0,boxscore,33,10,464,1,267,3,13.3%,3.5
PIT,NO,13,Sun,November 30,1:02PM,1,boxscore,32,35,393,0,538,2,7.4%,-3.5
SD,BAL,13,Sun,November 30,1:02PM,0,boxscore,34,33,440,2,350,0,0.2%,6.5
SEA,SF,13,Thu,November 27,8:31PM,0,boxscore,19,3,379,0,164,3,16.0%,1.5
SF,SEA,13,Thu,November 27,8:31PM,1,boxscore,3,19,379,0,164,3,8.2%,-1.5
STL,OAK,13,Sun,November 30,1:00PM,1,boxscore,52,0,348,0,244,5,-13.1%,-6.0
TB,CIN,13,Sun,November 30,1:02PM,1,boxscore,13,14,288,3,263,1,-28.5%,6.0
TEN,HOU,13,Sun,November 30,1:02PM,0,boxscore,21,45,457,1,320,4,-21.2%,7.0
WAS,IND,13,Sun,November 30,1:02PM,0,boxscore,27,49,487,3,425,1,-19.6%,8.5
