Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2020,ARI,SEA,11,Thu,8:20PM,0,8.5%,3.0,-7,-4.0
2020,ATL,NO,11,Sun,1:00PM,0,-2.9%,3.5,-15,-11.5
2020,BAL,TEN,11,Sun,1:00PM,1,14.6%,-6.0,-6,-12.0
2020,CAR,DET,11,Sun,1:00PM,1,-1.3%,1.0,20,21.0
2020,CIN,WAS,11,Sun,1:00PM,0,-21.9%,1.0,-11,-10.0
2020,CLE,PHI,11,Sun,1:00PM,1,-6.9%,-2.5,5,2.5
2020,DAL,MIN,11,Sun,4:25PM,0,-18.5%,7.0,3,10.0
2020,DEN,MIA,11,Sun,4:05PM,1,-22.5%,4.0,7,11.0
2020,DET,CAR,11,Sun,1:00PM,0,-1.1%,-1.0,-20,-21.0
2020,GB,IND,11,Sun,4:25PM,0,9.5%,1.5,-3,-1.5
2020,HOU,NE,11,Sun,1:00PM,1,-7.2%,2.0,7,9.0
2020,IND,GB,11,Sun,4:25PM,1,18.1%,-1.5,3,1.5
2020,JAX,PIT,11,Sun,1:00PM,1,-15.4%,10.5,-24,-13.5
2020,KC,LV,11,Sun,8:20PM,0,23.8%,-7.5,4,-3.5
2020,LAC,NYJ,11,Sun,4:05PM,1,-8.0%,-10.0,6,-4.0
2020,LAR,TB,11,Mon,8:15PM,0,11.8%,4.0,3,7.0
2020,LV,KC,11,Sun,8:20PM,1,0.8%,7.5,-4,3.5
2020,MIA,DEN,11,Sun,4:05PM,0,3.5%,-4.0,-7,-11.0
2020,MIN,DAL,11,Sun,4:25PM,1,2.4%,-7.0,-3,-10.0
2020,NE,HOU,11,Sun,1:00PM,0,-12.1%,-2.0,-7,-9.0
2020,NO,ATL,11,Sun,1:00PM,1,30.1%,-3.5,15,11.5
2020,NYJ,LAC,11,Sun,4:05PM,0,-29.6%,10.0,-6,4.0
2020,PHI,CLE,11,Sun,1:00PM,0,-11.3%,2.5,-5,-2.5
2020,PIT,JAX,11,Sun,1:00PM,0,20.4%,-10.5,24,13.5
2020,SEA,ARI,11,Thu,8:20PM,1,13.5%,-3.0,7,4.0
2020,TB,LAR,11,Mon,8:15PM,1,24.9%,-4.0,-3,-7.0
2020,TEN,BAL,11,Sun,1:00PM,0,3.7%,6.0,6,12.0
2020,WAS,CIN,11,Sun,1:00PM,1,-15.0%,-1.0,11,10.0
