Game,EGO,Spread,Spread Target,Pick
BUF @ IND,-9.38,12.5,"[13.0, 11.0]",BUF
NYJ @ NE,-11.17,10.5,"[9.5, 7.5]",
WAS @ PHI,-10.94,8.0,"[9.5, 7.0]",PHI
BAL @ TEN,11.07,-7.5,"[-7.5, -9.5]",BAL
HOU @ JAC,-12.08,10.5,"[10.5, 8.5]",JAC
KC @ MIA,5.2,2.0,"[-1.5, -3.5]",
SD @ CIN,3.77,-1.5,"[-0.0, -2.5]",SD
SF @ DET,-4.88,6.0,"[8.5, 6.5]",
CLE @ ATL,-5.56,7.5,"[9.5, 7.0]",CLE
GB @ MIN,-2.53,5.0,"[6.0, 4.0]",GB
DEN @ OAK,7.02,-8.0,"[-8.5, -10.5]",
NO @ PIT,-4.12,6.5,"[8.0, 5.5]",NO
DAL @ ARI,9.56,-6.5,"[-6.0, -8.0]",DAL
STL @ SEA,2.68,3.0,"[1.0, -1.0]",
CHI @ NYG,0.12,1.0,"[3.5, 1.5]",
TB @ CAR,-5.67,10.0,"[9.5, 7.0]",
