Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,ATL,12,Sun,November 27,1:00PM,0,boxscore,19,38,360,1,332,1,-2.1%,4.0
ATL,ARI,12,Sun,November 27,1:00PM,1,boxscore,38,19,360,1,332,1,19.5%,-4.0
BAL,CIN,12,Sun,November 27,1:00PM,1,boxscore,19,14,311,1,325,2,1.0%,-3.5
BUF,JAC,12,Sun,November 27,1:00PM,1,boxscore,28,21,304,0,301,0,10.2%,-8.5
CAR,OAK,12,Sun,November 27,4:25PM,0,boxscore,32,35,366,2,358,2,-4.7%,3.5
CHI,TEN,12,Sun,November 27,1:00PM,1,boxscore,21,27,375,0,411,2,-5.0%,6.5
CIN,BAL,12,Sun,November 27,1:00PM,0,boxscore,14,19,311,1,325,2,-0.5%,3.5
CLE,NYG,12,Sun,November 27,1:00PM,1,boxscore,13,27,296,1,343,3,-37.4%,6.5
DAL,WAS,12,Thu,November 24,4:30PM,1,boxscore,31,26,353,0,505,0,19.7%,-5.5
DEN,KC,12,Sun,November 27,8:30PM,1,boxscore,27,30,273,0,464,1,6.7%,-3.5
DET,MIN,12,Thu,November 24,12:30PM,1,boxscore,16,13,308,0,306,1,-12.9%,-1.5
GB,PHI,12,Mon,November 28,8:30PM,0,boxscore,27,13,387,0,292,1,-5.0%,4.0
HOU,SD,12,Sun,November 27,1:00PM,1,boxscore,13,21,302,1,353,4,-25.8%,2.5
IND,PIT,12,Thu,November 24,8:30PM,1,boxscore,7,28,369,0,310,2,-12.8%,8.0
JAC,BUF,12,Sun,November 27,1:00PM,0,boxscore,21,28,304,0,301,0,-19.8%,8.5
KC,DEN,12,Sun,November 27,8:30PM,0,boxscore,30,27,273,0,464,1,3.9%,3.5
LARM,NO,12,Sun,November 27,1:00PM,0,boxscore,21,49,555,1,247,2,-8.1%,8.0
MIA,SF,12,Sun,November 27,1:00PM,1,boxscore,31,24,358,0,475,2,14.6%,-7.5
MIN,DET,12,Thu,November 24,12:30PM,0,boxscore,13,16,308,0,306,1,4.4%,1.5
NE,NYJ,12,Sun,November 27,4:25PM,0,boxscore,22,17,377,0,333,2,22.1%,-8.5
NO,LARM,12,Sun,November 27,1:00PM,1,boxscore,49,21,555,1,247,2,5.8%,-8.0
NYG,CLE,12,Sun,November 27,1:00PM,0,boxscore,27,13,296,1,343,3,3.3%,-6.5
NYJ,NE,12,Sun,November 27,4:25PM,1,boxscore,17,22,377,0,333,2,-29.4%,8.5
OAK,CAR,12,Sun,November 27,4:25PM,1,boxscore,35,32,366,2,358,2,8.9%,-3.5
PHI,GB,12,Mon,November 28,8:30PM,1,boxscore,13,27,387,0,292,1,24.3%,-4.0
PIT,IND,12,Thu,November 24,8:30PM,0,boxscore,28,7,369,0,310,2,8.5%,-8.0
SD,HOU,12,Sun,November 27,1:00PM,0,boxscore,21,13,302,1,353,4,1.3%,-2.5
SEA,TB,12,Sun,November 27,4:05PM,0,boxscore,5,14,338,2,245,3,27.8%,-5.0
SF,MIA,12,Sun,November 27,1:00PM,0,boxscore,24,31,358,0,475,2,-18.4%,7.5
TB,SEA,12,Sun,November 27,4:05PM,1,boxscore,14,5,338,2,245,3,-6.4%,5.0
TEN,CHI,12,Sun,November 27,1:00PM,0,boxscore,27,21,375,0,411,2,-2.8%,-6.5
WAS,DAL,12,Thu,November 24,4:30PM,0,boxscore,26,31,353,0,505,0,12.7%,5.5
