Opening Spread,Team 1,Team 2,Game Time,Betting Spread
-1,ATL,CAR,4th end,-1
-1,IND,DET,1:00 PM ET,-1
-1,LAR,MIA,1:00 PM ET,-1
-1,LV,CLE,1:00 PM ET,-1
-1,MIN,GB,1:00 PM ET,-1
-1,NE,BUF,1:00 PM ET,-1
-1,NYJ,KC,1:00 PM ET,-1
-1,PIT,BAL,1:00 PM ET,-1
-1,TEN,CIN,1:00 PM ET,-1
-1,LAC,DEN,4:05 PM ET,-1
-1,SF,SEA,4:25 PM ET,-1
-1,NO,CHI,4:25 PM ET,-1
-1,DAL,PHI,8:20 PM ET,-1
-1,TB,NYG,8:15 PM ET,-1
