Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,12,Sun,November 25,4:25PM,1,boxscore,17,31,367,1,375,4,-7.8%,-1.0
ATL,TB,12,Sun,November 25,1:02PM,0,boxscore,24,23,424,2,326,0,1.2%,-1.5
BAL,SD,12,Sun,November 25,4:05PM,0,boxscore,16,13,443,0,280,0,11.2%,-1.0
BUF,IND,12,Sun,November 25,1:03PM,0,boxscore,13,20,312,2,304,1,-6.9%,3.0
CAR,PHI,12,Mon,November 26,8:32PM,0,boxscore,30,22,398,0,311,3,-4.8%,-3.0
CHI,MIN,12,Sun,November 25,1:00PM,1,boxscore,28,10,296,2,258,3,23.4%,-6.5
CIN,OAK,12,Sun,November 25,1:02PM,1,boxscore,34,10,415,0,218,2,2.8%,-8.0
CLE,PIT,12,Sun,November 25,1:02PM,1,boxscore,20,14,238,1,242,8,-17.8%,2.0
DAL,WAS,12,Thu,November 22,4:41PM,1,boxscore,31,38,437,1,458,3,5.0%,-3.5
DEN,KC,12,Sun,November 25,1:03PM,0,boxscore,17,9,368,1,264,1,39.6%,-10.5
DET,HOU,12,Thu,November 22,12:39PM,1,boxscore,31,34,501,1,525,1,0.3%,4.0
GB,NYG,12,Sun,November 25,8:30PM,0,boxscore,10,38,390,0,317,2,29.6%,2.5
HOU,DET,12,Thu,November 22,12:39PM,0,boxscore,34,31,501,1,525,1,18.5%,-4.0
IND,BUF,12,Sun,November 25,1:03PM,1,boxscore,20,13,312,2,304,1,-26.9%,-3.0
JAC,TEN,12,Sun,November 25,1:03PM,1,boxscore,24,19,321,1,360,2,-35.8%,3.5
KC,DEN,12,Sun,November 25,1:03PM,1,boxscore,9,17,368,1,264,1,-40.1%,10.5
MIA,SEA,12,Sun,November 25,1:03PM,1,boxscore,24,21,435,1,312,0,-10.5%,3.0
MIN,CHI,12,Sun,November 25,1:00PM,0,boxscore,10,28,296,2,258,3,-0.3%,6.5
NE,NYJ,12,Thu,November 22,8:31PM,0,boxscore,49,19,475,1,405,5,41.6%,-7.0
NO,SF,12,Sun,November 25,4:25PM,1,boxscore,21,31,375,2,290,2,3.7%,1.5
NYG,GB,12,Sun,November 25,8:30PM,1,boxscore,38,10,390,0,317,2,13.7%,-2.5
NYJ,NE,12,Thu,November 22,8:31PM,1,boxscore,19,49,475,1,405,5,-10.9%,7.0
OAK,CIN,12,Sun,November 25,1:02PM,0,boxscore,10,34,415,0,218,2,-36.6%,8.0
PHI,CAR,12,Mon,November 26,8:32PM,1,boxscore,22,30,398,0,311,3,-25.5%,3.0
PIT,CLE,12,Sun,November 25,1:02PM,0,boxscore,14,20,238,1,242,8,7.6%,-2.0
SD,BAL,12,Sun,November 25,4:05PM,1,boxscore,13,16,443,0,280,0,-9.6%,1.0
SEA,MIA,12,Sun,November 25,1:03PM,0,boxscore,21,24,435,1,312,0,35.1%,-3.0
SF,NO,12,Sun,November 25,4:25PM,0,boxscore,31,21,375,2,290,2,42.4%,-1.5
STL,ARI,12,Sun,November 25,4:25PM,0,boxscore,31,17,367,1,375,4,-6.1%,1.0
TB,ATL,12,Sun,November 25,1:02PM,1,boxscore,23,24,424,2,326,0,4.5%,1.5
TEN,JAC,12,Sun,November 25,1:03PM,0,boxscore,19,24,321,1,360,2,-28.4%,-3.5
WAS,DAL,12,Thu,November 22,4:41PM,0,boxscore,38,31,437,1,458,3,-0.4%,3.5
