Game,EGO,Spread,Spread Target,Pick
SD @ DEN,-7.85,9.5,"[11.5, 9.5]",SD
BUF @ JAC,2.97,-4.0,"[-4.5, -6.5]",
HOU @ IND,-7.41,6.0,"[6.0, 3.5]",IND
NE @ MIA,2.61,2.5,"[1.0, -1.0]",
PHI @ MIN,3.52,-7.0,"[-5.0, -7.0]",MIN
SF @ TB,2.07,-4.5,"[-3.5, -6.0]",TB
CHI @ CLE,4.11,1.0,"[-0.5, -2.5]",
SEA @ NYG,9.03,-9.5,"[-10.5, -12.5]",
WAS @ ATL,-4.94,5.5,"[8.5, 6.5]",
KC @ OAK,8.77,-6.0,"[-5.0, -7.5]",KC
NYJ @ CAR,-11.58,10.0,"[10.0, 8.0]",CAR
GB @ DAL,-4.66,4.0,"[3.0, 1.0]",
NO @ STL,3.27,-7.0,"[-5.0, -7.0]",STL
ARI @ TEN,2.43,-3.0,"[-4.0, -6.0]",
CIN @ PIT,1.35,-1.5,"[2.5, 0.0]",
BAL @ DET,-4.08,5.5,"[8.0, 5.5]",BAL
