Game,EGO,Spread,Spread Target,Pick
MIA @ NE,-9.4,7.5,"[8.0, 5.5]",NE
MIN @ CHI,-1.37,-1.0,"[-0.0, -2.5]",CHI
SF @ STL,-10.08,7.5,"[8.5, 6.5]",STL
ARI @ CLE,8.89,-6.0,"[-5.0, -7.5]",ARI
CIN @ PIT,1.71,1.0,"[2.0, -0.0]",CIN
NYG @ NO,0.83,3.0,"[3.0, 0.5]",NYG
SD @ BAL,-5.0,3.5,"[3.5, 1.5]",BAL
TB @ ATL,-5.71,7.0,"[9.5, 7.0]",TB
TEN @ HOU,1.51,3.5,"[2.0, -0.0]",
NYJ @ OAK,2.52,-3.0,"[-4.0, -6.0]",
SEA @ DAL,5.03,-4.5,"[-1.5, -3.5]",
GB @ DEN,3.45,-2.5,"[0.0, -2.0]",
DET @ KC,-7.28,3.5,"[6.0, 3.5]",KC
IND @ CAR,-6.84,6.5,"[5.5, 3.0]",
