Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DEN,15,Sun,December 17,4:05PM,1,boxscore,20,37,362,2,295,2,-21.7%,2.5
ATL,DAL,15,Sat,December 16,8:05PM,1,boxscore,28,38,352,2,376,3,-15.5%,3.5
BAL,CLE,15,Sun,December 17,1:02PM,1,boxscore,27,17,373,3,236,2,27.9%,-12.0
BUF,MIA,15,Sun,December 17,1:02PM,1,boxscore,21,0,286,2,212,2,-11.9%,-1.0
CAR,PIT,15,Sun,December 17,1:02PM,1,boxscore,3,37,306,0,240,2,8.4%,2.5
CHI,TB,15,Sun,December 17,1:05PM,1,boxscore,34,31,446,1,357,2,28.7%,-13.5
CIN,IND,15,Mon,December 18,8:40PM,0,boxscore,16,34,394,1,278,1,13.3%,3.5
CLE,BAL,15,Sun,December 17,1:02PM,0,boxscore,17,27,373,3,236,2,-10.4%,12.0
DAL,ATL,15,Sat,December 16,8:05PM,0,boxscore,38,28,352,2,376,3,29.1%,-3.5
DEN,ARI,15,Sun,December 17,4:05PM,0,boxscore,37,20,362,2,295,2,0.0%,-2.5
DET,GB,15,Sun,December 17,1:02PM,0,boxscore,9,17,303,4,142,3,-27.1%,6.0
GB,DET,15,Sun,December 17,1:02PM,1,boxscore,17,9,303,4,142,3,-11.3%,-6.0
HOU,NE,15,Sun,December 17,1:02PM,0,boxscore,7,40,230,0,198,4,-12.9%,12.5
IND,CIN,15,Mon,December 18,8:40PM,1,boxscore,34,16,394,1,278,1,25.3%,-3.5
JAC,TEN,15,Sun,December 17,1:03PM,0,boxscore,17,24,98,0,396,4,21.2%,-3.5
KC,SD,15,Sun,December 17,8:15PM,0,boxscore,9,20,353,2,241,2,8.9%,9.0
MIA,BUF,15,Sun,December 17,1:02PM,0,boxscore,0,21,286,2,212,2,-5.2%,1.0
MIN,NYJ,15,Sun,December 17,1:05PM,1,boxscore,13,26,391,2,307,1,-4.4%,-3.0
NE,HOU,15,Sun,December 17,1:02PM,1,boxscore,40,7,230,0,198,4,25.4%,-12.5
NO,WAS,15,Sun,December 17,1:04PM,1,boxscore,10,16,354,0,270,1,10.0%,-9.5
NYG,PHI,15,Sun,December 17,4:15PM,1,boxscore,22,36,382,2,358,4,17.5%,-6.0
NYJ,MIN,15,Sun,December 17,1:05PM,0,boxscore,26,13,391,2,307,1,-4.0%,3.0
OAK,STL,15,Sun,December 17,4:15PM,1,boxscore,0,20,251,0,260,5,-20.8%,-2.0
PHI,NYG,15,Sun,December 17,4:15PM,0,boxscore,36,22,382,2,358,4,13.1%,6.0
PIT,CAR,15,Sun,December 17,1:02PM,0,boxscore,37,3,306,0,240,2,1.6%,-2.5
SD,KC,15,Sun,December 17,8:15PM,1,boxscore,20,9,353,2,241,2,27.0%,-9.0
SEA,SF,15,Thu,December 14,8:13PM,1,boxscore,14,24,390,0,300,2,-11.2%,-10.0
SF,SEA,15,Thu,December 14,8:13PM,0,boxscore,24,14,390,0,300,2,-25.4%,10.0
STL,OAK,15,Sun,December 17,4:15PM,0,boxscore,20,0,251,0,260,5,-17.2%,2.0
TB,CHI,15,Sun,December 17,1:05PM,0,boxscore,31,34,446,1,357,2,-26.9%,13.5
TEN,JAC,15,Sun,December 17,1:03PM,1,boxscore,24,17,98,0,396,4,-4.8%,3.5
WAS,NO,15,Sun,December 17,1:04PM,0,boxscore,16,10,354,0,270,1,-13.2%,9.5
