Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2016,BUF @ OAK,13,Sun,4:05PM,6.1%,3.0,-14,-11.0,-4.800000000000001,-3.27,-0.27,-10.73,"[[7.0, 5.0], [2.0, -0.5]]",0,,1
2016,CAR @ SEA,13,Sun,8:30PM,-2.2%,8.0,-33,-25.0,-20.7,-6.69,1.3099999999999996,-26.31,"[[10.5, 8.0], [5.0, 3.0]]",1,CAR,0
2016,DAL @ MIN,13,Thu,7:25PM,23.1%,-3.0,2,-1.0,21.900000000000002,2.66,-0.33999999999999986,-0.6600000000000001,"[[1.0, -1.0], [-4.0, -6.5]]",0,,1
2016,DEN @ JAC,13,Sun,1:00PM,2.4%,-3.5,10,6.5,22.7,2.84,-0.6600000000000001,7.16,"[[1.0, -1.5], [-4.5, -6.5]]",0,,0
2016,DET @ NO,13,Sun,1:00PM,-10.6%,6.5,15,21.5,-19.6,-6.45,0.04999999999999982,21.45,"[[10.0, 8.0], [5.0, 3.0]]",0,,1
2016,HOU @ GB,13,Sun,1:00PM,-27.3%,6.5,-8,-1.5,-28.2,-8.27,-1.7699999999999996,0.2699999999999996,"[[12.0, 10.0], [7.0, 4.5]]",1,GB,1
2016,IND @ NYJ,13,Mon,8:30PM,-18.2%,1.0,31,32.0,8.0,-0.46,0.54,31.46,"[[4.0, 2.0], [-1.0, -3.0]]",0,,1
2016,KC @ ATL,13,Sun,1:00PM,11.7%,5.0,1,6.0,-10.100000000000001,-4.42,0.5800000000000001,5.42,"[[8.0, 6.0], [3.0, 0.5]]",0,,1
2016,LARM @ NE,13,Sun,1:00PM,-14.4%,13.0,-16,-3.0,-35.1,-9.71,3.289999999999999,-6.289999999999999,"[[13.5, 11.0], [8.0, 6.0]]",1,LARM,0
2016,MIA @ BAL,13,Sun,1:00PM,12.3%,3.5,-32,-28.5,5.9,-0.93,2.57,-31.07,"[[4.5, 2.5], [-0.5, -3.0]]",1,MIA,0
2016,NYG @ PIT,13,Sun,4:25PM,5.1%,6.5,-10,-3.5,-8.3,-4.03,2.4699999999999998,-5.97,"[[7.5, 5.5], [2.5, 0.5]]",1,NYG,0
2016,PHI @ CIN,13,Sun,1:00PM,18.7%,2.0,-18,-16.0,22.099999999999998,2.7,4.7,-20.7,"[[1.0, -1.0], [-4.0, -6.5]]",0,,0
2016,SF @ CHI,13,Sun,1:00PM,-17.2%,0.0,-20,-20.0,-8.2,-4.01,-4.01,-15.99,"[[7.5, 5.5], [2.5, 0.5]]",0,,1
2016,TB @ SD,13,Sun,4:25PM,2.6%,3.5,7,10.5,0.0,-2.22,1.2799999999999998,9.22,"[[6.0, 3.5], [0.5, -1.5]]",1,TB,1
2016,WAS @ ARI,13,Sun,4:25PM,9.7%,2.5,-8,-5.5,13.399999999999999,0.74,3.24,-8.74,"[[3.0, 1.0], [-2.0, -4.5]]",1,WAS,0
