Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,WAS,13,Sun,December 4,4:25PM,1,boxscore,31,23,369,0,333,2,-3.7%,-2.5
ATL,KC,13,Sun,December 4,1:00PM,1,boxscore,28,29,389,1,418,1,21.8%,-5.0
BAL,MIA,13,Sun,December 4,1:00PM,1,boxscore,38,6,496,2,277,3,6.4%,-3.5
BUF,OAK,13,Sun,December 4,4:05PM,0,boxscore,24,38,399,0,382,2,6.1%,3.0
CAR,SEA,13,Sun,December 4,8:30PM,0,boxscore,7,40,534,1,271,2,-2.2%,8.0
CHI,SF,13,Sun,December 4,1:00PM,1,boxscore,26,6,326,1,147,0,-9.0%,-0.0
CIN,PHI,13,Sun,December 4,1:00PM,1,boxscore,32,14,412,2,359,3,-3.4%,-2.0
DAL,MIN,13,Thu,December 1,7:25PM,0,boxscore,17,15,264,2,318,1,23.1%,-3.0
DEN,JAC,13,Sun,December 4,1:00PM,0,boxscore,20,10,206,0,333,3,2.4%,-3.5
DET,NO,13,Sun,December 4,1:00PM,0,boxscore,28,13,422,0,369,3,-10.6%,6.5
GB,HOU,13,Sun,December 4,1:00PM,1,boxscore,21,13,309,1,307,1,0.9%,-6.5
HOU,GB,13,Sun,December 4,1:00PM,0,boxscore,13,21,309,1,307,1,-27.3%,6.5
IND,NYJ,13,Mon,December 5,8:30PM,0,boxscore,41,10,421,1,250,3,-18.2%,1.0
JAC,DEN,13,Sun,December 4,1:00PM,1,boxscore,10,20,206,0,333,3,-20.3%,3.5
KC,ATL,13,Sun,December 4,1:00PM,0,boxscore,29,28,389,1,418,1,11.7%,5.0
LARM,NE,13,Sun,December 4,1:00PM,0,boxscore,10,26,402,0,162,2,-14.4%,13.0
MIA,BAL,13,Sun,December 4,1:00PM,0,boxscore,6,38,496,2,277,3,12.3%,3.5
MIN,DAL,13,Thu,December 1,7:25PM,1,boxscore,15,17,264,2,318,1,1.2%,3.0
NE,LARM,13,Sun,December 4,1:00PM,1,boxscore,26,10,402,0,162,2,20.7%,-13.0
NO,DET,13,Sun,December 4,1:00PM,1,boxscore,13,28,422,0,369,3,9.0%,-6.5
NYG,PIT,13,Sun,December 4,4:25PM,0,boxscore,14,24,389,2,234,2,5.1%,6.5
NYJ,IND,13,Mon,December 5,8:30PM,1,boxscore,10,41,421,1,250,3,-26.2%,-1.0
OAK,BUF,13,Sun,December 4,4:05PM,1,boxscore,38,24,399,0,382,2,10.9%,-3.0
PHI,CIN,13,Sun,December 4,1:00PM,0,boxscore,14,32,412,2,359,3,18.7%,2.0
PIT,NYG,13,Sun,December 4,4:25PM,1,boxscore,24,14,389,2,234,2,13.4%,-6.5
SD,TB,13,Sun,December 4,4:25PM,1,boxscore,21,28,349,1,330,2,2.6%,-3.5
SEA,CAR,13,Sun,December 4,8:30PM,1,boxscore,40,7,534,1,271,2,18.5%,-8.0
SF,CHI,13,Sun,December 4,1:00PM,0,boxscore,6,26,326,1,147,0,-17.2%,0.0
TB,SD,13,Sun,December 4,4:25PM,0,boxscore,28,21,349,1,330,2,2.6%,3.5
WAS,ARI,13,Sun,December 4,4:25PM,0,boxscore,23,31,369,0,333,2,9.7%,2.5
