Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2018,ARI,SF,8,Sun,4:25PM,1,-31.4%,2.5,3,5.5
2018,BAL,CAR,8,Sun,1:00PM,0,18.0%,-2.5,-15,-17.5
2018,BUF,NE,8,Mon,8:15PM,1,-39.4%,13.5,-19,-5.5
2018,CAR,BAL,8,Sun,1:00PM,1,8.0%,2.5,15,17.5
2018,CHI,NYJ,8,Sun,1:00PM,1,9.5%,-8.5,14,5.5
2018,CIN,TB,8,Sun,1:00PM,1,-7.7%,-3.5,3,-0.5
2018,CLE,PIT,8,Sun,1:00PM,0,-13.4%,8.5,-15,-6.5
2018,DEN,KC,8,Sun,1:00PM,0,13.8%,8.5,-7,1.5
2018,DET,SEA,8,Sun,1:00PM,1,-13.0%,-3.0,-14,-17.0
2018,GB,LAR,8,Sun,4:25PM,0,5.6%,7.5,-2,5.5
2018,HOU,MIA,8,Thu,8:20PM,1,4.5%,-7.5,19,11.5
2018,IND,OAK,8,Sun,4:05PM,0,3.5%,-3.5,14,10.5
2018,JAX,PHI,8,Sun,9:30AM,1,-4.4%,3.5,-6,-2.5
2018,KC,DEN,8,Sun,1:00PM,1,31.1%,-8.5,7,-1.5
2018,LAR,GB,8,Sun,4:25PM,1,33.5%,-7.5,2,-5.5
2018,MIA,HOU,8,Thu,8:20PM,0,7.2%,7.5,-19,-11.5
2018,MIN,NO,8,Sun,8:20PM,1,2.8%,2.5,-10,-7.5
2018,NE,BUF,8,Mon,8:15PM,0,14.9%,-13.5,19,5.5
2018,NO,MIN,8,Sun,8:20PM,0,15.3%,-2.5,10,7.5
2018,NYG,WAS,8,Sun,1:00PM,1,-12.0%,1.0,-7,-6.0
2018,NYJ,CHI,8,Sun,1:00PM,0,-6.8%,8.5,-14,-5.5
2018,OAK,IND,8,Sun,4:05PM,1,-16.8%,3.5,-14,-10.5
2018,PHI,JAX,8,Sun,9:30AM,0,-3.1%,-3.5,6,2.5
2018,PIT,CLE,8,Sun,1:00PM,1,10.8%,-8.5,15,6.5
2018,SEA,DET,8,Sun,1:00PM,0,9.3%,3.0,14,17.0
2018,SF,ARI,8,Sun,4:25PM,0,-21.8%,-2.5,-3,-5.5
2018,TB,CIN,8,Sun,1:00PM,0,-14.2%,3.5,-3,0.5
2018,WAS,NYG,8,Sun,1:00PM,0,-3.1%,-1.0,7,6.0
