Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,KC,11,Sun,November 21,1:03PM,0,boxscore,13,31,352,0,382,0,-38.0%,7.0
ATL,STL,11,Sun,November 21,4:05PM,0,boxscore,34,17,391,0,304,1,11.1%,-3.5
BAL,CAR,11,Sun,November 21,1:04PM,0,boxscore,37,13,378,2,270,2,18.4%,-13.5
BUF,CIN,11,Sun,November 21,1:02PM,0,boxscore,49,31,449,2,361,3,-23.0%,4.0
CAR,BAL,11,Sun,November 21,1:04PM,1,boxscore,13,37,378,2,270,2,-46.0%,13.5
CHI,MIA,11,Thu,November 18,8:29PM,0,boxscore,16,0,268,1,187,1,-13.6%,2.0
CIN,BUF,11,Sun,November 21,1:02PM,1,boxscore,31,49,449,2,361,3,-4.0%,-4.0
CLE,JAC,11,Sun,November 21,1:03PM,0,boxscore,20,24,371,6,283,1,8.9%,2.5
DAL,DET,11,Sun,November 21,1:02PM,1,boxscore,35,19,265,1,338,2,-18.2%,-7.0
DEN,SD,11,Mon,November 22,8:40PM,0,boxscore,14,35,400,1,235,1,-11.3%,9.0
DET,DAL,11,Sun,November 21,1:02PM,0,boxscore,19,35,265,1,338,2,-8.8%,7.0
GB,MIN,11,Sun,November 21,1:05PM,0,boxscore,31,3,374,0,300,2,21.1%,-3.0
HOU,NYJ,11,Sun,November 21,1:03PM,0,boxscore,27,30,401,2,343,1,-2.0%,6.5
IND,NE,11,Sun,November 21,4:15PM,0,boxscore,28,31,346,0,467,3,16.4%,4.5
JAC,CLE,11,Sun,November 21,1:03PM,1,boxscore,24,20,371,6,283,1,-9.0%,-2.5
KC,ARI,11,Sun,November 21,1:03PM,1,boxscore,31,13,352,0,382,0,4.5%,-7.0
MIA,CHI,11,Thu,November 18,8:29PM,1,boxscore,0,16,268,1,187,1,13.6%,-2.0
MIN,GB,11,Sun,November 21,1:05PM,1,boxscore,3,31,374,0,300,2,-14.0%,3.0
NE,IND,11,Sun,November 21,4:15PM,1,boxscore,31,28,346,0,467,3,23.6%,-4.5
NO,SEA,11,Sun,November 21,4:05PM,1,boxscore,34,19,494,2,424,2,8.2%,-11.0
NYG,PHI,11,Sun,November 21,8:30PM,0,boxscore,17,27,392,2,208,5,23.4%,3.5
NYJ,HOU,11,Sun,November 21,1:03PM,1,boxscore,30,27,401,2,343,1,9.6%,-6.5
OAK,PIT,11,Sun,November 21,1:02PM,0,boxscore,3,35,431,1,182,3,-2.7%,7.0
PHI,NYG,11,Sun,November 21,8:30PM,1,boxscore,27,17,392,2,208,5,35.7%,-3.5
PIT,OAK,11,Sun,November 21,1:02PM,1,boxscore,35,3,431,1,182,3,23.5%,-7.0
SD,DEN,11,Mon,November 22,8:40PM,1,boxscore,35,14,400,1,235,1,17.7%,-9.0
SEA,NO,11,Sun,November 21,4:05PM,0,boxscore,19,34,494,2,424,2,-25.1%,11.0
SF,TB,11,Sun,November 21,4:05PM,1,boxscore,0,21,299,0,189,2,1.2%,-3.5
STL,ATL,11,Sun,November 21,4:05PM,1,boxscore,17,34,391,0,304,1,-17.3%,3.5
TB,SF,11,Sun,November 21,4:05PM,0,boxscore,21,0,299,0,189,2,-9.3%,3.5
TEN,WAS,11,Sun,November 21,1:03PM,1,boxscore,16,19,465,1,373,2,28.0%,-7.0
WAS,TEN,11,Sun,November 21,1:03PM,0,boxscore,19,16,465,1,373,2,-13.4%,7.0
