Game,EGO,Spread,Spread Target,Pick
CHI @ MIA,-8.06,2.0,"[6.5, 4.5]",
BUF @ CIN,-6.32,4.0,"[5.0, 2.5]",CIN
DET @ DAL,-0.15,7.0,"[4.0, 1.5]",
OAK @ PIT,-7.85,7.0,"[6.5, 4.0]",
ARI @ KC,-11.23,7.0,"[9.5, 7.5]",
CLE @ JAC,1.76,2.5,"[2.0, -0.5]",
HOU @ NYJ,-4.75,6.5,"[8.5, 6.0]",HOU
WAS @ TEN,-11.0,7.0,"[9.5, 7.5]",
BAL @ CAR,12.63,-13.5,"[-14.0, -16.5]",
GB @ MIN,5.68,-3.0,"[-2.0, -4.0]",GB
ATL @ STL,4.14,-3.5,"[-0.5, -2.5]",
SEA @ NO,-9.33,11.0,"[13.0, 11.0]",SEA
TB @ SF,-4.51,3.5,"[3.0, 1.0]",
IND @ NE,-3.8,4.5,"[7.5, 5.5]",
NYG @ PHI,-4.9,3.5,"[3.5, 1.0]",PHI
DEN @ SD,-8.43,9.0,"[12.0, 10.0]",
