Game,EGO,Spread,Spread Target,Pick
ARI @ STL,8.75,-3.0,"[-5.0, -7.0]",
BAL @ CLE,6.14,2.5,"[-2.5, -4.5]",
DET @ CHI,-13.83,12.5,"[12.5, 10.0]",CHI
GB @ TEN,-5.24,3.5,"[3.5, 1.5]",TEN
JAC @ CIN,7.23,-7.5,"[-8.5, -11.0]",
NYJ @ BUF,-5.09,5.0,"[9.0, 6.5]",
TB @ KC,14.74,-9.5,"[-11.0, -13.0]",
HOU @ MIN,-3.47,5.5,"[7.0, 5.0]",HOU
MIA @ DEN,2.63,4.0,"[1.0, -1.0]",
ATL @ OAK,4.44,-3.0,"[-0.5, -3.0]",ATL
DAL @ NYG,-11.37,8.5,"[10.0, 7.5]",NYG
PHI @ SEA,11.05,-6.5,"[-7.5, -9.5]",
NE @ IND,-5.58,6.5,"[9.5, 7.0]",
PIT @ WAS,-2.83,2.5,"[1.5, -1.0]",
