Team,Week,Year,Spread,Over/Under,Game Scoring Margin,Spread to Result Difference,Spread Result Class,Home Team,Short Week,Off Bye Week,Opponent,W-L% Rating,Point Differential Per Game Rating,Time of Poss Per Game Rating,Yards For per Play Rating,Yards Against per Play Rating,Penalty Yards Margin Per Game Rating,3rd Down %_For Rating,3rd Down % Against Rating,Total Yard Margin Per Game Rating,Turnover Margin Per Game Rating,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Home Team,Opp Short Week,Opp Off Bye Week,Opp W-L% Rating,Opp Point Differential Per Game Rating,Opp Sacks Against Per Game Rating,Opp Sacks For Per Game Rating,Opp Yards per Rush For Rating,Opp Rushing Yards For Per Game Rating,Opp Yards per Rush Against Rating,Opp Rushing Yards Against Per Game Rating,Opp Passer Rating For Rating,Opp Passing Yards For Per Game Rating,Opp Passer Rating Against Rating,Opp Passing Yards Against Per Game Rating,Opp Time of Poss Per Game Rating,Opp Yards For per Play Rating,Opp Yards Against per Play Rating,Opp Penalty Yards Margin Per Game Rating,Opp 3rd Down %_For Rating,Opp 3rd Down % Against Rating,Opp Total Yard Margin Per Game Rating,Opp Turnover Margin Per Game Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating
DET,2,2018,6.0,48.5,-3,3.0,1,0,0,0,SFO,0.0,15.0,29.0,42.0,43.0,30.0,20.0,42.0,48.0,80.0,29.0,100.0,0.0,9.0,64.0,70.0,1,0,0,0.0,41.0,57.0,43.0,33.0,36.0,66.0,46.0,20.0,46.0,44.0,57.0,41.0,47.0,61.0,32.0,50.0,45.0,46.0,80.0,43.0,57.0,36.0,46.0,46.0,57.0
GNB,2,2018,2.0,45.0,0,2.0,1,1,0,0,MIN,100.0,51.0,29.0,62.0,68.0,72.0,50.0,45.0,68.0,60.0,57.0,43.0,21.0,30.0,64.0,77.0,0,0,0,100.0,59.0,57.0,43.0,34.0,54.0,67.0,64.0,56.0,43.0,80.0,54.0,59.0,39.0,53.0,68.0,55.0,50.0,54.0,20.0,43.0,57.0,54.0,64.0,43.0,54.0
HOU,2,2018,-3.5,41.0,-3,-6.5,-1,0,0,0,TEN,0.0,42.0,41.0,34.0,52.0,55.0,11.0,69.0,35.0,40.0,29.0,57.0,90.0,42.0,24.0,46.0,1,0,0,0.0,42.0,100.0,14.0,47.0,54.0,48.0,43.0,14.0,41.0,48.0,58.0,47.0,42.0,44.0,48.0,58.0,86.0,49.0,60.0,14.0,100.0,54.0,43.0,41.0,58.0
IND,2,2018,6.0,48.0,12,18.0,1,0,0,0,WAS,0.0,38.0,65.0,40.0,32.0,48.0,100.0,28.0,62.0,50.0,29.0,71.0,25.0,57.0,65.0,56.0,1,0,0,100.0,70.0,57.0,29.0,58.0,100.0,35.0,80.0,73.0,49.0,71.0,79.0,100.0,53.0,72.0,48.0,65.0,100.0,100.0,40.0,29.0,57.0,100.0,80.0,49.0,79.0
JAX,2,2018,2.0,44.5,11,13.0,1,1,0,0,NWE,100.0,56.0,47.0,40.0,55.0,95.0,35.0,65.0,46.0,40.0,29.0,86.0,69.0,48.0,27.0,61.0,0,0,0,100.0,58.0,71.0,43.0,45.0,58.0,23.0,10.0,61.0,54.0,67.0,76.0,59.0,48.0,66.0,45.0,31.0,89.0,65.0,60.0,43.0,71.0,58.0,10.0,54.0,76.0
KAN,2,2018,4.5,52.0,5,9.5,1,0,0,0,PIT,100.0,61.0,24.0,68.0,20.0,53.0,53.0,72.0,9.0,30.0,14.0,86.0,47.0,41.0,51.0,4.0,1,0,0,50.0,50.0,43.0,100.0,65.0,84.0,31.0,3.0,31.0,67.0,75.0,78.0,82.0,56.0,78.0,67.0,66.0,71.0,84.0,100.0,100.0,43.0,84.0,3.0,67.0,78.0
LAC,2,2018,-7.5,41.5,11,3.5,1,0,0,0,BUF,0.0,39.0,76.0,80.0,32.0,47.0,28.0,47.0,91.0,70.0,14.0,86.0,59.0,53.0,96.0,49.0,1,0,0,0.0,0.0,14.0,29.0,39.0,31.0,72.0,45.0,0.0,0.0,30.0,50.0,18.0,0.0,59.0,63.0,2.0,42.0,0.0,60.0,29.0,14.0,31.0,45.0,0.0,50.0
LAR,2,2018,-13.5,43.5,34,20.5,1,1,0,0,ARI,100.0,73.0,41.0,59.0,39.0,0.0,46.0,37.0,43.0,20.0,14.0,86.0,71.0,61.0,43.0,36.0,0,0,0,0.0,30.0,71.0,43.0,65.0,20.0,42.0,0.0,29.0,21.0,27.0,51.0,0.0,28.0,47.0,52.0,0.0,35.0,0.0,60.0,43.0,71.0,20.0,0.0,21.0,51.0
MIA,2,2018,3.0,43.0,8,11.0,1,0,0,0,NYJ,100.0,58.0,53.0,56.0,58.0,52.0,14.0,42.0,51.0,40.0,0.0,86.0,57.0,46.0,42.0,59.0,1,0,0,100.0,85.0,71.0,0.0,70.0,91.0,100.0,100.0,72.0,30.0,84.0,36.0,71.0,57.0,58.0,70.0,58.0,80.0,52.0,20.0,0.0,71.0,91.0,100.0,30.0,36.0
MIN,2,2018,-2.0,45.0,0,-2.0,-1,0,0,0,GNB,100.0,59.0,59.0,39.0,53.0,68.0,55.0,50.0,54.0,20.0,43.0,57.0,54.0,64.0,43.0,54.0,1,0,0,100.0,51.0,43.0,57.0,41.0,21.0,15.0,30.0,67.0,64.0,57.0,77.0,29.0,62.0,68.0,72.0,50.0,45.0,68.0,60.0,57.0,43.0,21.0,30.0,64.0,77.0
NOR,2,2018,-10.0,51.0,3,-7.0,-1,1,0,0,CLE,0.0,41.0,35.0,92.0,0.0,54.0,61.0,6.0,38.0,70.0,0.0,86.0,3.0,49.0,100.0,4.0,0,0,0,50.0,50.0,0.0,57.0,69.0,97.0,35.0,16.0,25.0,22.0,69.0,33.0,76.0,22.0,44.0,33.0,29.0,34.0,16.0,0.0,57.0,0.0,97.0,16.0,22.0,33.0
NWE,2,2018,-2.0,44.5,-11,-13.0,-1,0,0,0,JAX,100.0,58.0,59.0,48.0,66.0,45.0,31.0,89.0,65.0,60.0,43.0,71.0,58.0,10.0,54.0,76.0,1,0,0,100.0,56.0,86.0,29.0,77.0,69.0,21.0,48.0,36.0,27.0,64.0,61.0,47.0,40.0,55.0,95.0,35.0,65.0,46.0,40.0,29.0,86.0,69.0,48.0,27.0,61.0
NYG,2,2018,3.0,42.0,-7,-4.0,-1,0,0,0,DAL,0.0,44.0,53.0,45.0,60.0,5.0,35.0,65.0,54.0,60.0,14.0,71.0,52.0,31.0,39.0,73.0,1,0,0,0.0,41.0,14.0,43.0,56.0,38.0,33.0,24.0,46.0,19.0,53.0,79.0,47.0,26.0,62.0,53.0,11.0,60.0,36.0,50.0,43.0,14.0,38.0,24.0,19.0,79.0
NYJ,2,2018,-3.0,43.0,-8,-11.0,-1,1,0,0,MIA,100.0,85.0,71.0,57.0,58.0,70.0,58.0,80.0,52.0,20.0,0.0,71.0,91.0,100.0,30.0,36.0,0,0,0,100.0,58.0,86.0,0.0,52.0,57.0,53.0,46.0,52.0,42.0,86.0,59.0,53.0,56.0,58.0,52.0,14.0,42.0,51.0,40.0,0.0,86.0,57.0,46.0,42.0,59.0
OAK,2,2018,5.5,44.0,-1,4.5,1,0,0,0,DEN,0.0,27.0,59.0,61.0,41.0,100.0,63.0,54.0,57.0,80.0,14.0,86.0,39.0,29.0,64.0,57.0,1,0,0,100.0,53.0,86.0,86.0,66.0,75.0,53.0,83.0,48.0,70.0,46.0,52.0,82.0,67.0,49.0,59.0,40.0,92.0,88.0,50.0,86.0,86.0,75.0,83.0,70.0,52.0
PHI,2,2018,-3.0,46.5,-6,-9.0,-1,0,0,0,TAM,100.0,57.0,65.0,19.0,65.0,30.0,72.0,73.0,34.0,60.0,57.0,71.0,52.0,76.0,14.0,57.0,1,0,0,100.0,59.0,100.0,14.0,23.0,51.0,76.0,97.0,100.0,96.0,19.0,0.0,65.0,100.0,8.0,46.0,94.0,39.0,62.0,30.0,14.0,100.0,51.0,97.0,96.0,0.0
PIT,2,2018,-4.5,52.0,-5,-9.5,-1,1,0,0,KAN,50.0,50.0,82.0,56.0,78.0,67.0,66.0,71.0,84.0,100.0,100.0,43.0,84.0,3.0,67.0,78.0,0,0,0,100.0,61.0,86.0,14.0,44.0,47.0,0.0,41.0,79.0,51.0,38.0,4.0,24.0,68.0,20.0,53.0,53.0,72.0,9.0,30.0,14.0,86.0,47.0,41.0,51.0,4.0
SEA,2,2018,4.5,42.5,-7,-2.5,-1,0,0,0,CHI,0.0,47.0,18.0,51.0,33.0,41.0,8.0,60.0,12.0,50.0,14.0,14.0,17.0,25.0,48.0,30.0,1,0,0,0.0,49.0,43.0,57.0,85.0,70.0,59.0,79.0,43.0,23.0,33.0,36.0,71.0,32.0,38.0,28.0,55.0,50.0,32.0,40.0,57.0,43.0,70.0,79.0,23.0,36.0
SFO,2,2018,-6.0,48.5,3,-3.0,-1,1,0,0,DET,0.0,41.0,41.0,47.0,61.0,32.0,50.0,45.0,46.0,80.0,43.0,57.0,36.0,46.0,46.0,57.0,0,0,0,0.0,15.0,100.0,29.0,0.0,0.0,30.0,9.0,16.0,64.0,28.0,70.0,29.0,42.0,43.0,30.0,20.0,42.0,48.0,80.0,29.0,100.0,0.0,9.0,64.0,70.0
TAM,2,2018,3.0,46.5,6,9.0,1,1,0,0,PHI,100.0,59.0,65.0,100.0,8.0,46.0,94.0,39.0,62.0,30.0,14.0,100.0,51.0,97.0,96.0,0.0,0,0,0,100.0,57.0,71.0,57.0,53.0,52.0,49.0,76.0,26.0,14.0,71.0,57.0,65.0,19.0,65.0,30.0,72.0,73.0,34.0,60.0,57.0,71.0,52.0,76.0,14.0,57.0
TEN,2,2018,3.5,41.0,3,6.5,1,1,0,0,HOU,0.0,42.0,47.0,42.0,44.0,48.0,58.0,86.0,49.0,60.0,14.0,100.0,54.0,43.0,41.0,58.0,0,0,0,0.0,42.0,57.0,29.0,77.0,90.0,55.0,42.0,33.0,24.0,39.0,46.0,41.0,34.0,52.0,55.0,11.0,69.0,35.0,40.0,29.0,57.0,90.0,42.0,24.0,46.0
WAS,2,2018,-6.0,48.0,-12,-18.0,-1,1,0,0,IND,100.0,70.0,100.0,53.0,72.0,48.0,65.0,100.0,100.0,40.0,29.0,57.0,100.0,80.0,49.0,79.0,0,0,0,0.0,38.0,71.0,29.0,27.0,25.0,18.0,57.0,55.0,65.0,33.0,56.0,65.0,40.0,32.0,48.0,100.0,28.0,62.0,50.0,29.0,71.0,25.0,57.0,65.0,56.0
ARI,3,2018,5.5,39.0,-2,3.5,1,1,0,0,CHI,0.0,3.0,0.0,1.0,32.0,46.0,0.0,14.0,0.0,70.0,44.0,82.0,8.0,36.0,0.0,50.0,0,0,0,50.0,56.0,55.0,100.0,55.0,57.0,74.0,89.0,36.0,19.0,45.0,66.0,83.0,16.0,59.0,36.0,53.0,50.0,55.0,50.0,100.0,55.0,57.0,89.0,19.0,66.0
ATL,3,2018,-1.5,54.0,-6,-7.5,-1,1,0,0,NOR,50.0,51.0,42.0,51.0,60.0,50.0,46.0,20.0,74.0,50.0,33.0,73.0,66.0,52.0,46.0,79.0,0,0,0,50.0,46.0,73.0,22.0,8.0,0.0,82.0,64.0,74.0,72.0,0.0,39.0,54.0,59.0,0.0,52.0,33.0,20.0,52.0,90.0,22.0,73.0,0.0,64.0,72.0,39.0
BAL,3,2018,-5.5,46.0,13,7.5,1,1,0,0,DEN,50.0,81.0,67.0,33.0,100.0,16.0,57.0,93.0,100.0,80.0,56.0,55.0,37.0,69.0,66.0,98.0,0,0,0,100.0,54.0,91.0,67.0,95.0,100.0,73.0,84.0,30.0,54.0,32.0,63.0,63.0,60.0,37.0,54.0,56.0,100.0,88.0,70.0,67.0,91.0,100.0,84.0,54.0,63.0
BUF,3,2018,16.5,41.0,21,37.5,1,0,0,0,MIN,0.0,0.0,17.0,0.0,48.0,48.0,10.0,48.0,31.0,90.0,33.0,9.0,30.0,55.0,9.0,68.0,1,0,0,75.0,58.0,64.0,67.0,36.0,38.0,65.0,71.0,62.0,71.0,77.0,69.0,67.0,51.0,61.0,66.0,62.0,63.0,84.0,40.0,67.0,64.0,38.0,71.0,71.0,69.0
CAR,3,2018,-2.5,44.0,10,7.5,1,1,0,0,CIN,50.0,51.0,54.0,49.0,42.0,53.0,47.0,57.0,73.0,60.0,56.0,64.0,78.0,39.0,41.0,84.0,0,0,0,100.0,71.0,91.0,56.0,62.0,50.0,88.0,90.0,61.0,46.0,63.0,36.0,50.0,50.0,64.0,65.0,56.0,0.0,52.0,30.0,56.0,91.0,50.0,90.0,46.0,36.0
CHI,3,2018,-5.5,39.0,2,-3.5,-1,0,0,0,ARI,50.0,56.0,83.0,16.0,59.0,36.0,53.0,50.0,55.0,50.0,100.0,55.0,57.0,89.0,19.0,66.0,1,0,0,0.0,3.0,82.0,44.0,51.0,8.0,73.0,36.0,14.0,0.0,26.0,50.0,0.0,1.0,32.0,46.0,0.0,14.0,0.0,70.0,44.0,82.0,8.0,36.0,0.0,50.0
CIN,3,2018,2.5,44.0,-10,-7.5,-1,0,0,0,CAR,100.0,71.0,50.0,50.0,64.0,65.0,56.0,0.0,52.0,30.0,56.0,91.0,50.0,90.0,46.0,36.0,1,0,0,50.0,51.0,64.0,56.0,100.0,78.0,28.0,39.0,51.0,41.0,43.0,84.0,54.0,49.0,42.0,53.0,47.0,57.0,73.0,60.0,56.0,64.0,78.0,39.0,41.0,84.0
CLE,3,2018,-3.0,41.0,4,1.0,1,1,1,0,NYJ,25.0,48.0,63.0,19.0,57.0,27.0,25.0,55.0,54.0,0.0,67.0,18.0,79.0,57.0,27.0,62.0,0,1,0,50.0,72.0,64.0,33.0,42.0,50.0,67.0,76.0,44.0,47.0,89.0,81.0,71.0,49.0,75.0,78.0,43.0,63.0,80.0,40.0,33.0,64.0,50.0,76.0,47.0,81.0
DAL,3,2018,1.0,40.0,-11,-10.0,-1,0,0,0,SEA,50.0,50.0,42.0,29.0,91.0,57.0,9.0,41.0,63.0,50.0,89.0,55.0,60.0,73.0,12.0,92.0,1,0,0,0.0,41.0,0.0,22.0,34.0,16.0,62.0,52.0,44.0,37.0,65.0,65.0,12.0,28.0,51.0,30.0,20.0,53.0,45.0,60.0,22.0,0.0,16.0,52.0,37.0,65.0
DEN,3,2018,5.5,46.0,-13,-7.5,-1,0,0,0,BAL,100.0,54.0,63.0,60.0,37.0,54.0,56.0,100.0,88.0,70.0,67.0,91.0,100.0,84.0,54.0,63.0,1,0,0,50.0,81.0,55.0,56.0,21.0,37.0,66.0,69.0,46.0,66.0,85.0,98.0,67.0,33.0,100.0,16.0,57.0,93.0,100.0,80.0,56.0,55.0,37.0,69.0,66.0,98.0
DET,3,2018,7.0,55.0,16,23.0,1,1,0,0,NWE,0.0,19.0,42.0,41.0,39.0,38.0,36.0,58.0,75.0,100.0,78.0,91.0,15.0,0.0,69.0,97.0,0,0,0,50.0,47.0,73.0,22.0,37.0,47.0,36.0,36.0,57.0,45.0,56.0,61.0,54.0,35.0,42.0,20.0,27.0,20.0,51.0,60.0,22.0,73.0,47.0,36.0,45.0,61.0
GNB,3,2018,-2.5,45.5,-14,-16.5,-1,0,0,0,WAS,75.0,51.0,71.0,44.0,41.0,54.0,36.0,29.0,59.0,60.0,56.0,36.0,30.0,63.0,56.0,54.0,1,0,0,50.0,56.0,55.0,22.0,43.0,68.0,60.0,77.0,54.0,49.0,86.0,100.0,100.0,35.0,85.0,72.0,48.0,40.0,100.0,40.0,22.0,55.0,68.0,77.0,49.0,100.0
HOU,3,2018,-6.5,44.0,-5,-11.5,-1,1,0,0,NYG,0.0,41.0,46.0,47.0,60.0,57.0,29.0,74.0,77.0,60.0,22.0,45.0,100.0,57.0,38.0,76.0,0,0,0,0.0,39.0,36.0,0.0,38.0,21.0,18.0,35.0,40.0,35.0,70.0,99.0,63.0,18.0,54.0,0.0,49.0,76.0,62.0,80.0,0.0,36.0,21.0,35.0,35.0,99.0
IND,3,2018,6.5,45.5,-4,2.5,1,0,0,0,PHI,50.0,51.0,50.0,26.0,51.0,14.0,100.0,48.0,65.0,70.0,44.0,82.0,35.0,80.0,44.0,67.0,1,0,0,50.0,50.0,64.0,56.0,48.0,47.0,100.0,100.0,35.0,36.0,47.0,45.0,83.0,22.0,35.0,34.0,54.0,71.0,54.0,70.0,56.0,64.0,47.0,100.0,36.0,45.0
JAX,3,2018,-10.0,39.0,-3,-13.0,-1,1,0,0,TEN,100.0,65.0,54.0,53.0,64.0,100.0,79.0,71.0,86.0,60.0,33.0,100.0,65.0,67.0,54.0,80.0,0,0,0,50.0,47.0,100.0,44.0,27.0,53.0,29.0,38.0,26.0,30.0,44.0,65.0,50.0,30.0,17.0,35.0,44.0,67.0,45.0,60.0,44.0,100.0,53.0,38.0,30.0,65.0
KAN,3,2018,-5.5,53.0,11,5.5,1,1,0,0,SFO,100.0,64.0,25.0,86.0,5.0,41.0,49.0,86.0,39.0,50.0,11.0,91.0,61.0,84.0,60.0,0.0,0,0,0,50.0,46.0,27.0,44.0,97.0,83.0,50.0,60.0,33.0,28.0,45.0,57.0,46.0,43.0,56.0,22.0,33.0,38.0,53.0,80.0,44.0,27.0,83.0,60.0,28.0,57.0
LAC,3,2018,7.5,49.0,-12,-4.5,-1,0,0,0,LAR,50.0,51.0,83.0,74.0,44.0,49.0,25.0,53.0,96.0,60.0,56.0,82.0,60.0,70.0,74.0,73.0,1,0,0,100.0,100.0,82.0,11.0,45.0,60.0,62.0,87.0,56.0,58.0,97.0,89.0,63.0,59.0,68.0,7.0,65.0,62.0,99.0,30.0,11.0,82.0,60.0,87.0,58.0,89.0
LAR,3,2018,-7.5,49.0,12,4.5,1,1,0,0,LAC,100.0,100.0,63.0,59.0,68.0,7.0,65.0,62.0,99.0,30.0,11.0,82.0,60.0,87.0,58.0,89.0,0,0,0,50.0,51.0,82.0,56.0,80.0,60.0,64.0,70.0,71.0,74.0,48.0,73.0,83.0,74.0,44.0,49.0,25.0,53.0,96.0,60.0,56.0,82.0,60.0,70.0,74.0,73.0
MIA,3,2018,-3.0,46.0,8,5.0,1,1,0,0,OAK,100.0,64.0,46.0,34.0,55.0,28.0,36.0,53.0,53.0,40.0,22.0,64.0,71.0,83.0,20.0,59.0,0,0,0,0.0,31.0,91.0,11.0,39.0,39.0,0.0,21.0,43.0,61.0,71.0,78.0,71.0,58.0,32.0,81.0,45.0,32.0,68.0,80.0,11.0,91.0,39.0,21.0,61.0,78.0
MIN,3,2018,-16.5,41.0,-21,-37.5,-1,1,0,0,BUF,75.0,58.0,67.0,51.0,61.0,66.0,62.0,63.0,84.0,40.0,67.0,64.0,38.0,71.0,71.0,69.0,0,0,0,0.0,0.0,9.0,33.0,41.0,30.0,68.0,55.0,0.0,9.0,6.0,68.0,17.0,0.0,48.0,48.0,10.0,48.0,31.0,90.0,33.0,9.0,30.0,55.0,9.0,68.0
NOR,3,2018,1.5,54.0,6,7.5,1,0,0,0,ATL,50.0,46.0,54.0,59.0,0.0,52.0,33.0,20.0,52.0,90.0,22.0,73.0,0.0,64.0,72.0,39.0,1,0,0,50.0,51.0,73.0,33.0,82.0,66.0,18.0,52.0,38.0,46.0,66.0,79.0,42.0,51.0,60.0,50.0,46.0,20.0,74.0,50.0,33.0,73.0,66.0,52.0,46.0,79.0
NWE,3,2018,-7.0,55.0,-16,-23.0,-1,0,0,0,DET,50.0,47.0,54.0,35.0,42.0,20.0,27.0,20.0,51.0,60.0,22.0,73.0,47.0,36.0,45.0,61.0,1,0,0,0.0,19.0,91.0,78.0,54.0,15.0,3.0,0.0,27.0,69.0,20.0,97.0,42.0,41.0,39.0,38.0,36.0,58.0,75.0,100.0,78.0,91.0,15.0,0.0,69.0,97.0
NYG,3,2018,6.5,44.0,5,11.5,1,0,0,0,HOU,0.0,39.0,63.0,18.0,54.0,0.0,49.0,76.0,62.0,80.0,0.0,36.0,21.0,35.0,35.0,99.0,1,0,0,0.0,41.0,45.0,22.0,96.0,100.0,80.0,57.0,40.0,38.0,29.0,76.0,46.0,47.0,60.0,57.0,29.0,74.0,77.0,60.0,22.0,45.0,100.0,57.0,38.0,76.0
NYJ,3,2018,3.0,41.0,-4,-1.0,-1,0,1,0,CLE,50.0,72.0,71.0,49.0,75.0,78.0,43.0,63.0,80.0,40.0,33.0,64.0,50.0,76.0,47.0,81.0,1,1,0,25.0,48.0,18.0,67.0,54.0,79.0,66.0,57.0,27.0,27.0,61.0,62.0,63.0,19.0,57.0,27.0,25.0,55.0,54.0,0.0,67.0,18.0,79.0,57.0,27.0,62.0
OAK,3,2018,3.0,46.0,-8,-5.0,-1,0,0,0,MIA,0.0,31.0,71.0,58.0,32.0,81.0,45.0,32.0,68.0,80.0,11.0,91.0,39.0,21.0,61.0,78.0,1,0,0,100.0,64.0,64.0,22.0,58.0,71.0,85.0,83.0,58.0,20.0,100.0,59.0,46.0,34.0,55.0,28.0,36.0,53.0,53.0,40.0,22.0,64.0,71.0,83.0,20.0,59.0
PHI,3,2018,-6.5,45.5,4,-2.5,-1,1,0,0,IND,50.0,50.0,83.0,22.0,35.0,34.0,54.0,71.0,54.0,70.0,56.0,64.0,47.0,100.0,36.0,45.0,0,0,0,50.0,51.0,82.0,44.0,33.0,35.0,61.0,80.0,42.0,44.0,48.0,67.0,50.0,26.0,51.0,14.0,100.0,48.0,65.0,70.0,44.0,82.0,35.0,80.0,44.0,67.0
PIT,3,2018,1.0,55.0,3,4.0,1,0,0,0,TAM,25.0,46.0,83.0,57.0,48.0,64.0,46.0,76.0,87.0,100.0,78.0,64.0,41.0,23.0,91.0,72.0,1,0,0,100.0,63.0,91.0,33.0,0.0,24.0,73.0,93.0,100.0,100.0,23.0,20.0,38.0,100.0,13.0,37.0,79.0,53.0,76.0,40.0,33.0,91.0,24.0,93.0,100.0,20.0
