Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,WAS,6,Sun,October 12,4:25PM,1,boxscore,30,20,317,0,407,4,-1.5%,-5.5
ATL,CHI,6,Sun,October 12,4:25PM,1,boxscore,13,27,478,0,287,1,12.5%,-3.5
BAL,TB,6,Sun,October 12,1:02PM,0,boxscore,48,17,475,1,364,1,15.2%,-3.0
BUF,NE,6,Sun,October 12,1:02PM,1,boxscore,22,37,396,0,336,3,2.6%,-1.0
CAR,CIN,6,Sun,October 12,1:03PM,0,boxscore,37,37,513,2,431,1,-5.5%,7.0
CHI,ATL,6,Sun,October 12,4:25PM,0,boxscore,27,13,478,0,287,1,3.0%,3.5
CIN,CAR,6,Sun,October 12,1:03PM,1,boxscore,37,37,513,2,431,1,13.3%,-7.0
CLE,PIT,6,Sun,October 12,1:02PM,1,boxscore,31,10,368,1,359,1,-4.1%,-1.5
DAL,SEA,6,Sun,October 12,4:26PM,0,boxscore,30,23,401,2,206,1,2.6%,9.5
DEN,NYJ,6,Sun,October 12,1:02PM,0,boxscore,31,17,359,0,204,2,34.5%,-9.5
DET,MIN,6,Sun,October 12,1:02PM,0,boxscore,17,3,255,0,212,3,4.5%,1.5
GB,MIA,6,Sun,October 12,1:02PM,0,boxscore,27,24,369,0,349,3,25.8%,-1.5
HOU,IND,6,Thu,October 9,8:26PM,1,boxscore,28,33,456,2,332,2,-9.4%,2.5
IND,HOU,6,Thu,October 9,8:26PM,0,boxscore,33,28,456,2,332,2,2.7%,-2.5
JAC,TEN,6,Sun,October 12,1:02PM,0,boxscore,14,16,290,0,379,2,-39.9%,4.0
MIA,GB,6,Sun,October 12,1:02PM,1,boxscore,24,27,369,0,349,3,-4.3%,1.5
MIN,DET,6,Sun,October 12,1:02PM,1,boxscore,3,17,255,0,212,3,-20.6%,-1.5
NE,BUF,6,Sun,October 12,1:02PM,0,boxscore,37,22,396,0,336,3,8.9%,1.0
NYG,PHI,6,Sun,October 12,8:41PM,0,boxscore,0,27,448,2,254,1,6.2%,1.5
NYJ,DEN,6,Sun,October 12,1:02PM,1,boxscore,17,31,359,0,204,2,-18.3%,9.5
OAK,SD,6,Sun,October 12,4:05PM,1,boxscore,28,31,423,0,396,1,-27.2%,7.5
PHI,NYG,6,Sun,October 12,8:41PM,1,boxscore,27,0,448,2,254,1,5.6%,-1.5
PIT,CLE,6,Sun,October 12,1:02PM,0,boxscore,10,31,368,1,359,1,5.5%,1.5
SD,OAK,6,Sun,October 12,4:05PM,0,boxscore,31,28,423,0,396,1,14.7%,-7.5
SEA,DAL,6,Sun,October 12,4:26PM,1,boxscore,23,30,401,2,206,1,29.4%,-9.5
SF,STL,6,Mon,October 13,8:30PM,0,boxscore,31,17,432,1,309,1,5.5%,-3.5
STL,SF,6,Mon,October 13,8:30PM,1,boxscore,17,31,432,1,309,1,-16.0%,3.5
TB,BAL,6,Sun,October 12,1:02PM,1,boxscore,17,48,475,1,364,1,-29.4%,3.0
TEN,JAC,6,Sun,October 12,1:02PM,1,boxscore,16,14,290,0,379,2,-17.9%,-4.0
WAS,ARI,6,Sun,October 12,4:25PM,0,boxscore,20,30,317,0,407,4,-8.3%,5.5
