Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2019,ATL,TB,12,Sun,1:00PM,1,-9.1%,-3.5,-13,-16.5
2019,BAL,LAR,12,Mon,8:15PM,0,33.5%,-3.5,39,35.5
2019,BUF,DEN,12,Sun,1:00PM,1,-8.7%,-3.5,17,13.5
2019,CAR,NO,12,Sun,1:00PM,0,-16.0%,10.0,-3,7.0
2019,CHI,NYG,12,Sun,1:00PM,1,-2.3%,-6.0,5,-1.0
2019,CIN,PIT,12,Sun,1:00PM,1,-37.1%,5.5,-6,-0.5
2019,CLE,MIA,12,Sun,1:00PM,1,-4.7%,-11.0,17,6.0
2019,DAL,NE,12,Sun,4:25PM,0,26.2%,5.5,-4,1.5
2019,DEN,BUF,12,Sun,1:00PM,0,-2.9%,3.5,-17,-13.5
2019,DET,WAS,12,Sun,1:00PM,0,1.2%,-4.0,-3,-7.0
2019,GB,SF,12,Sun,8:20PM,0,13.4%,3.0,-29,-26.0
2019,HOU,IND,12,Thu,8:20PM,1,-3.2%,-3.5,3,-0.5
2019,IND,HOU,12,Thu,8:20PM,0,1.5%,3.5,-3,0.5
2019,JAX,TEN,12,Sun,4:05PM,0,-3.0%,4.5,-22,-17.5
2019,LAR,BAL,12,Mon,8:15PM,1,0.6%,3.5,-39,-35.5
2019,MIA,CLE,12,Sun,1:00PM,0,-45.3%,11.0,-17,-6.0
2019,NE,DAL,12,Sun,4:25PM,1,35.7%,-5.5,4,-1.5
2019,NO,CAR,12,Sun,1:00PM,1,23.9%,-10.0,3,-7.0
2019,NYG,CHI,12,Sun,1:00PM,0,-23.4%,6.0,-5,1.0
2019,NYJ,OAK,12,Sun,1:00PM,1,-23.1%,3.5,31,34.5
2019,OAK,NYJ,12,Sun,1:00PM,0,4.6%,-3.5,-31,-34.5
2019,PHI,SEA,12,Sun,1:00PM,1,14.2%,1.0,-8,-7.0
2019,PIT,CIN,12,Sun,1:00PM,0,-4.7%,-5.5,6,0.5
2019,SEA,PHI,12,Sun,1:00PM,0,15.5%,-1.0,8,7.0
2019,SF,GB,12,Sun,8:20PM,1,24.7%,-3.0,29,26.0
2019,TB,ATL,12,Sun,1:00PM,0,-11.6%,3.5,13,16.5
2019,TEN,JAX,12,Sun,4:05PM,1,-8.6%,-4.5,22,17.5
2019,WAS,DET,12,Sun,1:00PM,1,-41.9%,4.0,3,7.0
