Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ATL,TB,12,Sun,November 24,1:00PM,1,boxscore,22,35,446,2,337,2,-9.1%,-3.5
BAL,LAR,12,Mon,November 25,8:15PM,0,boxscore,45,6,480,0,221,2,33.5%,-3.5
BUF,DEN,12,Sun,November 24,1:00PM,1,boxscore,20,3,424,1,134,1,-8.7%,-3.5
CAR,NO,12,Sun,November 24,1:00PM,0,boxscore,31,34,418,1,351,1,-16.0%,10.0
CHI,NYG,12,Sun,November 24,1:00PM,1,boxscore,19,14,335,2,243,1,-2.3%,-6.0
CIN,PIT,12,Sun,November 24,1:00PM,1,boxscore,10,16,338,1,244,2,-37.1%,5.5
CLE,MIA,12,Sun,November 24,1:00PM,1,boxscore,41,24,467,1,284,2,-4.7%,-11.0
DAL,NE,12,Sun,November 24,4:25PM,0,boxscore,9,13,282,0,321,1,26.2%,5.5
DEN,BUF,12,Sun,November 24,1:00PM,0,boxscore,3,20,424,1,134,1,-2.9%,3.5
DET,WAS,12,Sun,November 24,1:00PM,0,boxscore,16,19,230,2,364,4,1.2%,-4.0
GB,SF,12,Sun,November 24,8:20PM,0,boxscore,8,37,339,0,198,1,13.4%,3.0
HOU,IND,12,Thu,November 21,8:20PM,1,boxscore,20,17,396,1,296,0,-3.2%,-3.5
IND,HOU,12,Thu,November 21,8:20PM,0,boxscore,17,20,396,1,296,0,1.5%,3.5
JAX,TEN,12,Sun,November 24,4:05PM,0,boxscore,20,42,471,2,369,1,-3.0%,4.5
LAR,BAL,12,Mon,November 25,8:15PM,1,boxscore,6,45,480,0,221,2,0.6%,3.5
MIA,CLE,12,Sun,November 24,1:00PM,0,boxscore,24,41,467,1,284,2,-45.3%,11.0
NE,DAL,12,Sun,November 24,4:25PM,1,boxscore,13,9,282,0,321,1,35.7%,-5.5
NO,CAR,12,Sun,November 24,1:00PM,1,boxscore,34,31,418,1,351,1,23.9%,-10.0
NYG,CHI,12,Sun,November 24,1:00PM,0,boxscore,14,19,335,2,243,1,-23.4%,6.0
NYJ,OAK,12,Sun,November 24,1:00PM,1,boxscore,34,3,401,1,208,2,-23.1%,3.5
OAK,NYJ,12,Sun,November 24,1:00PM,0,boxscore,3,34,401,1,208,2,4.6%,-3.5
PHI,SEA,12,Sun,November 24,1:00PM,1,boxscore,9,17,348,2,344,5,14.2%,1.0
PIT,CIN,12,Sun,November 24,1:00PM,0,boxscore,16,10,338,1,244,2,-4.7%,-5.5
SEA,PHI,12,Sun,November 24,1:00PM,0,boxscore,17,9,348,2,344,5,15.5%,-1.0
SF,GB,12,Sun,November 24,8:20PM,1,boxscore,37,8,339,0,198,1,24.7%,-3.0
TB,ATL,12,Sun,November 24,1:00PM,0,boxscore,35,22,446,2,337,2,-11.6%,3.5
TEN,JAX,12,Sun,November 24,4:05PM,1,boxscore,42,20,471,2,369,1,-8.6%,-4.5
WAS,DET,12,Sun,November 24,1:00PM,1,boxscore,19,16,230,2,364,4,-41.9%,4.0
