Game,EGO,Spread,Spread Target,Pick
SEA @ KC,-0.46,5.0,"[4.0, 2.0]",
ARI @ GB,-2.75,4.0,"[6.5, 4.0]",ARI
ATL @ CIN,-3.64,4.5,"[7.5, 5.0]",
HOU @ TEN,-2.16,3.0,"[6.0, 3.5]",
SF @ CHI,-15.73,16.5,"[19.5, 17.0]",
BAL @ NO,0.21,2.0,"[3.5, 1.5]",BAL
TB @ NYG,-9.29,9.5,"[13.0, 11.0]",
JAC @ PHI,-3.99,8.0,"[7.5, 5.5]",
STL @ SD,-9.33,9.0,"[8.0, 5.5]",
IND @ DEN,-1.83,3.0,"[5.5, 3.5]",
PIT @ OAK,10.5,-9.0,"[-7.0, -9.0]",PIT
NYJ @ CLE,-3.42,1.5,"[2.0, -0.5]",CLE
DAL @ CAR,-0.84,5.5,"[4.5, 2.5]",
NE @ MIN,0.97,-2.5,"[-2.5, -4.5]",MIN
