Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,TEN,12,Sun,November 29,4:15PM,0,boxscore,17,20,532,1,292,0,23.0%,2.0
ATL,TB,12,Sun,November 29,1:03PM,1,boxscore,20,17,297,1,318,1,2.9%,-12.5
BAL,PIT,12,Sun,November 29,8:30PM,1,boxscore,20,17,393,2,298,1,23.4%,-8.0
BUF,MIA,12,Sun,November 29,1:02PM,1,boxscore,31,14,336,1,325,4,-23.7%,3.5
CAR,NYJ,12,Sun,November 29,1:02PM,0,boxscore,6,17,283,3,179,4,-2.7%,3.5
CHI,MIN,12,Sun,November 29,4:15PM,0,boxscore,10,36,537,1,169,3,-17.8%,10.0
CIN,CLE,12,Sun,November 29,1:02PM,1,boxscore,16,7,306,0,169,0,7.4%,-12.0
CLE,CIN,12,Sun,November 29,1:02PM,0,boxscore,7,16,306,0,169,0,-41.0%,12.0
DAL,OAK,12,Thu,November 26,4:15PM,1,boxscore,24,7,494,0,305,1,19.0%,-13.5
DEN,NYG,12,Thu,November 26,8:21PM,1,boxscore,26,6,373,1,267,3,4.5%,4.5
DET,GB,12,Thu,November 26,12:35PM,1,boxscore,12,34,422,2,272,5,-53.6%,11.5
GB,DET,12,Thu,November 26,12:35PM,0,boxscore,34,12,422,2,272,5,24.1%,-11.5
HOU,IND,12,Sun,November 29,1:02PM,1,boxscore,27,35,342,2,396,3,12.2%,3.0
IND,HOU,12,Sun,November 29,1:02PM,0,boxscore,35,27,342,2,396,3,35.6%,-3.0
JAC,SF,12,Sun,November 29,4:05PM,0,boxscore,3,20,284,0,357,2,-3.0%,3.0
KC,SD,12,Sun,November 29,4:05PM,0,boxscore,14,43,426,1,284,4,-26.7%,13.5
MIA,BUF,12,Sun,November 29,1:02PM,0,boxscore,14,31,336,1,325,4,13.6%,-3.5
MIN,CHI,12,Sun,November 29,4:15PM,1,boxscore,36,10,537,1,169,3,29.1%,-10.0
NE,NO,12,Mon,November 30,8:40PM,0,boxscore,17,38,480,1,366,3,42.0%,1.5
NO,NE,12,Mon,November 30,8:40PM,1,boxscore,38,17,480,1,366,3,30.4%,-1.5
NYG,DEN,12,Thu,November 26,8:21PM,0,boxscore,6,26,373,1,267,3,11.0%,-4.5
NYJ,CAR,12,Sun,November 29,1:02PM,1,boxscore,17,6,283,3,179,4,-5.0%,-3.5
OAK,DAL,12,Thu,November 26,4:15PM,0,boxscore,7,24,494,0,305,1,-38.2%,13.5
PHI,WAS,12,Sun,November 29,1:03PM,1,boxscore,27,24,381,1,303,2,28.6%,-10.0
PIT,BAL,12,Sun,November 29,8:30PM,0,boxscore,17,20,393,2,298,1,20.7%,8.0
SD,KC,12,Sun,November 29,4:05PM,1,boxscore,43,14,426,1,284,4,12.9%,-13.5
SEA,STL,12,Sun,November 29,1:00PM,0,boxscore,27,17,265,1,364,2,-19.3%,-3.5
SF,JAC,12,Sun,November 29,4:05PM,1,boxscore,20,3,284,0,357,2,-2.2%,-3.0
STL,SEA,12,Sun,November 29,1:00PM,1,boxscore,17,27,265,1,364,2,-37.2%,3.5
TB,ATL,12,Sun,November 29,1:03PM,0,boxscore,17,20,297,1,318,1,-33.2%,12.5
TEN,ARI,12,Sun,November 29,4:15PM,1,boxscore,20,17,532,1,292,0,-13.1%,-2.0
WAS,PHI,12,Sun,November 29,1:03PM,0,boxscore,24,27,381,1,303,2,-8.7%,10.0
