Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2015,ARI,SF,12,Sun,4:05PM,0,26.2%,-9.5,6,-3.5
2015,ATL,MIN,12,Sun,1:02PM,1,-6.7%,-2.5,-10,-12.5
2015,BAL,CLE,12,Mon,8:30PM,0,-5.0%,3.5,6,9.5
2015,BUF,KC,12,Sun,1:03PM,0,8.1%,5.5,-8,-2.5
2015,CAR,DAL,12,Thu,4:31PM,0,31.1%,1.5,19,20.5
2015,CHI,GB,12,Thu,8:30PM,0,-10.1%,8.5,4,12.5
2015,CIN,STL,12,Sun,1:02PM,1,30.0%,-8.5,24,15.5
2015,CLE,BAL,12,Mon,8:30PM,1,-21.3%,-3.5,-6,-9.5
2015,DAL,CAR,12,Thu,4:31PM,1,-14.2%,-1.5,-19,-20.5
2015,DEN,NE,12,Sun,8:30PM,1,12.3%,2.5,6,8.5
2015,DET,PHI,12,Thu,12:35PM,1,-16.1%,-2.0,31,29.0
2015,GB,CHI,12,Thu,8:30PM,1,9.8%,-8.5,-4,-12.5
2015,HOU,NO,12,Sun,1:02PM,1,-9.0%,-3.0,18,15.0
2015,IND,TB,12,Sun,1:02PM,1,-5.8%,-3.0,13,10.0
2015,JAC,SD,12,Sun,1:03PM,1,-12.3%,-4.5,-6,-10.5
2015,KC,BUF,12,Sun,1:03PM,1,24.4%,-5.5,8,2.5
2015,MIA,NYJ,12,Sun,1:02PM,0,-5.2%,4.0,-18,-14.0
2015,MIN,ATL,12,Sun,1:02PM,0,-2.9%,2.5,10,12.5
2015,NE,DEN,12,Sun,8:30PM,0,32.0%,-2.5,-6,-8.5
2015,NO,HOU,12,Sun,1:02PM,0,-19.1%,3.0,-18,-15.0
2015,NYG,WAS,12,Sun,1:03PM,0,1.9%,-2.5,-6,-8.5
2015,NYJ,MIA,12,Sun,1:02PM,1,8.2%,-4.0,18,14.0
2015,OAK,TEN,12,Sun,1:02PM,0,-1.9%,-1.0,3,2.0
2015,PHI,DET,12,Thu,12:35PM,0,-1.3%,2.0,-31,-29.0
2015,PIT,SEA,12,Sun,4:26PM,0,14.8%,3.5,-9,-5.5
2015,SD,JAC,12,Sun,1:03PM,0,-19.4%,4.5,6,10.5
2015,SEA,PIT,12,Sun,4:26PM,1,24.1%,-3.5,9,5.5
2015,SF,ARI,12,Sun,4:05PM,1,-39.3%,9.5,-6,3.5
2015,STL,CIN,12,Sun,1:02PM,0,-6.7%,8.5,-24,-15.5
2015,TB,IND,12,Sun,1:02PM,0,-0.2%,3.0,-13,-10.0
2015,TEN,OAK,12,Sun,1:02PM,1,-13.6%,1.0,-3,-2.0
2015,WAS,NYG,12,Sun,1:03PM,1,-5.8%,2.5,6,8.5
