Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2018,BUF @ IND,7,Sun,1:00PM,-31.9%,7.0,-32,-25.0,-28.5,-8.33,-1.33,-23.67,"[[12.0, 10.0], [7.0, 4.5]]",1,IND,1
2018,CAR @ PHI,7,Sun,1:00PM,4.1%,5.0,4,9.0,1.2999999999999998,-1.94,3.06,5.9399999999999995,"[[5.5, 3.5], [0.5, -2.0]]",1,CAR,1
2018,CIN @ KC,7,Sun,8:20PM,3.7%,6.5,-35,-28.5,-19.6,-6.45,0.04999999999999982,-28.55,"[[10.0, 8.0], [5.0, 3.0]]",0,,0
2018,CLE @ TB,7,Sun,1:00PM,-14.3%,3.5,-3,0.5,-2.6000000000000014,-2.79,0.71,-0.20999999999999996,"[[6.5, 4.5], [1.5, -1.0]]",0,,1
2018,DAL @ WAS,7,Sun,4:25PM,-1.1%,-1.0,-3,-4.0,3.6999999999999997,-1.41,-2.41,-1.59,"[[5.0, 3.0], [-0.0, -2.5]]",1,WAS,1
2018,DEN @ ARI,7,Thu,8:20PM,1.6%,-1.0,35,34.0,22.900000000000002,2.88,1.88,32.12,"[[1.0, -1.5], [-4.5, -6.5]]",1,DEN,1
2018,DET @ MIA,7,Sun,1:00PM,-15.7%,-3.0,11,8.0,-25.2,-7.64,-10.64,18.64,"[[11.5, 9.0], [6.0, 4.0]]",0,,0
2018,HOU @ JAX,7,Sun,1:00PM,-1.1%,3.5,13,16.5,-1.9000000000000001,-2.64,0.8599999999999999,15.64,"[[6.5, 4.0], [1.0, -1.0]]",0,,1
2018,LAR @ SF,7,Sun,4:25PM,26.2%,-8.0,29,21.0,42.599999999999994,7.42,-0.5800000000000001,21.58,"[[-3.5, -6.0], [-9.0, -11.0]]",0,,0
2018,MIN @ NYJ,7,Sun,1:00PM,-1.4%,-3.5,20,16.5,0.40000000000000013,-2.14,-5.640000000000001,22.14,"[[6.0, 3.5], [0.5, -1.5]]",0,,0
2018,NE @ CHI,7,Sun,1:00PM,11.8%,-1.0,7,6.0,-0.5,-2.34,-3.34,9.34,"[[6.0, 4.0], [1.0, -1.5]]",1,CHI,0
2018,NO @ BAL,7,Sun,4:05PM,15.5%,2.5,1,3.5,-3.3999999999999986,-2.96,-0.45999999999999996,3.96,"[[6.5, 4.5], [1.5, -0.5]]",0,,0
2018,NYG @ ATL,7,Mon,8:15PM,-12.1%,4.5,-3,1.5,-3.5999999999999996,-3.01,1.4900000000000002,0.009999999999999787,"[[6.5, 4.5], [1.5, -0.5]]",1,NYG,1
2018,TEN @ LAC,7,Sun,9:30AM,-10.4%,6.5,-1,5.5,-26.5,-7.91,-1.4100000000000001,6.91,"[[11.5, 9.5], [6.5, 4.0]]",1,LAC,0
