Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SEA,12,Sun,November 23,4:06PM,0,boxscore,3,19,293,0,204,1,4.6%,7.0
ATL,CLE,12,Sun,November 23,1:02PM,1,boxscore,24,26,475,3,315,2,-6.6%,-2.5
BAL,NO,12,Mon,November 24,8:30PM,0,boxscore,34,27,449,1,525,1,23.3%,3.0
BUF,NYJ,12,Mon,November 24,7:05PM,1,boxscore,38,3,336,0,218,1,5.9%,-2.5
CHI,TB,12,Sun,November 23,1:02PM,1,boxscore,21,13,204,1,367,4,-15.2%,-4.5
CIN,HOU,12,Sun,November 23,1:02PM,0,boxscore,22,13,372,1,248,1,-2.9%,2.5
CLE,ATL,12,Sun,November 23,1:02PM,0,boxscore,26,24,475,3,315,2,-4.6%,2.5
DAL,NYG,12,Sun,November 23,8:30PM,0,boxscore,31,28,385,1,417,1,6.0%,-5.0
DEN,MIA,12,Sun,November 23,4:25PM,1,boxscore,39,36,450,1,313,1,30.4%,-7.0
DET,NE,12,Sun,November 23,1:02PM,0,boxscore,9,34,439,1,335,1,8.6%,7.0
GB,MIN,12,Sun,November 23,1:03PM,0,boxscore,24,21,362,0,308,1,24.9%,-7.5
HOU,CIN,12,Sun,November 23,1:02PM,1,boxscore,13,22,372,1,248,1,-7.9%,-2.5
IND,JAC,12,Sun,November 23,1:02PM,1,boxscore,23,3,389,3,194,2,5.3%,-13.5
JAC,IND,12,Sun,November 23,1:02PM,0,boxscore,3,23,389,3,194,2,-24.6%,13.5
KC,OAK,12,Thu,November 20,8:26PM,0,boxscore,20,24,351,1,313,0,20.0%,-7.0
MIA,DEN,12,Sun,November 23,4:25PM,0,boxscore,36,39,450,1,313,1,22.1%,7.0
MIN,GB,12,Sun,November 23,1:03PM,1,boxscore,21,24,362,0,308,1,-13.7%,7.5
NE,DET,12,Sun,November 23,1:02PM,1,boxscore,34,9,439,1,335,1,20.6%,-7.0
NO,BAL,12,Mon,November 24,8:30PM,1,boxscore,27,34,449,1,525,1,3.2%,-3.0
NYG,DAL,12,Sun,November 23,8:30PM,1,boxscore,28,31,385,1,417,1,-13.9%,5.0
NYJ,BUF,12,Mon,November 24,7:05PM,0,boxscore,3,38,336,0,218,1,-10.7%,2.5
OAK,KC,12,Thu,November 20,8:26PM,1,boxscore,24,20,351,1,313,0,-23.4%,7.0
PHI,TEN,12,Sun,November 23,1:02PM,1,boxscore,43,24,462,2,351,3,9.8%,-11.0
SD,STL,12,Sun,November 23,4:05PM,1,boxscore,27,24,410,3,317,3,-3.8%,-5.0
SEA,ARI,12,Sun,November 23,4:06PM,1,boxscore,19,3,293,0,204,1,12.2%,-7.0
SF,WAS,12,Sun,November 23,4:25PM,1,boxscore,17,13,312,3,213,1,7.3%,-9.5
STL,SD,12,Sun,November 23,4:05PM,0,boxscore,24,27,410,3,317,3,-9.6%,5.0
TB,CHI,12,Sun,November 23,1:02PM,0,boxscore,13,21,204,1,367,4,-25.2%,4.5
TEN,PHI,12,Sun,November 23,1:02PM,0,boxscore,24,43,462,2,351,3,-15.7%,11.0
WAS,SF,12,Sun,November 23,4:25PM,0,boxscore,13,17,312,3,213,1,-20.5%,9.5
