Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2020,ARI,SEA,7,Sun,8:20PM,1,6.0%,3.5,3,6.5,-8.0,0.46,3.96,2.54,"[[3.0, 1.0], [-2.0, -4.0]]",0,,1
2020,ATL,DET,7,Sun,1:00PM,1,-2.8%,-1.5,-1,-2.5,-3.0,1.56,0.06000000000000005,-2.56,"[[2.0, -0.0], [-3.0, -5.5]]",0,,0
2020,BUF,NYJ,7,Sun,1:00PM,0,1.4%,-10.0,8,-2.0,26.4,3.68,-6.32,4.32,"[[0.0, -2.0], [-5.0, -7.5]]",0,,1
2020,CAR,NO,7,Sun,1:00PM,0,-8.3%,6.5,-3,3.5,-26.3,-7.87,-1.37,4.87,"[[11.5, 9.5], [6.5, 4.0]]",1,NO,0
2020,CHI,LAR,7,Mon,8:15PM,0,-0.7%,6.0,-14,-8.0,-10.899999999999999,-4.59,1.4100000000000001,-9.41,"[[8.5, 6.0], [3.0, 1.0]]",1,CHI,0
2020,CIN,CLE,7,Sun,1:00PM,1,-18.8%,3.5,-3,0.5,-9.9,0.04,3.54,-3.04,"[[3.5, 1.5], [-1.5, -3.5]]",1,CIN,1
2020,CLE,CIN,7,Sun,1:00PM,0,-8.9%,-3.5,3,-0.5,9.9,-0.04,-3.54,3.04,"[[3.5, 1.5], [-1.5, -3.5]]",1,CIN,1
2020,DAL,WAS,7,Sun,1:00PM,0,-12.0%,1.0,-22,-21.0,7.899999999999999,-0.48,0.52,-21.52,"[[4.0, 2.0], [-1.0, -3.0]]",0,,0
2020,DEN,KC,7,Sun,4:25PM,1,-10.9%,7.0,-27,-20.0,-32.8,-5.15,1.8499999999999996,-21.85,"[[9.0, 6.5], [3.5, 1.5]]",1,DEN,0
2020,DET,ATL,7,Sun,1:00PM,0,0.2%,1.5,1,2.5,3.0,-1.56,-0.06000000000000005,2.56,"[[5.5, 3.0], [0.0, -2.0]]",0,,0
2020,GB,HOU,7,Sun,1:00PM,0,4.7%,-3.0,15,12.0,5.2,-1.08,-4.08,16.08,"[[5.0, 2.5], [-0.5, -2.5]]",0,,0
2020,HOU,GB,7,Sun,1:00PM,1,-0.5%,3.0,-15,-12.0,-5.2,1.08,4.08,-16.08,"[[2.5, 0.5], [-2.5, -5.0]]",0,,0
2020,JAX,LAC,7,Sun,4:25PM,0,-16.1%,7.5,-10,-2.5,-13.700000000000001,-5.2,2.3,-4.8,"[[9.0, 6.5], [3.5, 1.5]]",1,JAX,0
2020,KC,DEN,7,Sun,4:25PM,0,21.9%,-7.0,27,20.0,32.8,5.15,-1.8499999999999996,21.85,"[[-1.5, -3.5], [-6.5, -9.0]]",1,DEN,0
2020,LAC,JAX,7,Sun,4:25PM,1,-2.4%,-7.5,10,2.5,13.700000000000001,5.2,-2.3,4.8,"[[-1.5, -3.5], [-6.5, -9.0]]",1,JAX,0
2020,LAR,CHI,7,Mon,8:15PM,1,10.2%,-6.0,14,8.0,10.899999999999999,4.59,-1.4100000000000001,9.41,"[[-1.0, -3.0], [-6.0, -8.5]]",1,CHI,0
2020,LV,TB,7,Sun,4:05PM,1,-4.2%,4.0,-25,-21.0,-27.8,-4.0,0.0,-21.0,"[[7.5, 5.5], [2.5, 0.5]]",0,,1
2020,NE,SF,7,Sun,4:25PM,1,-2.2%,-3.0,-27,-30.0,-7.6000000000000005,0.55,-2.45,-27.55,"[[3.0, 1.0], [-2.0, -4.0]]",1,SF,1
2020,NO,CAR,7,Sun,1:00PM,1,18.0%,-6.5,3,-3.5,26.3,7.87,1.37,-4.87,"[[-4.0, -6.5], [-9.5, -11.5]]",1,NO,0
2020,NYG,PHI,7,Thu,8:20PM,0,-15.3%,5.0,-1,4.0,-5.9,-3.51,1.4900000000000002,2.51,"[[7.0, 5.0], [2.0, -0.0]]",1,NYG,1
2020,NYJ,BUF,7,Sun,1:00PM,1,-25.0%,10.0,-8,2.0,-26.4,-3.68,6.32,-4.32,"[[7.5, 5.0], [2.0, -0.0]]",0,,1
2020,PHI,NYG,7,Thu,8:20PM,1,-9.4%,-5.0,1,-4.0,5.9,3.51,-1.4900000000000002,-2.51,"[[0.0, -2.0], [-5.0, -7.0]]",1,NYG,1
2020,PIT,TEN,7,Sun,1:00PM,0,16.3%,1.0,3,4.0,8.700000000000001,-0.3,0.7,3.3,"[[4.0, 2.0], [-1.0, -3.5]]",0,,1
2020,SEA,ARI,7,Sun,8:20PM,0,14.0%,-3.5,-3,-6.5,8.0,-0.46,-3.96,-2.54,"[[4.0, 2.0], [-1.0, -3.0]]",0,,1
2020,SF,NE,7,Sun,4:25PM,0,5.4%,3.0,27,30.0,7.6000000000000005,-0.55,2.45,27.55,"[[4.0, 2.0], [-1.0, -3.0]]",1,SF,1
2020,TB,LV,7,Sun,4:05PM,0,23.6%,-4.0,25,21.0,27.8,4.0,0.0,21.0,"[[-0.5, -2.5], [-5.5, -7.5]]",0,,1
2020,TEN,PIT,7,Sun,1:00PM,1,7.6%,-1.0,-3,-4.0,-8.700000000000001,0.3,-0.7,-3.3,"[[3.5, 1.0], [-2.0, -4.0]]",0,,1
2020,WAS,DAL,7,Sun,1:00PM,1,-19.9%,-1.0,22,21.0,-7.899999999999999,0.48,-0.52,21.52,"[[3.0, 1.0], [-2.0, -4.0]]",0,,0
